sample_id,kamer,positie,onderhoudscyclus,temp_zone1_C,temp_zone2_C,temp_zone3_C,druk_mbar,gasflow_1_sccm,gasflow_2_sccm,vermogen_W,procestijd_min,kamer_vochtigheid_pct,substraat_temp_C,inline_dikte_nm,inline_reflectantie,lab_dikte_nm,lab_uniformiteit_pct,lab_stress_MPa,lab_gemeten
VM-00847,Chamber_A,center,22,195.2,214.7,220.0,5.0,102.7,51.0,479,97.2,2.14,178.4,103.1,0.5013,,,,0
VM-00848,Chamber_C,corner,5,198.1,214.4,222.7,4.7,96.4,55.1,494,83.6,3.25,175.7,109.4,0.5086,,,,0
VM-00849,Chamber_A,edge,1,204.3,214.6,214.1,5.32,100.7,50.0,484,48.2,2.66,183.5,102.4,0.5036,,,,0
VM-00850,Chamber_A,center,47,203.9,219.7,224.1,4.63,93.9,52.8,484,114.8,2.08,178.5,113.4,0.5152,,,,0
VM-00851,Chamber_C,center,17,195.1,201.6,226.5,5.1,105.7,47.9,511,93.9,2.46,180.3,92.5,0.4751,,,,0
VM-00852,Chamber_A,edge,8,204.0,210.4,221.1,5.11,99.7,52.5,492,119.5,2.26,176.4,101.4,0.5119,,,,0
VM-00853,Chamber_A,corner,42,207.1,209.9,213.5,4.97,98.4,51.9,487,102.9,1.29,178.8,98.9,0.4954,,,,0
VM-00854,Chamber_A,edge,35,195.3,209.2,229.2,4.29,103.9,52.5,514,65.5,2.57,182.2,92.2,0.4873,,,,0
VM-00855,Chamber_B,corner,49,197.8,205.8,225.9,5.35,106.1,51.3,532,116.9,1.81,182.5,104.1,0.5087,,,,0
VM-00856,Chamber_C,edge,11,201.8,206.8,217.1,5.0,103.5,47.6,517,37.4,1.91,179.8,96.1,0.4841,,,,0
VM-00857,Chamber_A,center,43,193.9,212.4,214.6,4.59,102.6,50.4,505,62.6,2.87,175.4,99.3,0.5022,,,,0
VM-00858,Chamber_B,center,1,193.6,223.2,226.0,5.48,99.0,53.4,473,71.4,1.35,181.8,104.3,0.5168,,,,0
VM-00859,Chamber_C,edge,20,198.5,211.5,216.3,4.61,98.4,49.2,506,67.7,1.95,174.6,104.5,0.5085,,,,0
VM-00860,Chamber_B,corner,13,193.7,209.5,220.1,4.56,93.7,49.8,516,30.6,2.18,183.1,93.4,0.5047,,,,0
VM-00861,Chamber_C,edge,29,193.9,200.4,214.2,5.22,109.2,47.1,516,87.7,1.49,175.6,93.4,0.5099,,,,0
VM-00862,Chamber_B,edge,19,211.1,211.1,218.9,4.78,97.7,49.8,485,91.7,1.22,181.6,100.0,0.4889,,,,0
VM-00863,Chamber_B,edge,45,195.8,212.4,213.9,5.35,102.9,51.7,475,91.3,1.6,180.9,103.6,0.5238,,,,0
VM-00864,Chamber_C,edge,43,202.3,216.9,229.4,4.94,104.0,50.1,521,104.6,2.44,172.2,103.1,0.5023,,,,0
VM-00865,Chamber_C,corner,45,192.5,209.7,221.9,5.1,98.6,49.6,499,92.2,1.89,180.7,97.6,0.5117,,,,0
VM-00866,Chamber_C,edge,5,194.0,204.9,225.0,5.71,104.5,46.3,521,74.2,1.99,180.2,96.0,0.4958,,,,0
VM-00867,Chamber_A,corner,7,194.7,205.1,222.6,4.65,100.0,54.3,495,82.7,2.74,180.8,98.8,0.4762,,,,0
VM-00868,Chamber_B,edge,2,209.4,210.4,225.5,5.63,93.8,48.9,513,54.6,1.41,179.1,99.5,0.4997,,,,0
VM-00869,Chamber_C,center,48,199.8,212.6,223.9,5.42,91.9,54.6,504,67.6,1.98,181.3,93.9,0.5051,,,,0
VM-00870,Chamber_A,center,26,199.2,211.6,217.2,5.16,95.1,47.1,519,30.0,2.28,178.6,98.8,0.4944,,,,0
VM-00871,Chamber_B,edge,40,203.0,216.9,221.2,4.62,98.8,53.4,512,101.8,1.93,172.3,102.4,0.4884,,,,0
VM-00872,Chamber_A,edge,7,206.8,209.5,220.4,5.18,99.2,51.2,481,66.2,2.13,180.8,101.5,0.4813,,,,0
VM-00873,Chamber_A,center,17,191.7,201.6,226.1,5.21,97.1,45.1,465,52.8,1.74,177.1,97.7,0.4941,,,,0
VM-00874,Chamber_A,corner,30,196.2,218.5,219.5,5.02,95.8,53.8,498,117.0,1.76,180.5,101.0,0.5019,104.73,90.9,64.4,1
VM-00875,Chamber_B,corner,48,202.3,213.4,210.8,5.35,99.5,47.2,489,84.4,2.53,182.1,101.5,0.5203,,,,0
VM-00876,Chamber_A,corner,7,196.8,217.2,208.8,5.03,97.8,53.6,491,103.2,2.87,177.5,106.7,0.5185,,,,0
VM-00877,Chamber_A,center,43,194.3,215.3,218.0,4.7,98.7,49.1,509,33.4,2.48,178.8,90.9,0.4896,,,,0
VM-00878,Chamber_C,corner,22,200.2,212.0,221.8,4.64,100.1,52.0,490,74.0,2.22,179.1,102.3,0.4883,,,,0
VM-00879,Chamber_A,edge,34,196.1,208.7,223.5,5.02,101.7,48.3,521,78.5,1.35,175.1,94.3,0.5057,100.21,91.6,51.1,1
VM-00880,Chamber_A,center,2,202.0,205.6,214.7,5.0,106.1,49.4,466,62.1,2.38,175.7,98.8,0.4895,,,,0
VM-00881,Chamber_C,corner,21,196.2,205.0,218.4,4.82,96.1,51.3,506,105.1,1.34,178.2,92.4,0.4953,,,,0
VM-00882,Chamber_C,edge,46,199.1,208.0,222.1,5.06,97.5,52.8,490,112.6,2.2,183.3,93.2,0.4933,,,,0
VM-00883,Chamber_A,center,36,199.6,205.0,226.4,4.65,105.5,52.2,474,105.8,2.36,180.2,100.3,0.4893,,,,0
VM-00884,Chamber_B,edge,35,207.3,213.3,218.7,5.39,97.0,46.1,511,72.1,2.33,184.1,99.3,0.495,103.27,92.9,47.4,1
VM-00885,Chamber_B,center,43,207.8,215.3,221.8,4.72,104.5,54.6,492,47.1,1.32,182.5,102.0,0.5031,,,,0
VM-00886,Chamber_A,center,16,207.1,216.9,226.7,4.83,101.3,45.9,492,33.4,2.67,181.1,100.3,0.4963,,,,0
VM-00887,Chamber_A,center,5,197.7,210.8,218.3,4.43,96.6,49.7,508,99.8,2.22,181.3,99.5,0.4985,,,,0
VM-00888,Chamber_A,center,44,202.0,203.2,218.1,4.82,99.4,44.7,510,92.5,2.62,178.9,98.2,0.4729,,,,0
VM-00889,Chamber_C,center,28,195.5,207.4,210.0,5.63,100.3,50.6,509,56.6,2.1,180.9,97.3,0.4892,97.08,95.1,47.7,1
VM-00890,Chamber_B,center,34,207.7,217.8,221.4,5.15,101.2,47.1,515,76.5,2.45,178.4,96.8,0.5091,,,,0
VM-00891,Chamber_C,edge,38,198.4,209.9,222.0,5.23,104.7,55.1,524,64.9,2.05,180.4,105.0,0.5007,,,,0
VM-00892,Chamber_C,center,28,211.9,213.1,215.9,4.8,91.7,49.2,470,31.6,2.37,181.2,100.6,0.4833,,,,0
VM-00893,Chamber_B,corner,29,198.5,209.4,217.1,4.97,93.5,54.9,522,108.0,1.88,184.4,102.6,0.5021,,,,0
VM-00894,Chamber_A,center,14,197.3,213.1,223.9,4.99,102.9,52.5,477,90.8,2.32,178.3,106.6,0.504,103.4,93.8,58.3,1
VM-00895,Chamber_C,edge,41,199.2,217.3,213.8,5.12,98.7,51.9,491,57.7,1.55,180.8,100.0,0.4934,102.04,94.2,51.4,1
VM-00896,Chamber_A,center,42,203.0,223.5,217.1,4.7,98.6,48.8,504,115.5,2.55,182.0,110.3,0.5343,112.48,95.8,75.2,1
VM-00897,Chamber_B,corner,15,204.8,196.4,214.9,4.77,99.0,48.4,493,68.2,2.58,182.7,90.3,0.491,,,,0
VM-00898,Chamber_B,edge,49,208.9,209.4,226.9,5.34,103.7,47.6,511,47.9,1.42,182.6,101.9,0.4954,102.55,94.8,48.8,1
VM-00899,Chamber_C,corner,19,213.1,207.8,217.6,4.88,103.5,55.9,509,105.4,2.04,183.1,98.2,0.511,,,,0
VM-00900,Chamber_C,center,8,196.6,211.0,222.5,5.36,102.4,47.9,467,91.2,1.7,182.7,107.7,0.4999,,,,0
VM-00901,Chamber_B,corner,46,201.9,203.8,212.7,4.82,102.1,51.8,486,47.6,2.22,176.5,87.0,0.4836,,,,0
VM-00902,Chamber_C,edge,20,204.5,203.9,225.2,5.1,94.0,50.2,495,61.5,2.67,179.8,87.4,0.4975,,,,0
VM-00903,Chamber_C,corner,39,204.1,209.0,220.2,5.43,93.9,50.8,484,117.0,1.74,182.4,93.8,0.4961,,,,0
VM-00904,Chamber_C,center,16,197.5,214.2,217.5,5.07,110.0,54.2,471,88.6,2.42,182.7,95.0,0.5136,,,,0
VM-00905,Chamber_C,edge,11,200.4,203.3,219.7,4.95,98.2,46.1,464,39.6,2.03,181.5,100.4,0.5027,,,,0
VM-00906,Chamber_A,edge,19,203.7,215.0,222.6,5.06,105.9,47.7,484,90.6,1.82,178.7,100.7,0.5073,,,,0
VM-00907,Chamber_A,edge,22,199.1,209.9,221.0,5.13,106.8,50.6,509,56.3,1.82,176.3,99.3,0.5098,,,,0
VM-00908,Chamber_B,edge,2,197.1,211.6,226.1,4.97,99.6,44.8,499,108.7,1.29,184.0,96.8,0.5059,,,,0
VM-00909,Chamber_A,center,24,197.0,214.0,222.6,4.81,94.5,50.7,514,64.0,1.6,182.0,100.6,0.5105,,,,0
VM-00910,Chamber_A,edge,5,200.7,210.4,217.1,4.6,97.1,47.5,505,102.6,1.2,182.4,107.7,0.5039,,,,0
VM-00911,Chamber_B,edge,48,195.0,206.4,216.6,5.06,113.2,47.7,486,105.3,2.01,178.7,102.4,0.4958,101.41,92.9,47.9,1
VM-00912,Chamber_B,edge,13,197.4,222.5,216.7,4.92,108.5,50.9,503,58.3,1.41,179.7,106.1,0.5243,,,,0
VM-00913,Chamber_C,edge,8,193.6,211.5,213.7,5.07,100.6,55.5,523,98.3,1.54,179.6,106.9,0.5023,,,,0
VM-00914,Chamber_C,edge,1,200.7,214.9,228.5,4.94,89.3,49.1,525,110.3,1.93,184.3,99.8,0.5052,,,,0
VM-00915,Chamber_A,center,16,207.7,211.7,222.7,5.32,96.2,51.7,493,39.8,1.47,175.6,96.0,0.4946,,,,0
VM-00916,Chamber_A,edge,30,199.6,204.6,208.1,5.0,94.1,47.1,497,33.7,1.81,183.2,99.0,0.4885,,,,0
VM-00917,Chamber_A,edge,6,201.1,214.5,218.1,5.61,106.8,54.5,485,101.4,1.61,178.9,107.7,0.505,,,,0
VM-00918,Chamber_B,corner,27,194.4,202.7,228.3,5.02,96.4,50.5,519,48.7,1.86,176.5,90.5,0.4944,,,,0
VM-00919,Chamber_A,corner,37,200.9,213.4,222.8,5.07,97.8,51.3,524,86.9,2.19,179.1,98.6,0.514,103.98,92.8,58.3,1
VM-00920,Chamber_A,center,32,199.9,208.3,227.3,4.69,104.1,47.7,503,73.9,1.99,181.7,91.9,0.4898,,,,0
VM-00921,Chamber_B,center,25,205.5,205.9,211.6,5.21,101.9,51.1,500,81.9,1.33,181.6,109.0,0.502,,,,0
VM-00922,Chamber_C,edge,24,199.6,212.7,216.3,4.91,100.5,49.0,480,70.6,2.25,179.4,99.6,0.4932,,,,0
VM-00923,Chamber_C,center,2,199.5,207.3,220.3,4.97,106.4,45.3,469,57.6,1.67,182.1,106.3,0.5103,,,,0
VM-00924,Chamber_A,edge,13,204.0,208.8,219.6,5.12,92.4,47.1,494,112.2,1.86,179.2,99.5,0.479,,,,0
VM-00925,Chamber_A,center,1,204.4,208.4,215.2,4.94,97.7,48.3,469,53.7,1.52,179.7,101.4,0.4882,,,,0
VM-00926,Chamber_C,center,37,197.7,211.8,212.5,5.21,102.2,50.4,543,88.3,2.68,186.0,96.2,0.4932,101.75,94.5,48.6,1
VM-00927,Chamber_C,center,31,202.3,210.9,219.5,5.18,107.2,52.7,527,72.2,2.43,181.1,98.3,0.4986,,,,0
VM-00928,Chamber_A,center,31,197.7,207.3,221.0,4.82,108.0,49.7,532,70.8,1.79,173.1,97.9,0.506,99.67,94.3,66.8,1
VM-00929,Chamber_A,corner,27,195.3,210.4,217.5,4.65,101.9,53.3,511,38.4,1.9,184.6,110.3,0.4867,,,,0
VM-00930,Chamber_C,corner,7,199.6,214.9,222.4,5.25,100.7,51.5,503,79.2,2.28,181.0,101.6,0.4939,,,,0
VM-00931,Chamber_A,edge,13,202.2,214.9,214.7,4.47,91.8,53.5,512,70.9,2.64,177.3,97.7,0.5038,,,,0
VM-00932,Chamber_B,corner,40,208.3,209.7,214.9,5.09,102.5,53.1,518,30.1,2.49,175.5,101.6,0.5147,101.94,94.3,62.6,1
VM-00933,Chamber_C,edge,46,192.6,217.4,212.9,4.69,100.7,52.4,462,80.6,2.48,178.1,99.3,0.4882,,,,0
VM-00934,Chamber_C,edge,25,191.4,222.1,215.2,5.55,108.8,53.1,500,87.3,1.48,179.2,95.5,0.4938,105.09,95.1,68.2,1
VM-00935,Chamber_C,corner,17,198.2,217.1,217.1,5.07,86.0,54.2,488,61.1,1.63,183.0,106.1,0.4986,,,,0
VM-00936,Chamber_C,edge,4,201.1,214.1,224.0,5.18,101.9,56.9,494,102.2,2.34,181.4,99.6,0.5047,101.75,93.0,51.9,1
VM-00937,Chamber_A,edge,3,200.1,208.0,218.6,5.13,95.6,50.4,521,32.9,1.72,176.6,81.5,0.488,,,,0
VM-00938,Chamber_B,edge,40,201.8,220.1,227.0,4.57,102.4,49.2,476,92.8,1.82,174.2,104.8,0.5051,,,,0
VM-00939,Chamber_A,edge,49,208.8,214.0,224.7,5.03,100.1,47.0,477,60.9,1.43,175.0,104.1,0.4987,,,,0
VM-00940,Chamber_C,corner,49,196.1,208.5,218.1,4.95,96.2,48.6,484,46.7,2.99,182.0,97.1,0.4885,,,,0
VM-00941,Chamber_C,edge,29,201.4,212.1,226.8,4.45,89.7,51.9,486,39.8,2.15,175.5,106.2,0.5027,,,,0
VM-00942,Chamber_A,edge,39,192.6,207.2,218.4,4.89,97.2,46.1,480,62.9,1.14,183.8,98.9,0.496,,,,0
VM-00943,Chamber_B,center,42,204.9,215.5,220.7,4.8,94.9,47.4,511,33.0,1.58,171.7,96.0,0.5071,,,,0
VM-00944,Chamber_B,center,29,198.8,202.5,224.0,4.97,105.2,48.2,519,51.7,1.96,182.0,98.3,0.5075,,,,0
VM-00945,Chamber_A,edge,8,193.0,209.2,223.1,4.75,112.6,49.4,530,75.4,1.77,178.4,98.3,0.5129,,,,0
VM-00946,Chamber_C,center,36,199.3,206.8,222.2,4.93,105.4,52.6,495,112.0,1.92,180.7,102.2,0.4712,,,,0
VM-00947,Chamber_C,edge,44,195.3,213.3,219.0,5.11,101.0,50.6,523,77.0,1.84,183.0,96.9,0.4998,,,,0
VM-00948,Chamber_A,corner,13,202.3,208.3,215.9,5.27,106.0,47.6,518,91.3,1.84,180.2,99.8,0.5049,,,,0
VM-00949,Chamber_C,center,29,198.6,207.9,223.0,5.58,101.0,52.0,457,91.4,1.76,183.1,102.3,0.4868,98.39,94.8,45.5,1
VM-00950,Chamber_C,edge,31,197.3,199.9,222.7,5.82,103.1,52.7,486,99.6,1.75,178.6,95.8,0.4698,,,,0
VM-00951,Chamber_C,corner,46,198.2,208.2,219.7,4.85,109.7,45.0,472,32.3,1.63,179.3,100.1,0.4951,,,,0
VM-00952,Chamber_C,edge,2,204.3,209.6,219.9,4.79,103.9,47.7,485,105.2,1.83,178.5,107.3,0.5128,,,,0
VM-00953,Chamber_C,edge,14,199.2,207.5,222.6,5.52,96.8,46.6,515,102.0,1.78,182.1,88.8,0.5066,98.92,93.9,48.4,1
VM-00954,Chamber_B,edge,20,200.1,209.4,213.2,5.04,97.4,48.3,474,93.3,1.78,183.4,100.0,0.5019,,,,0
VM-00955,Chamber_C,edge,1,209.7,223.3,226.8,4.43,104.7,51.6,520,84.4,1.66,171.9,104.5,0.5179,,,,0
VM-00956,Chamber_A,edge,30,201.9,210.8,215.3,4.67,104.8,46.6,488,69.4,2.25,182.6,95.9,0.508,,,,0
VM-00957,Chamber_C,center,47,208.1,212.5,220.5,5.41,96.1,45.7,498,104.9,1.51,181.0,101.4,0.5218,104.24,93.8,47.5,1
VM-00958,Chamber_C,edge,34,198.8,205.0,222.9,4.71,91.3,53.0,537,75.3,1.93,183.7,92.8,0.4918,,,,0
VM-00959,Chamber_B,center,41,196.6,205.7,211.6,5.17,101.4,49.4,469,113.0,1.43,182.2,108.3,0.4847,103.61,92.8,44.1,1
VM-00960,Chamber_C,corner,23,199.0,206.7,230.1,4.31,98.4,52.0,493,74.4,2.18,178.0,97.3,0.4775,94.52,91.2,45.9,1
VM-00961,Chamber_B,corner,2,196.5,217.3,222.4,5.15,97.0,49.8,497,34.6,2.36,181.3,96.8,0.5074,,,,0
VM-00962,Chamber_C,corner,40,202.7,213.7,215.5,4.92,103.2,46.2,529,53.7,1.79,180.1,103.8,0.5141,,,,0
VM-00963,Chamber_B,edge,42,208.9,212.3,235.1,5.01,99.3,52.6,490,43.7,1.93,182.1,93.2,0.4926,,,,0
VM-00964,Chamber_C,edge,23,190.7,211.6,217.1,5.04,103.2,51.3,509,34.6,1.85,184.4,93.1,0.5085,,,,0
VM-00965,Chamber_C,edge,46,204.7,206.1,218.3,5.59,108.6,49.4,491,65.7,3.16,172.9,93.7,0.491,94.92,94.2,55.9,1
VM-00966,Chamber_B,edge,46,204.7,212.1,223.7,4.96,105.9,49.6,530,67.4,2.03,181.7,99.9,0.52,,,,0
VM-00967,Chamber_A,center,27,197.3,206.2,224.7,5.61,91.9,50.0,512,67.7,1.58,185.7,107.1,0.5005,,,,0
VM-00968,Chamber_A,edge,40,206.5,215.8,217.9,5.04,106.5,49.7,506,49.4,2.68,177.5,99.7,0.5045,,,,0
VM-00969,Chamber_A,center,34,205.5,208.0,216.2,4.82,102.1,52.4,513,85.6,2.41,182.4,103.0,0.4885,,,,0
VM-00970,Chamber_C,edge,46,198.7,216.6,215.2,4.6,103.3,51.3,491,47.4,1.54,175.2,95.9,0.4963,,,,0
VM-00971,Chamber_B,edge,3,193.7,206.4,213.0,4.75,102.2,50.6,506,88.9,1.62,179.9,99.3,0.4974,,,,0
VM-00972,Chamber_B,center,6,196.4,213.3,215.9,5.16,97.4,46.9,518,54.1,1.32,177.0,96.4,0.4875,,,,0
VM-00973,Chamber_C,center,21,195.6,209.1,219.6,5.08,96.2,48.8,486,94.4,2.26,174.5,104.5,0.4902,,,,0
VM-00974,Chamber_A,edge,33,190.5,208.8,214.4,5.52,94.7,48.8,491,52.1,1.69,183.7,90.9,0.4999,,,,0
VM-00975,Chamber_C,center,46,195.5,198.1,218.1,4.87,97.3,44.1,500,75.9,1.5,178.9,92.7,0.4744,,,,0
VM-00976,Chamber_C,center,26,197.5,206.6,217.5,4.9,99.5,54.6,496,38.6,2.89,183.4,99.6,0.5035,,,,0
VM-00977,Chamber_C,center,9,202.9,211.7,218.5,5.05,104.6,50.3,504,88.0,2.07,187.3,100.3,0.5215,,,,0
VM-00978,Chamber_C,edge,46,195.3,207.1,216.6,4.94,102.5,52.6,498,40.5,1.91,182.1,92.7,0.4868,,,,0
VM-00979,Chamber_B,edge,11,197.2,216.9,223.8,5.17,106.3,49.5,512,84.9,1.86,182.0,99.9,0.517,,,,0
VM-00980,Chamber_C,edge,32,198.9,206.6,223.2,4.77,107.1,50.5,542,85.7,1.58,183.8,99.9,0.5054,,,,0
VM-00981,Chamber_C,edge,18,202.9,204.9,224.7,4.54,100.3,52.1,494,52.9,1.16,183.5,109.2,0.4843,96.83,93.8,42.5,1
VM-00982,Chamber_A,corner,3,201.0,204.8,230.2,4.99,99.5,54.9,500,72.3,2.16,180.8,97.6,0.4945,,,,0
VM-00983,Chamber_A,edge,35,193.3,216.2,217.9,4.9,103.9,46.7,493,91.3,1.24,177.4,97.0,0.5024,,,,0
VM-00984,Chamber_B,corner,45,202.4,208.3,212.3,4.33,96.7,52.9,529,82.3,2.02,181.6,103.5,0.509,,,,0
VM-00985,Chamber_B,corner,17,201.5,211.6,223.5,5.06,99.1,53.1,451,45.3,1.76,180.9,103.5,0.5029,,,,0
VM-00986,Chamber_C,center,39,195.1,208.5,222.6,4.98,101.5,52.8,490,40.5,1.57,181.1,98.9,0.4948,,,,0
VM-00987,Chamber_C,center,28,203.2,208.6,221.7,5.18,96.5,51.4,528,102.7,1.12,177.6,101.6,0.5054,,,,0
VM-00988,Chamber_B,center,45,202.7,202.2,223.7,5.73,91.0,48.8,501,62.2,1.52,173.9,89.1,0.4862,,,,0
VM-00989,Chamber_B,edge,41,193.5,210.6,221.0,4.94,90.2,49.9,511,35.4,1.62,182.2,92.2,0.4979,,,,0
VM-00990,Chamber_B,corner,5,200.5,212.9,223.7,4.64,99.4,51.9,508,55.2,2.03,181.2,105.2,0.4817,,,,0
VM-00991,Chamber_B,corner,24,195.1,203.9,218.5,4.8,90.9,43.7,510,30.1,3.03,183.2,92.6,0.5089,,,,0
VM-00992,Chamber_A,edge,42,192.0,212.1,222.8,5.14,107.4,49.2,516,43.3,1.78,183.5,105.2,0.4958,,,,0
VM-00993,Chamber_C,center,35,202.3,209.6,221.0,4.94,104.1,48.3,515,115.7,1.31,178.7,102.8,0.4987,101.68,94.7,47.9,1
VM-00994,Chamber_B,corner,2,204.0,205.9,213.4,5.26,94.4,51.8,531,114.4,1.26,178.0,99.0,0.5086,,,,0
VM-00995,Chamber_B,edge,26,203.6,214.7,222.9,4.37,98.9,47.1,480,76.5,1.31,179.0,101.2,0.4969,,,,0
VM-00996,Chamber_B,center,44,199.4,207.2,218.7,4.8,93.7,44.7,475,94.8,2.07,179.4,100.6,0.5084,,,,0
VM-00997,Chamber_B,center,47,204.9,218.7,220.2,5.09,102.1,54.6,510,47.9,2.56,182.3,110.4,0.4938,106.3,94.4,54.0,1
VM-00998,Chamber_A,edge,34,200.8,203.6,220.2,4.97,101.7,60.2,482,60.1,1.76,176.7,91.9,0.4905,,,,0
VM-00999,Chamber_B,center,9,198.9,202.8,226.5,4.9,91.6,46.4,500,90.6,1.88,180.3,94.6,0.5072,,,,0
VM-01000,Chamber_B,edge,7,203.4,210.2,227.2,5.34,94.8,48.0,501,46.3,1.58,179.3,91.9,0.5063,,,,0
VM-01001,Chamber_B,edge,17,195.7,203.0,229.6,5.31,99.0,56.4,524,108.0,2.34,181.7,93.0,0.498,,,,0
VM-01002,Chamber_A,edge,31,197.4,208.2,220.2,5.32,104.2,51.6,530,101.7,2.06,181.1,94.1,0.5164,,,,0
VM-01003,Chamber_B,edge,4,198.8,212.5,222.2,4.89,96.5,55.1,445,58.2,2.13,177.8,102.0,0.5067,,,,0
VM-01004,Chamber_B,edge,15,205.6,216.3,214.7,5.12,95.9,48.1,489,103.4,2.42,180.0,98.5,0.5024,,,,0
VM-01005,Chamber_A,edge,15,199.4,205.1,216.7,5.22,98.9,50.7,462,30.3,1.54,184.4,98.6,0.4856,,,,0
VM-01006,Chamber_A,center,27,190.4,213.4,216.5,5.26,94.0,51.1,500,68.4,2.58,180.0,99.0,0.5057,103.08,93.5,53.9,1
VM-01007,Chamber_B,corner,46,202.0,215.0,210.3,5.55,90.7,55.0,516,113.2,2.35,180.2,100.4,0.5136,,,,0
VM-01008,Chamber_A,center,15,203.5,201.0,222.8,4.65,104.0,50.5,507,62.6,1.96,179.2,99.0,0.5024,,,,0
VM-01009,Chamber_B,edge,32,199.3,202.4,221.0,4.8,92.3,44.6,498,100.3,1.84,182.0,99.0,0.5075,,,,0
VM-01010,Chamber_B,center,29,201.0,201.0,230.8,4.53,98.8,47.9,507,80.1,2.81,178.8,97.7,0.499,,,,0
VM-01011,Chamber_A,corner,6,199.6,216.7,217.8,5.22,101.8,53.4,510,73.8,1.38,183.2,108.5,0.5192,104.58,91.5,62.6,1
VM-01012,Chamber_C,center,28,201.1,210.6,217.9,4.8,105.2,53.2,497,66.7,1.23,177.5,91.2,0.4996,96.14,95.4,54.1,1
VM-01013,Chamber_B,center,11,194.5,212.4,221.5,4.69,92.8,53.6,491,70.8,2.2,176.3,105.4,0.5084,,,,0
VM-01014,Chamber_C,center,12,207.4,208.0,216.4,4.76,96.0,46.6,475,97.6,1.94,179.1,95.6,0.5073,,,,0
VM-01015,Chamber_B,edge,20,201.1,205.6,221.1,5.19,96.9,49.5,511,50.4,2.45,179.2,92.8,0.4907,,,,0
VM-01016,Chamber_C,edge,49,197.5,204.3,212.3,5.01,97.4,50.3,523,105.2,1.23,179.4,93.9,0.4944,,,,0
VM-01017,Chamber_C,edge,13,205.3,214.0,217.3,4.86,90.9,51.0,481,108.9,2.95,179.6,100.6,0.5089,,,,0
VM-01018,Chamber_A,edge,40,199.1,221.2,217.8,5.66,103.5,52.8,506,114.0,2.56,179.6,108.1,0.5124,,,,0
VM-01019,Chamber_C,edge,17,203.1,207.4,214.2,5.47,97.9,47.9,491,80.3,2.72,176.0,97.0,0.4903,,,,0
VM-01020,Chamber_A,center,32,205.4,207.4,212.1,5.34,96.4,47.4,529,48.3,2.13,180.4,90.6,0.4884,,,,0
VM-01021,Chamber_A,edge,26,194.7,204.8,215.3,4.12,103.2,48.7,515,94.3,1.54,184.7,101.4,0.5075,,,,0
VM-01022,Chamber_A,edge,49,203.4,207.3,219.6,5.46,100.7,52.7,470,31.9,1.74,183.2,87.6,0.4951,94.26,93.9,46.3,1
VM-01023,Chamber_A,edge,40,198.0,205.7,212.7,5.04,94.2,53.6,509,49.3,2.11,180.3,92.9,0.4928,,,,0
VM-01024,Chamber_A,corner,11,199.0,217.2,223.6,4.99,98.1,52.6,516,95.6,1.96,179.0,103.8,0.4979,,,,0
VM-01025,Chamber_A,edge,46,199.8,208.9,223.6,5.19,97.8,51.1,502,58.2,2.1,180.2,101.5,0.475,,,,0
VM-01026,Chamber_C,edge,16,195.5,206.6,220.4,4.89,100.2,59.8,467,33.9,2.04,177.2,91.8,0.4822,,,,0
VM-01027,Chamber_B,edge,37,201.7,210.3,220.9,5.55,101.7,46.6,510,49.5,2.65,181.5,104.8,0.4919,,,,0
VM-01028,Chamber_A,center,29,196.2,212.2,222.6,4.61,93.9,49.6,491,97.6,1.99,179.6,107.8,0.4841,,,,0
VM-01029,Chamber_A,center,3,195.6,208.1,221.8,5.01,92.5,55.1,515,82.3,1.91,178.8,95.1,0.4973,,,,0
VM-01030,Chamber_C,center,40,201.6,207.0,220.2,5.48,98.0,50.2,490,98.1,3.23,177.1,99.2,0.4734,,,,0
VM-01031,Chamber_C,edge,21,201.7,215.0,225.8,4.94,97.5,51.4,490,61.9,2.42,186.4,108.2,0.4991,,,,0
VM-01032,Chamber_A,center,40,197.3,212.3,225.6,5.11,116.5,51.3,522,35.5,1.71,175.6,99.1,0.4866,,,,0
VM-01033,Chamber_A,edge,8,196.1,214.1,213.2,5.32,101.1,50.1,506,87.3,1.7,176.8,100.7,0.4908,,,,0
VM-01034,Chamber_B,corner,43,197.5,212.4,213.4,5.43,96.1,48.0,474,113.7,2.13,183.9,96.2,0.4818,,,,0
VM-01035,Chamber_C,edge,33,195.0,204.3,218.8,5.25,102.5,51.6,525,49.3,2.63,181.1,99.3,0.491,95.17,92.0,38.1,1
VM-01036,Chamber_C,center,23,203.4,208.6,223.9,4.94,104.8,53.1,473,46.5,2.33,180.4,107.3,0.483,,,,0
VM-01037,Chamber_A,edge,36,201.1,204.1,218.6,4.73,95.9,47.1,531,87.0,1.81,183.2,103.4,0.5012,,,,0
VM-01038,Chamber_B,center,14,211.1,208.9,216.7,4.56,103.0,49.6,516,116.3,0.96,180.8,97.1,0.5051,,,,0
VM-01039,Chamber_C,center,27,194.0,213.0,231.3,4.83,104.0,54.0,495,113.6,1.75,181.7,108.6,0.5014,,,,0
VM-01040,Chamber_A,center,38,200.9,220.7,227.5,4.69,95.3,53.1,475,45.0,2.14,182.9,101.9,0.5081,106.42,94.2,63.8,1
