inspectie_id,product_type,productielijn,lijnsnelheid_per_min,oppervlakte_px,omtrek_px,circulariteit,aspectverhouding,compactheid,gem_intensiteit,std_intensiteit,kleuruniformiteit,contrast,correlatie,energie,homogeniteit,randdichtheid,ruwheid,aantal_contouren,confidence_score,defect_type,goedgekeurd
VIS-001350,tablet,Lijn_3,157,7765,319.7,0.939,0.988,0.764,173.4,13.7,0.899,3.12,0.752,0.28,0.748,0.15,0.0529,2,0.87,geen,1
VIS-001351,vial,Lijn_2,298,13757,440.2,0.909,1.013,0.862,180.8,10.9,0.91,34.35,0.887,0.256,0.818,0.148,0.0396,2,0.915,geen,1
VIS-001352,tablet,Lijn_2,295,7895,330.8,0.905,1.039,0.875,139.7,20.6,0.824,2.11,0.946,0.375,0.85,0.131,0.0378,1,0.553,verkleuring,0
VIS-001353,tablet,Lijn_1,203,8133,331.5,0.899,1.063,0.807,168.5,12.9,0.889,2.59,0.935,0.266,0.78,0.11,0.0408,0,0.637,geen,1
VIS-001354,vial,Lijn_1,203,15101,425.6,1.056,1.091,0.927,204.1,16.9,0.886,10.8,0.823,0.279,0.835,0.145,0.0456,1,0.951,geen,1
VIS-001355,tablet,Lijn_1,201,8666,353.4,0.868,0.997,0.884,149.8,10.8,0.947,6.72,0.828,0.237,0.808,0.181,0.0613,7,0.728,geen,1
VIS-001356,vial,Lijn_2,291,14898,449.2,0.911,0.98,0.872,175.4,9.8,0.94,4.35,0.859,0.188,0.815,0.175,0.0421,1,0.966,geen,1
VIS-001357,capsule,Lijn_1,191,6171,294.8,0.855,0.999,0.845,166.4,11.4,0.907,3.85,0.899,0.282,0.801,0.16,0.0323,3,0.752,geen,1
VIS-001358,tablet,Lijn_3,152,7840,314.0,0.96,0.975,0.815,188.8,16.0,0.879,2.46,0.806,0.324,0.757,0.15,0.0482,3,0.748,geen,1
VIS-001359,capsule,Lijn_3,153,6172,297.8,0.897,0.962,0.85,163.0,10.5,0.874,15.02,0.832,0.338,0.802,0.105,0.0442,4,0.804,geen,1
VIS-001360,vial,Lijn_3,156,14560,452.9,0.905,1.032,0.852,202.4,8.9,0.915,6.38,0.899,0.322,0.746,0.181,0.0498,1,0.831,geen,1
VIS-001361,capsule,Lijn_2,298,6370,296.1,0.926,1.031,0.873,171.0,13.4,0.965,15.37,0.844,0.173,0.806,0.148,0.0408,2,0.965,geen,1
VIS-001362,tablet,Lijn_3,158,8273,310.3,1.082,1.011,0.872,173.9,16.6,0.947,10.65,0.838,0.258,0.756,0.148,0.0387,3,0.95,geen,1
VIS-001363,tablet,Lijn_2,292,7963,313.3,1.028,1.039,0.898,173.1,11.8,0.915,22.6,0.868,0.279,0.784,0.121,0.0632,5,0.963,geen,1
VIS-001364,capsule,Lijn_3,140,6403,303.8,0.862,0.97,0.823,195.7,10.1,0.919,10.25,0.844,0.242,0.782,0.13,0.0346,1,0.905,geen,1
VIS-001365,vial,Lijn_1,190,14070,441.3,0.972,0.986,0.816,173.7,5.3,0.888,6.45,0.855,0.319,0.798,0.175,0.0393,6,0.421,vulniveau,0
VIS-001366,capsule,Lijn_1,194,5697,266.6,1.016,1.017,0.814,184.1,6.6,0.888,2.41,0.938,0.269,0.725,0.211,0.057,3,0.817,geen,1
VIS-001367,vial,Lijn_1,209,15236,459.2,0.967,1.042,0.855,183.4,12.2,0.893,15.15,0.791,0.339,0.753,0.128,0.0475,1,0.968,geen,1
VIS-001368,tablet,Lijn_1,203,7400,315.9,0.946,0.984,0.875,173.6,7.1,0.928,3.33,0.912,0.4,0.823,0.144,0.0758,5,0.716,geen,1
VIS-001369,vial,Lijn_2,307,14978,455.7,0.878,0.988,0.822,181.4,11.7,0.953,10.06,0.879,0.317,0.897,0.144,0.0497,2,0.938,geen,1
VIS-001370,capsule,Lijn_1,206,5777,286.9,0.924,0.926,0.87,181.8,12.6,0.949,22.19,0.88,0.317,0.808,0.178,0.0276,0,0.799,geen,1
VIS-001371,vial,Lijn_2,297,14452,430.3,0.948,0.98,0.832,184.0,5.2,0.917,6.4,0.883,0.312,0.793,0.155,0.0639,3,0.639,geen,1
VIS-001372,vial,Lijn_3,151,15379,439.5,0.998,0.953,0.818,165.1,6.9,0.923,12.72,0.814,0.293,0.822,0.165,0.0486,4,0.841,geen,1
VIS-001373,vial,Lijn_1,197,14828,462.4,0.866,0.987,0.807,169.3,11.5,0.935,5.25,0.828,0.246,0.786,0.114,0.0469,2,0.904,geen,1
VIS-001374,capsule,Lijn_2,298,5370,263.0,0.998,1.007,0.853,218.1,8.1,0.898,12.0,0.976,0.299,0.846,0.157,0.0466,3,0.825,geen,1
VIS-001375,vial,Lijn_1,208,16068,454.4,0.976,1.003,0.918,182.0,14.4,0.94,16.73,0.932,0.335,0.697,0.23,0.04,1,0.51,kras,0
VIS-001376,vial,Lijn_3,144,14861,429.5,0.986,0.993,0.833,201.8,13.8,0.943,18.17,0.861,0.239,0.78,0.145,0.0546,4,0.601,geen,1
VIS-001377,tablet,Lijn_3,143,8406,341.8,0.917,0.97,0.873,192.7,13.6,0.941,2.18,0.852,0.224,0.903,0.114,0.0381,4,0.96,geen,1
VIS-001378,vial,Lijn_1,206,14570,429.2,1.007,1.02,0.863,192.2,25.1,0.935,17.3,1.001,0.344,0.786,0.127,0.0605,3,0.471,deeltje,0
VIS-001379,capsule,Lijn_3,150,5788,286.3,0.886,0.979,0.865,176.9,8.5,0.863,3.81,0.84,0.359,0.826,0.118,0.0427,1,0.797,geen,1
VIS-001380,capsule,Lijn_3,156,5382,268.5,0.939,1.015,0.796,155.9,14.6,0.988,10.55,0.815,0.405,0.801,0.133,0.0443,1,0.866,geen,1
VIS-001381,vial,Lijn_2,297,15045,444.9,0.975,0.947,0.809,173.5,12.0,0.937,2.32,0.851,0.336,0.817,0.179,0.0388,5,0.753,geen,1
VIS-001382,tablet,Lijn_3,159,7904,317.7,0.991,0.994,0.825,196.3,9.0,0.933,4.68,0.864,0.233,0.829,0.146,0.0342,0,0.644,geen,1
VIS-001383,tablet,Lijn_1,204,8017,331.0,0.915,0.951,0.812,175.7,5.4,0.959,9.2,0.91,0.314,0.835,0.167,0.0507,2,0.897,geen,1
VIS-001384,vial,Lijn_1,199,14779,447.1,0.928,0.959,0.854,196.4,13.4,0.901,9.0,0.928,0.316,0.778,0.157,0.0511,1,0.805,geen,1
VIS-001385,vial,Lijn_3,151,15469,464.0,0.892,0.988,0.846,163.0,11.2,0.952,5.59,0.933,0.292,0.838,0.138,0.0452,3,0.749,geen,1
VIS-001386,capsule,Lijn_2,302,5725,287.2,0.845,1.044,0.841,172.5,12.6,0.894,3.21,0.809,0.311,0.794,0.141,0.0401,3,0.671,geen,1
VIS-001387,vial,Lijn_3,154,14876,414.7,1.083,0.955,0.86,197.2,9.6,0.908,8.31,0.826,0.321,0.879,0.112,0.0531,1,0.699,geen,1
VIS-001388,capsule,Lijn_1,190,6009,274.8,1.022,0.974,0.848,157.5,15.5,0.924,3.14,0.826,0.225,0.778,0.159,0.0387,0,0.967,geen,1
VIS-001389,vial,Lijn_3,157,14805,430.0,0.987,1.05,0.895,169.9,8.0,0.932,7.15,0.765,0.265,0.845,0.204,0.0546,4,0.847,geen,1
VIS-001390,tablet,Lijn_1,208,7537,322.8,0.898,1.031,0.838,146.1,11.2,0.965,3.51,0.832,0.261,0.798,0.282,0.0804,9,0.284,barst,0
VIS-001391,tablet,Lijn_1,197,7689,321.2,0.962,1.007,0.808,170.9,9.9,0.913,11.73,0.795,0.354,0.825,0.165,0.0686,2,0.924,geen,1
VIS-001392,vial,Lijn_3,145,14799,442.0,0.992,0.953,0.812,153.1,12.3,0.953,4.78,0.777,0.31,0.86,0.177,0.0433,2,0.924,geen,1
VIS-001393,vial,Lijn_3,152,13475,413.8,1.067,1.005,0.808,162.6,12.6,0.926,7.91,0.796,0.221,0.732,0.145,0.0525,1,0.28,vulniveau,0
VIS-001394,capsule,Lijn_3,146,6189,289.8,0.935,1.075,0.816,172.8,6.0,0.953,14.23,0.884,0.249,0.798,0.153,0.0408,4,0.759,geen,1
VIS-001395,tablet,Lijn_2,300,7842,314.0,0.982,1.01,0.869,167.7,14.7,0.921,3.51,0.833,0.341,0.791,0.119,0.0608,4,0.871,geen,1
VIS-001396,capsule,Lijn_3,157,6219,271.7,1.09,1.025,0.877,179.2,14.7,0.914,4.19,0.783,0.312,0.883,0.146,0.0597,2,0.787,geen,1
VIS-001397,capsule,Lijn_2,297,5677,260.0,1.035,1.017,0.859,172.4,12.7,0.908,4.11,0.879,0.365,0.806,0.11,0.045,5,0.712,geen,1
VIS-001398,tablet,Lijn_3,159,8220,343.9,0.889,1.02,0.846,176.1,8.5,0.924,10.06,0.901,0.241,0.783,0.137,0.0321,2,0.652,geen,1
VIS-001399,capsule,Lijn_2,293,5922,272.1,1.015,1.011,0.899,185.1,12.4,0.911,3.96,0.857,0.264,0.746,0.104,0.0422,1,0.766,geen,1
VIS-001400,vial,Lijn_3,144,15037,434.2,0.984,1.043,0.857,173.0,15.8,0.893,15.73,0.811,0.24,0.876,0.169,0.0423,4,0.233,deeltje,0
VIS-001401,tablet,Lijn_2,302,8001,306.9,1.029,1.008,0.825,190.8,17.3,0.97,2.02,0.82,0.425,0.863,0.131,0.0382,0,0.715,geen,1
VIS-001402,vial,Lijn_2,296,15353,423.3,1.077,1.05,0.821,160.6,11.2,0.961,3.72,0.894,0.336,0.829,0.176,0.0399,2,0.845,geen,1
VIS-001403,vial,Lijn_2,297,14950,462.5,0.879,0.959,0.843,186.9,12.8,0.945,3.53,0.855,0.3,0.883,0.177,0.0513,2,0.586,geen,1
VIS-001404,vial,Lijn_3,145,15476,447.3,0.963,1.002,0.842,176.2,17.9,0.796,3.21,0.8,0.252,0.721,0.178,0.0463,2,0.657,verkleuring,0
VIS-001405,capsule,Lijn_1,196,5893,265.5,1.074,0.979,0.837,169.3,15.5,0.914,3.19,0.854,0.252,0.799,0.114,0.049,3,0.548,geen,1
VIS-001406,tablet,Lijn_1,196,7559,304.1,1.023,0.945,0.859,184.0,13.7,0.891,13.12,0.779,0.417,0.842,0.199,0.0487,1,0.919,geen,1
VIS-001407,tablet,Lijn_3,147,8193,315.6,1.05,0.953,0.855,195.2,7.5,0.91,6.6,0.876,0.34,0.804,0.162,0.0562,0,0.728,geen,1
VIS-001408,vial,Lijn_2,291,15355,423.1,1.081,1.005,0.846,157.8,14.9,0.972,14.13,0.792,0.282,0.815,0.164,0.0513,1,0.77,geen,1
VIS-001409,capsule,Lijn_1,195,6503,294.6,0.926,0.984,0.812,166.0,15.7,0.925,10.46,0.793,0.364,0.791,0.187,0.0372,1,0.73,geen,1
VIS-001410,tablet,Lijn_1,209,8053,324.4,0.988,0.938,0.866,162.4,11.1,0.95,15.37,0.841,0.271,0.841,0.121,0.037,5,0.938,geen,1
VIS-001411,capsule,Lijn_2,295,6557,286.4,1.031,0.971,0.826,158.7,10.4,0.88,3.84,0.787,0.287,0.817,0.135,0.043,0,0.777,geen,1
VIS-001412,tablet,Lijn_1,199,7693,324.6,0.918,0.974,0.85,186.8,7.2,0.921,2.0,0.859,0.366,0.8,0.176,0.0296,2,0.841,geen,1
VIS-001413,tablet,Lijn_1,199,7967,316.6,0.975,0.982,0.837,187.0,11.0,0.91,6.48,0.851,0.34,0.836,0.127,0.0396,1,0.802,geen,1
VIS-001414,tablet,Lijn_3,149,8156,320.6,0.995,1.042,0.832,157.1,12.8,0.976,4.98,0.873,0.326,0.763,0.153,0.0376,0,0.582,geen,1
VIS-001415,tablet,Lijn_3,143,7742,308.8,1.02,0.995,0.876,205.4,13.7,0.9,9.86,0.788,0.22,0.803,0.153,0.0311,2,0.653,geen,1
VIS-001416,vial,Lijn_3,158,15153,465.2,0.88,1.034,0.838,175.5,22.5,0.934,7.27,0.846,0.262,0.863,0.102,0.0671,5,0.583,deeltje,0
VIS-001417,tablet,Lijn_2,298,8189,317.5,1.032,1.028,0.863,196.8,10.9,0.873,3.86,0.879,0.272,0.758,0.101,0.051,3,0.867,geen,1
VIS-001418,capsule,Lijn_2,292,6501,284.7,0.995,1.003,0.906,168.6,13.8,0.902,15.29,0.928,0.33,0.674,0.294,0.0454,1,0.28,kras,0
VIS-001419,vial,Lijn_3,142,15018,459.7,0.872,0.922,0.823,174.5,15.8,0.864,6.12,0.791,0.387,0.786,0.159,0.062,3,0.902,geen,1
VIS-001420,vial,Lijn_3,140,15531,447.6,0.954,0.944,0.863,175.5,17.5,0.908,3.93,0.93,0.324,0.829,0.166,0.0421,2,0.659,geen,1
VIS-001421,vial,Lijn_3,145,14460,435.1,0.967,1.053,0.839,187.5,14.8,0.963,6.91,0.852,0.267,0.798,0.103,0.0286,4,0.516,geen,1
VIS-001422,tablet,Lijn_1,194,8054,313.1,1.027,1.021,0.845,169.0,8.1,0.945,24.37,0.793,0.395,0.841,0.161,0.0467,2,0.707,geen,1
VIS-001423,vial,Lijn_3,145,15368,423.3,1.105,1.017,0.836,185.4,12.3,0.939,5.15,0.847,0.317,0.844,0.159,0.0626,2,0.927,geen,1
VIS-001424,vial,Lijn_3,144,15400,436.0,1.02,1.041,0.901,172.0,9.0,0.937,6.9,0.78,0.318,0.781,0.16,0.0735,3,0.816,geen,1
VIS-001425,vial,Lijn_3,150,15234,436.0,0.997,1.02,0.821,179.2,7.3,0.942,3.1,0.763,0.294,0.827,0.113,0.0529,3,0.775,geen,1
VIS-001426,capsule,Lijn_1,200,6146,281.7,0.965,1.037,0.91,207.0,12.3,0.86,2.04,0.866,0.24,0.764,0.142,0.0407,1,0.933,geen,1
VIS-001427,capsule,Lijn_3,143,5863,276.4,0.969,1.008,0.804,175.1,14.5,0.905,4.89,0.841,0.354,0.803,0.157,0.0238,4,0.969,geen,1
VIS-001428,vial,Lijn_2,291,15397,457.1,0.932,0.992,0.877,182.6,11.4,0.926,9.75,0.806,0.356,0.817,0.148,0.0369,3,0.801,geen,1
VIS-001429,vial,Lijn_2,304,14836,457.7,0.945,1.006,0.883,175.2,14.5,0.931,8.39,0.846,0.34,0.777,0.152,0.0406,4,0.662,geen,1
VIS-001430,vial,Lijn_2,304,16441,478.9,0.923,1.025,0.779,200.5,9.8,0.903,4.32,0.772,0.316,0.78,0.164,0.0567,2,0.845,geen,1
VIS-001431,tablet,Lijn_2,294,7690,330.7,0.883,1.051,0.871,188.9,7.9,0.832,6.52,0.901,0.31,0.758,0.131,0.0522,2,0.78,geen,1
VIS-001432,tablet,Lijn_1,205,7441,319.3,0.917,1.041,0.917,185.8,21.2,0.933,6.57,0.836,0.233,0.802,0.187,0.0616,1,0.854,geen,1
VIS-001433,tablet,Lijn_1,197,8130,334.3,0.919,1.014,0.832,189.9,9.6,0.927,4.73,0.792,0.32,0.659,0.133,0.0303,3,0.796,geen,1
VIS-001434,vial,Lijn_3,159,13972,465.3,0.872,1.005,0.869,166.7,13.4,0.937,4.51,0.912,0.223,0.86,0.167,0.0426,3,0.316,vulniveau,0
VIS-001435,tablet,Lijn_1,197,7760,330.8,0.934,0.972,0.842,215.8,11.5,0.904,16.67,0.936,0.436,0.799,0.113,0.0261,1,0.928,geen,1
VIS-001436,vial,Lijn_2,290,14532,435.5,0.962,0.943,0.882,187.0,14.1,0.934,5.0,0.789,0.301,0.832,0.183,0.0711,3,0.796,geen,1
VIS-001437,vial,Lijn_2,309,14846,442.5,0.94,0.963,0.848,176.0,11.5,0.98,6.77,0.931,0.251,0.841,0.19,0.0614,2,0.876,geen,1
VIS-001438,capsule,Lijn_2,309,5807,283.4,0.925,0.956,0.802,186.9,14.1,0.913,9.78,0.791,0.239,0.768,0.14,0.0418,3,0.413,geen,1
VIS-001439,vial,Lijn_1,198,14616,458.5,0.858,1.033,0.787,196.2,13.1,0.935,5.87,0.951,0.325,0.818,0.147,0.0385,0,0.859,geen,1
VIS-001440,capsule,Lijn_2,292,6076,266.8,1.072,1.025,0.863,178.2,10.7,0.919,9.25,0.848,0.318,0.819,0.15,0.0597,0,0.671,geen,1
VIS-001441,tablet,Lijn_2,306,8083,339.2,0.88,1.009,0.847,181.8,11.5,0.951,10.13,0.862,0.381,0.724,0.17,0.0551,4,0.741,geen,1
VIS-001442,capsule,Lijn_3,145,6110,280.6,0.984,1.034,0.87,143.1,13.4,0.954,4.7,0.823,0.249,0.751,0.164,0.0588,2,0.826,geen,1
VIS-001443,capsule,Lijn_2,293,6004,269.5,1.045,0.956,0.841,173.7,9.1,0.939,3.4,0.871,0.269,0.754,0.112,0.0538,1,0.831,geen,1
VIS-001444,vial,Lijn_2,308,14642,456.0,0.886,1.028,0.852,188.6,13.6,0.961,2.74,0.819,0.239,0.779,0.118,0.0429,1,0.834,geen,1
VIS-001445,vial,Lijn_2,295,15233,435.7,0.976,0.957,0.811,159.3,13.8,0.936,18.78,0.78,0.259,0.795,0.157,0.0603,2,0.526,geen,1
VIS-001446,capsule,Lijn_2,302,5988,281.2,0.942,1.049,0.884,185.6,21.4,0.883,14.6,0.803,0.224,0.726,0.175,0.0554,6,0.308,deeltje,0
VIS-001447,vial,Lijn_2,307,14876,436.9,1.025,0.976,0.921,178.1,11.8,0.919,4.95,0.838,0.258,0.817,0.128,0.0536,3,0.71,geen,1
VIS-001448,vial,Lijn_2,290,15301,426.2,1.052,1.0,0.873,191.1,8.6,0.932,6.49,0.862,0.342,0.762,0.169,0.0425,0,0.974,geen,1
VIS-001449,tablet,Lijn_2,302,7801,325.6,0.927,0.997,0.835,191.2,9.8,0.95,2.64,0.851,0.354,0.765,0.159,0.035,2,0.587,geen,1
VIS-001450,vial,Lijn_3,157,14754,451.4,0.933,1.038,0.909,150.6,8.3,0.919,3.19,0.847,0.404,0.797,0.146,0.0454,1,0.659,geen,1
VIS-001451,vial,Lijn_1,203,15778,472.6,0.774,1.093,0.797,161.3,18.0,0.858,33.01,0.907,0.203,0.765,0.119,0.0454,0,0.382,vormafwijking,0
VIS-001452,vial,Lijn_3,144,14997,448.9,0.941,1.056,0.852,178.2,11.9,0.977,3.04,0.905,0.325,0.803,0.163,0.0612,1,0.866,geen,1
VIS-001453,tablet,Lijn_2,304,7971,328.5,0.91,0.963,0.846,208.4,8.5,0.905,3.71,0.839,0.28,0.742,0.136,0.049,2,0.819,geen,1
VIS-001454,tablet,Lijn_2,295,8015,316.7,1.015,1.008,0.818,202.4,15.1,0.942,2.09,0.866,0.28,0.817,0.221,0.0682,2,0.983,geen,1
VIS-001455,vial,Lijn_2,300,15662,469.7,0.882,0.974,0.789,184.4,12.2,0.875,19.51,0.905,0.312,0.77,0.14,0.0557,3,0.845,geen,1
VIS-001456,capsule,Lijn_2,300,5931,270.8,1.02,1.066,0.901,163.4,17.2,0.952,9.17,0.908,0.308,0.843,0.125,0.0484,3,0.738,geen,1
VIS-001457,vial,Lijn_2,308,15078,455.0,0.927,1.052,0.852,176.5,9.1,0.932,15.26,0.91,0.34,0.801,0.151,0.0449,3,0.816,geen,1
VIS-001458,vial,Lijn_2,291,14982,421.8,1.049,1.011,0.848,173.9,15.4,0.946,5.11,0.881,0.343,0.822,0.146,0.0458,2,0.532,geen,1
VIS-001459,tablet,Lijn_2,301,8146,334.8,0.942,0.965,0.859,196.0,10.1,0.856,21.25,0.872,0.342,0.718,0.203,0.0346,0,0.267,kras,0
VIS-001460,capsule,Lijn_2,290,6449,281.2,1.025,0.936,0.799,195.3,13.0,0.949,11.39,0.878,0.237,0.773,0.139,0.0403,0,0.719,geen,1
VIS-001461,capsule,Lijn_1,209,6111,279.5,0.993,1.01,0.854,146.4,6.0,0.949,4.22,0.867,0.368,0.73,0.141,0.0586,0,0.782,geen,1
VIS-001462,tablet,Lijn_2,304,8311,336.2,0.908,1.031,0.867,167.7,16.4,0.901,9.43,0.863,0.25,0.831,0.159,0.0517,1,0.899,geen,1
VIS-001463,tablet,Lijn_2,292,7987,331.6,0.92,0.964,0.825,196.1,11.6,0.899,7.52,0.894,0.351,0.778,0.197,0.0459,4,0.662,geen,1
VIS-001464,vial,Lijn_3,148,15519,442.8,1.011,1.001,0.861,163.6,9.0,0.909,18.4,0.939,0.266,0.728,0.224,0.0521,4,0.416,kras,0
VIS-001465,tablet,Lijn_1,190,8006,337.9,0.81,1.007,0.843,192.4,14.4,0.885,11.27,0.9,0.315,0.81,0.266,0.0896,7,0.205,barst,0
VIS-001466,vial,Lijn_1,206,14374,442.6,0.907,1.041,0.878,173.9,13.2,0.958,4.87,0.799,0.259,0.814,0.147,0.0453,3,0.884,geen,1
VIS-001467,tablet,Lijn_2,300,8059,319.4,0.974,1.002,0.876,180.9,11.3,0.908,5.89,0.845,0.32,0.85,0.128,0.0517,0,0.6,geen,1
VIS-001468,capsule,Lijn_1,190,5896,280.0,0.958,0.956,0.922,188.5,7.2,0.942,22.29,0.939,0.276,0.855,0.133,0.0649,0,0.941,geen,1
VIS-001469,vial,Lijn_1,191,14394,423.6,1.039,0.981,0.88,180.7,11.3,0.848,3.43,0.884,0.322,0.817,0.131,0.0457,3,0.771,geen,1
VIS-001470,capsule,Lijn_3,151,5643,281.9,0.859,1.003,0.878,160.6,1.4,0.906,2.95,0.808,0.403,0.856,0.121,0.0452,3,0.835,geen,1
VIS-001471,tablet,Lijn_2,295,7463,301.1,1.034,0.951,0.837,171.0,11.0,0.922,3.49,0.849,0.261,0.779,0.172,0.0532,1,0.899,geen,1
VIS-001472,vial,Lijn_3,146,14288,431.8,0.977,1.018,0.844,196.0,17.1,0.862,12.42,0.935,0.269,0.79,0.162,0.0518,3,0.938,geen,1
VIS-001473,tablet,Lijn_2,309,8192,323.4,1.021,0.994,0.811,174.9,9.9,0.887,2.07,0.907,0.344,0.802,0.181,0.0575,1,0.804,geen,1
VIS-001474,capsule,Lijn_2,306,5544,257.7,1.034,1.03,0.888,173.8,10.2,0.95,4.11,0.83,0.255,0.77,0.178,0.0668,2,0.495,geen,1
VIS-001475,vial,Lijn_2,297,15552,468.6,0.877,1.041,0.864,179.7,12.7,0.864,9.91,1.004,0.307,0.821,0.142,0.0389,4,0.948,geen,1
VIS-001476,tablet,Lijn_1,191,7736,325.6,0.948,1.029,0.833,187.9,12.4,0.915,4.05,0.856,0.34,0.83,0.165,0.0396,0,0.8,geen,1
VIS-001477,vial,Lijn_1,192,14816,427.0,1.024,1.001,0.875,180.1,10.6,0.895,4.02,0.929,0.284,0.698,0.142,0.0638,0,0.565,geen,1
VIS-001478,tablet,Lijn_3,149,7911,305.2,1.022,1.015,0.834,175.1,17.3,0.969,5.26,0.889,0.326,0.805,0.356,0.0955,6,0.482,barst,0
VIS-001479,tablet,Lijn_2,307,7955,315.5,1.05,1.009,0.841,175.5,11.1,0.924,6.32,0.768,0.345,0.792,0.195,0.03,3,0.866,geen,1
VIS-001480,vial,Lijn_1,204,14608,450.4,0.906,1.003,0.865,176.4,7.6,0.877,3.13,0.903,0.287,0.895,0.104,0.0369,1,0.733,geen,1
VIS-001481,vial,Lijn_1,198,14949,448.4,0.926,1.034,0.813,170.6,16.3,0.923,6.58,0.861,0.295,0.74,0.137,0.0576,1,0.83,geen,1
VIS-001482,vial,Lijn_3,159,15097,424.4,1.037,0.982,0.807,185.0,12.3,0.961,3.65,0.793,0.287,0.766,0.158,0.0659,1,0.936,geen,1
VIS-001483,tablet,Lijn_2,291,7920,333.5,0.915,0.974,0.825,187.9,13.0,0.939,11.24,0.91,0.418,0.784,0.117,0.0504,1,0.694,geen,1
VIS-001484,tablet,Lijn_3,140,7915,324.4,0.968,0.981,0.887,182.7,10.8,0.924,5.39,0.881,0.3,0.832,0.147,0.0516,2,0.983,geen,1
VIS-001485,vial,Lijn_1,196,14240,450.5,0.911,0.969,0.83,161.1,13.3,0.905,3.58,0.845,0.345,0.735,0.179,0.0403,2,0.665,geen,1
VIS-001486,vial,Lijn_3,144,15063,421.8,1.052,0.977,0.826,184.5,14.4,0.934,2.61,0.863,0.211,0.752,0.201,0.0611,2,0.838,geen,1
VIS-001487,tablet,Lijn_1,200,8224,317.7,1.022,0.952,0.869,160.9,20.8,0.914,15.27,0.878,0.296,0.818,0.146,0.0454,3,0.32,deeltje,0
VIS-001488,vial,Lijn_2,303,15646,455.8,0.935,1.018,0.856,161.5,8.3,0.925,6.61,0.845,0.349,0.838,0.192,0.0576,0,0.813,geen,1
VIS-001489,capsule,Lijn_2,293,6190,269.3,1.048,0.962,0.821,184.7,14.2,0.93,10.24,0.857,0.216,0.745,0.138,0.0403,2,0.81,geen,1
VIS-001490,vial,Lijn_3,150,14884,440.0,0.95,0.999,0.845,177.8,10.5,0.971,11.16,0.86,0.298,0.795,0.122,0.0276,2,0.654,geen,1
VIS-001491,vial,Lijn_3,151,15468,447.9,0.977,0.983,0.873,147.5,18.3,0.756,3.97,0.789,0.299,0.774,0.14,0.0463,2,0.663,verkleuring,0
VIS-001492,tablet,Lijn_3,144,7685,323.2,0.914,1.028,0.877,182.2,11.5,0.948,10.44,0.834,0.306,0.788,0.164,0.0475,0,0.811,geen,1
VIS-001493,vial,Lijn_3,150,14961,425.6,1.011,0.979,0.826,166.7,11.8,0.897,11.74,0.836,0.297,0.821,0.181,0.0706,2,0.739,geen,1
VIS-001494,capsule,Lijn_1,191,6146,275.5,1.019,0.935,0.842,169.9,15.1,0.918,6.25,0.819,0.35,0.795,0.178,0.0473,2,0.982,geen,1
VIS-001495,tablet,Lijn_2,300,7851,308.9,1.015,1.026,0.869,200.2,14.1,0.937,2.86,0.852,0.31,0.772,0.183,0.0508,2,0.894,geen,1
VIS-001496,tablet,Lijn_3,148,8221,308.6,1.057,0.99,0.838,173.6,15.6,0.945,7.16,0.791,0.273,0.756,0.073,0.0622,2,0.836,geen,1
VIS-001497,tablet,Lijn_3,140,7716,319.3,0.956,1.028,0.841,193.3,8.9,0.981,3.42,0.768,0.35,0.807,0.167,0.0545,3,0.913,geen,1
VIS-001498,tablet,Lijn_2,308,7566,317.8,0.927,0.967,0.885,179.8,14.5,0.903,3.38,0.833,0.307,0.906,0.144,0.0309,5,0.883,geen,1
VIS-001499,vial,Lijn_2,307,15020,462.4,0.882,1.032,0.871,179.6,7.1,0.934,6.4,0.797,0.357,0.771,0.145,0.0489,4,0.968,geen,1
VIS-001500,capsule,Lijn_2,298,5878,273.4,1.015,1.012,0.824,189.4,11.3,0.931,2.65,0.854,0.271,0.798,0.18,0.0631,1,0.893,geen,1
VIS-001501,tablet,Lijn_2,303,8613,349.3,0.903,1.005,0.89,178.2,14.5,0.958,3.35,0.889,0.357,0.894,0.147,0.0557,4,0.623,geen,1
VIS-001502,tablet,Lijn_3,146,8608,327.2,1.024,1.021,0.873,210.2,12.3,0.923,3.33,0.877,0.283,0.763,0.144,0.0614,2,0.906,geen,1
VIS-001503,capsule,Lijn_2,304,5825,277.4,0.957,0.997,0.869,190.3,5.4,0.878,4.82,0.911,0.293,0.713,0.155,0.0547,2,0.872,geen,1
VIS-001504,vial,Lijn_2,296,15532,453.0,0.937,1.047,0.853,166.6,12.6,0.926,5.2,0.805,0.309,0.772,0.222,0.0321,2,0.812,geen,1
VIS-001505,tablet,Lijn_1,199,8151,341.6,0.901,0.988,0.872,189.8,11.9,0.908,3.17,0.897,0.185,0.84,0.175,0.0551,3,0.985,geen,1
VIS-001506,tablet,Lijn_2,295,8217,319.7,1.008,1.019,0.88,167.2,12.6,0.956,8.77,0.947,0.245,0.81,0.162,0.0506,0,0.649,geen,1
VIS-001507,capsule,Lijn_3,148,5918,262.3,1.053,0.99,0.822,169.5,12.5,0.907,3.8,0.909,0.322,0.786,0.132,0.0526,2,0.752,geen,1
VIS-001508,vial,Lijn_1,195,14711,429.6,0.993,1.02,0.81,175.0,10.8,0.968,10.39,0.895,0.345,0.804,0.135,0.0481,2,0.446,geen,1
