sample_id,temperatuur_C,druk_bar,debiet_Lh,pH,conductiviteit_mScm,viscositeit_mPas,turbiditeit_NTU,opgeloste_O2_mgL,kwaliteitsscore,is_anomalie,regime,is_gelabeld,model_voorspelling,model_onzekerheid,informativiteit
AL-01653,187.9,10.89,93.8,9.4,2.53,105.9,58.7,7.6,90.0,0,3,0,96.0,4.36,5.67
AL-01654,286.9,17.17,55.7,5.4,6.92,17.1,79.6,3.7,93.6,0,0,0,92.8,12.06,16.55
AL-01655,198.6,3.98,67.7,6.3,6.13,419.1,12.0,1.7,77.7,0,3,0,82.2,6.3,6.64
AL-01656,264.3,15.54,52.6,5.3,6.94,4.5,2.3,6.8,97.8,0,0,0,96.5,9.72,14.14
AL-01657,233.4,10.25,91.3,6.5,1.95,804.6,12.2,14.1,97.4,0,0,0,96.5,7.88,11.42
AL-01658,207.7,5.26,87.0,8.2,1.92,319.0,95.9,4.3,66.1,1,3,0,60.4,12.06,14.21
AL-01659,250.6,15.27,30.4,7.1,9.08,484.1,44.9,9.0,92.6,0,0,0,84.1,8.66,11.71
AL-01660,269.3,7.31,11.8,8.5,3.59,27.1,64.6,13.4,87.5,0,3,0,83.8,10.22,12.76
AL-01661,192.9,8.43,11.0,8.6,5.23,212.0,79.6,15.0,90.8,0,3,0,91.4,4.49,5.91
AL-01662,285.0,2.3,49.5,8.5,5.3,377.0,32.5,14.1,87.4,0,3,0,82.7,10.91,13.61
AL-01663,267.3,7.3,75.1,4.5,5.2,930.4,57.9,13.0,58.1,0,2,0,64.9,9.51,12.72
AL-01664,114.2,17.7,20.1,7.6,2.72,549.4,11.1,1.9,84.0,0,1,0,84.1,8.71,10.29
AL-01665,216.7,8.13,35.9,8.6,3.36,191.7,30.1,1.3,83.9,0,3,0,89.5,5.95,7.01
AL-01666,270.1,18.81,17.1,9.5,2.53,20.4,23.4,1.4,93.6,0,0,0,97.3,12.95,17.78
AL-01667,239.0,18.85,80.1,5.4,6.15,195.8,71.7,14.4,91.6,0,0,0,94.5,9.57,12.75
AL-01668,214.3,8.6,71.7,7.2,4.86,315.5,46.5,9.9,88.0,0,3,0,79.6,8.08,10.17
AL-01669,112.6,15.79,48.0,4.6,3.36,936.9,39.7,0.5,68.8,0,2,0,72.3,9.65,10.84
AL-01670,192.0,12.87,34.3,10.0,1.43,328.7,64.0,11.0,83.4,0,3,0,72.8,9.74,11.37
AL-01671,233.4,18.38,61.3,9.8,3.87,778.7,20.2,8.9,92.0,0,0,0,86.8,9.1,12.19
AL-01672,149.7,13.87,36.3,9.0,7.39,619.7,21.0,14.3,76.1,0,1,0,83.5,5.79,5.92
AL-01673,140.2,1.39,73.5,8.8,9.53,884.1,89.1,8.7,78.5,0,1,0,81.0,8.0,8.55
AL-01674,203.3,13.77,50.3,6.1,9.19,855.1,80.1,3.6,96.5,0,0,0,92.7,6.1,8.73
AL-01675,294.6,12.11,77.0,6.6,7.55,72.1,39.5,12.8,91.0,0,0,0,84.0,12.03,15.87
AL-01676,128.5,10.44,25.8,4.8,8.86,40.0,15.6,7.5,82.7,0,3,0,88.9,7.07,8.16
AL-01677,280.3,7.73,46.1,4.6,6.04,921.0,73.6,2.3,66.5,0,2,0,72.3,9.57,11.18
AL-01678,161.3,5.45,45.1,8.4,7.2,581.7,23.2,5.0,69.9,0,2,0,71.2,7.57,8.34
AL-01679,279.8,5.81,44.2,6.4,4.22,278.4,67.7,9.1,93.2,0,3,0,100.0,10.71,14.61
AL-01680,219.7,2.12,19.5,9.2,1.0,27.7,9.3,4.1,82.9,0,3,0,85.8,7.69,8.91
AL-01681,196.2,6.83,12.6,9.0,5.79,62.3,97.9,4.8,82.7,0,3,0,93.4,5.27,6.09
AL-01682,164.0,18.76,53.8,5.5,1.55,743.6,84.9,2.4,61.0,0,2,0,65.7,6.8,8.71
AL-01683,114.2,8.08,30.7,7.5,6.73,564.7,13.6,9.4,83.7,0,1,0,78.6,7.12,8.37
AL-01684,199.0,19.08,93.9,6.5,4.0,588.4,6.0,3.0,65.5,0,2,0,56.9,7.31,8.7
AL-01685,283.6,3.07,14.6,7.6,1.96,663.4,74.1,10.3,63.0,0,2,0,62.6,10.62,13.18
AL-01686,199.6,2.29,75.1,6.9,0.92,417.6,40.0,0.0,76.5,0,3,0,83.6,8.57,8.83
AL-01687,202.2,5.48,31.2,5.2,2.79,481.9,79.9,0.6,84.9,0,3,0,77.7,6.64,7.95
AL-01688,179.7,12.25,60.1,7.7,3.55,31.9,61.7,9.7,82.5,0,3,0,69.5,5.75,6.62
AL-01689,241.0,16.41,86.4,8.3,9.5,269.5,71.9,1.9,86.4,0,0,0,82.2,8.78,10.78
AL-01690,124.2,9.87,60.9,4.8,4.19,257.7,97.0,3.8,80.0,0,3,0,83.5,6.45,7.1
AL-01691,226.5,4.68,59.9,9.0,2.86,879.6,4.4,7.6,77.1,0,2,0,74.6,7.73,8.05
AL-01692,290.9,13.25,44.7,4.8,3.74,343.5,27.5,5.1,95.4,0,0,0,99.0,10.24,14.42
AL-01693,240.8,9.07,59.9,6.8,3.05,722.6,71.5,12.7,66.1,0,2,0,57.7,8.77,10.33
AL-01694,156.1,8.72,13.2,6.2,4.85,107.6,45.0,4.4,81.6,0,3,0,85.9,4.56,5.16
AL-01695,137.8,17.71,60.6,7.5,2.65,66.2,45.7,7.0,87.6,0,1,0,85.8,8.54,10.69
AL-01696,223.3,5.94,63.4,9.5,4.96,40.3,25.6,2.9,79.5,0,3,0,74.1,7.94,8.66
AL-01697,125.5,4.51,56.9,9.6,0.4,964.0,28.2,6.3,58.5,1,1,0,62.8,13.2,17.56
AL-01698,106.8,13.19,39.4,8.9,5.77,580.6,69.0,10.2,81.7,0,1,0,78.3,10.65,12.08
AL-01699,244.7,13.19,13.1,5.3,7.58,463.7,0.7,10.9,92.8,0,0,0,90.2,7.73,10.49
AL-01700,269.7,2.39,86.8,5.6,2.0,668.5,83.2,14.8,58.3,0,2,0,60.3,11.2,14.94
AL-01701,261.5,5.97,67.8,8.6,2.57,569.3,38.0,11.1,65.2,0,2,0,75.0,8.57,10.25
AL-01702,239.8,14.81,88.4,5.8,1.46,562.5,20.8,4.2,88.0,0,0,0,86.7,8.22,10.37
AL-01703,101.4,6.14,93.8,5.7,1.51,511.4,39.1,2.4,61.5,0,2,0,54.0,8.07,10.25
AL-01704,273.7,4.68,17.8,6.5,1.08,81.6,32.6,9.2,82.8,0,3,0,92.0,9.88,11.42
AL-01705,147.8,6.66,11.0,4.4,9.1,396.8,92.2,2.3,79.7,0,3,0,69.6,5.47,5.99
AL-01706,110.1,19.33,52.2,4.9,9.76,336.8,11.2,11.7,58.8,1,3,0,62.4,14.93,19.76
AL-01707,258.2,15.93,60.1,6.8,6.52,92.3,52.3,1.8,90.1,0,0,0,96.7,10.93,14.23
AL-01708,129.3,12.58,12.3,6.0,1.86,89.5,57.2,4.3,82.4,0,3,0,85.7,7.76,8.91
AL-01709,270.5,12.69,46.5,8.7,6.71,252.9,71.1,11.4,98.3,0,0,0,97.4,10.51,15.4
AL-01710,259.0,18.25,22.8,6.7,8.02,983.5,40.6,4.5,90.2,0,0,0,88.2,9.82,12.81
AL-01711,163.8,6.67,92.5,7.0,1.61,974.9,24.9,10.9,65.1,0,2,0,62.2,6.36,7.62
AL-01712,189.4,9.53,26.0,4.7,0.68,362.7,82.1,3.7,85.6,0,3,0,87.6,4.46,5.41
AL-01713,188.5,16.13,25.8,5.9,1.44,888.7,47.1,12.5,70.3,0,2,0,68.7,6.05,6.62
AL-01714,228.3,13.86,50.7,4.3,3.97,517.4,96.4,11.4,93.6,0,0,0,96.3,8.27,11.34
AL-01715,108.9,19.47,42.3,9.7,2.28,678.1,84.4,2.7,80.2,0,1,0,85.8,10.16,11.21
AL-01716,248.5,4.22,95.2,9.0,7.8,314.0,7.9,4.9,84.0,0,3,0,87.4,10.32,12.17
AL-01717,167.5,6.09,31.1,8.6,1.66,734.3,9.4,8.0,68.7,0,2,0,62.5,5.24,5.89
AL-01718,281.7,3.28,99.8,7.8,5.72,263.8,38.6,14.0,92.7,0,3,0,97.5,10.52,14.26
AL-01719,222.9,13.07,39.1,5.1,3.93,258.6,12.8,12.1,93.8,0,0,0,102.8,6.82,9.38
AL-01720,139.6,11.72,12.6,8.1,3.03,553.1,71.2,6.2,83.5,0,1,0,90.3,5.65,6.61
AL-01721,112.8,8.75,26.6,4.7,8.27,394.8,98.4,7.6,80.3,0,3,0,87.0,6.54,7.23
AL-01722,297.0,19.72,89.7,7.7,4.35,293.9,57.1,5.1,96.5,0,0,0,101.2,13.21,18.87
AL-01723,246.4,8.2,91.7,7.0,3.78,387.4,61.6,7.3,81.1,0,3,0,83.6,7.63,8.56
AL-01724,130.8,13.58,36.4,5.7,6.83,782.6,78.0,4.8,66.2,0,2,0,72.9,6.34,7.46
AL-01725,100.4,1.55,47.3,5.2,6.97,606.5,31.4,0.5,28.2,1,2,0,34.9,15.85,30.68
AL-01726,282.8,10.95,25.2,5.3,8.05,164.3,91.1,9.1,99.6,0,0,0,95.4,10.03,14.97
AL-01727,172.5,8.59,95.2,9.5,2.61,387.0,78.4,10.2,88.5,0,3,0,89.3,3.57,4.54
AL-01728,101.9,7.5,79.7,4.2,6.11,844.8,77.6,5.0,59.8,0,2,0,54.9,7.92,10.32
AL-01729,205.3,9.65,18.1,5.5,5.17,201.1,81.7,9.5,87.2,0,3,0,79.5,5.09,6.33
AL-01730,158.5,13.2,64.7,5.2,6.45,815.8,0.9,2.9,46.1,1,2,0,50.0,11.15,17.6
AL-01731,155.3,15.81,68.2,6.4,5.93,721.1,25.6,12.0,70.5,0,2,0,65.3,7.78,8.47
AL-01732,181.4,14.64,90.3,5.3,6.2,430.7,50.2,11.0,85.7,0,3,0,82.0,4.88,5.92
AL-01733,273.7,1.66,35.5,8.9,9.21,824.9,75.6,6.7,64.8,0,2,0,55.2,13.97,16.81
AL-01734,226.8,16.14,93.6,5.2,1.27,944.5,96.8,1.0,88.9,0,0,0,95.4,7.51,9.59
AL-01735,270.8,11.41,27.6,7.1,5.04,934.2,17.2,13.3,95.8,0,0,0,100.3,8.88,12.58
AL-01736,230.2,10.63,61.2,9.8,3.07,238.5,57.1,1.4,95.0,0,0,0,93.5,6.94,9.71
AL-01737,220.1,19.54,32.2,4.9,3.17,52.4,21.9,1.3,95.0,0,0,0,93.0,8.84,12.37
AL-01738,167.1,11.9,13.4,6.6,8.72,336.1,86.9,4.0,82.2,0,3,0,82.5,4.42,5.05
AL-01739,206.0,16.84,81.7,4.3,3.55,47.3,33.0,13.7,92.0,0,0,0,93.2,7.71,10.33
AL-01740,228.8,12.4,44.0,8.5,2.14,559.1,60.7,8.9,93.5,0,0,0,96.6,8.56,11.73
AL-01741,134.1,6.79,86.7,9.0,4.79,356.2,94.0,4.7,85.0,0,1,0,82.0,6.45,7.74
AL-01742,147.0,18.98,69.8,9.6,4.54,877.4,23.8,7.4,80.8,0,1,0,76.4,7.25,8.09
AL-01743,261.3,11.92,92.0,7.8,9.17,531.6,83.0,14.7,96.3,0,0,0,89.3,7.99,11.39
AL-01744,192.2,14.49,59.7,7.6,9.49,144.3,21.9,9.6,85.7,0,3,0,89.3,5.39,6.54
AL-01745,181.1,4.45,23.5,8.5,9.56,970.2,91.0,1.5,62.4,0,2,0,57.8,5.28,6.6
AL-01746,117.8,4.73,40.2,9.0,5.17,459.2,84.9,14.2,83.1,0,1,0,82.8,8.15,9.47
AL-01747,115.1,3.26,90.5,6.3,2.07,931.4,33.7,14.3,65.7,0,2,0,73.6,9.98,11.83
AL-01748,220.8,16.93,12.4,5.9,8.4,90.2,9.5,12.0,93.3,0,0,0,96.1,10.2,13.94
AL-01749,221.0,13.5,45.4,6.8,6.35,948.0,37.3,3.7,96.7,0,0,0,92.0,6.55,9.39
AL-01750,159.8,19.65,71.4,5.5,0.92,380.6,58.8,10.9,83.5,0,3,0,87.8,7.5,8.78
AL-01751,210.5,7.57,53.9,8.9,1.49,935.1,97.1,8.6,61.2,0,2,0,57.0,6.4,8.16
AL-01752,172.7,19.9,64.5,5.8,8.0,754.0,61.6,5.3,65.4,0,2,0,71.3,6.34,7.55
AL-01753,198.6,3.64,70.0,5.3,9.49,631.1,76.6,1.8,57.7,0,2,0,47.4,6.5,8.75
AL-01754,223.6,6.34,16.4,5.3,7.63,313.3,52.1,11.3,81.9,0,3,0,80.6,7.18,8.16
AL-01755,218.8,9.14,47.2,7.4,4.88,635.3,93.6,2.8,58.9,0,2,0,58.5,7.06,9.34
AL-01756,114.1,2.2,45.1,6.7,3.04,773.4,72.5,10.1,56.2,0,2,0,58.8,8.95,12.32
AL-01757,238.8,13.54,73.4,4.4,8.03,344.4,29.2,14.7,93.0,0,0,0,93.5,10.88,14.79
AL-01758,119.5,19.17,81.2,8.6,4.56,230.4,41.0,4.4,54.8,1,1,0,59.7,13.99,19.63
AL-01759,288.0,16.56,99.6,9.8,0.89,539.1,58.4,4.7,95.1,0,0,0,93.1,10.7,15.01
AL-01760,274.2,18.4,95.6,6.2,0.29,198.6,23.5,12.2,96.7,0,0,0,88.5,11.46,16.44
AL-01761,200.0,8.3,96.1,8.0,6.44,832.7,15.3,12.2,36.2,1,2,0,30.3,9.88,17.55
AL-01762,126.8,9.78,24.3,6.5,0.79,346.1,59.3,14.3,86.5,0,3,0,84.3,6.71,8.25
AL-01763,244.7,15.94,27.2,6.6,2.79,157.0,10.6,0.1,92.8,0,0,0,93.8,9.41,12.75
AL-01764,183.5,11.67,72.1,9.9,9.54,103.5,67.0,5.0,79.8,0,3,0,73.3,5.59,6.13
AL-01765,248.3,2.07,45.0,9.8,7.23,371.5,52.2,10.7,84.4,0,3,0,85.0,9.27,11.02
AL-01766,155.8,18.06,21.8,5.0,4.54,30.6,96.8,13.3,85.5,0,3,0,78.9,6.83,8.27
AL-01767,242.0,3.93,84.9,5.0,6.81,759.1,42.8,8.2,41.5,1,2,0,50.0,13.21,22.06
AL-01768,127.3,7.5,55.6,9.3,4.56,329.8,62.5,6.9,80.9,0,1,0,75.1,7.22,8.07
AL-01769,273.3,2.36,70.3,4.8,5.06,721.2,4.2,8.8,58.9,0,2,0,50.2,10.87,14.37
AL-01770,132.0,7.97,80.4,9.5,4.35,759.4,64.4,5.3,79.5,0,1,0,84.8,6.04,6.58
AL-01771,123.3,10.01,78.1,8.4,8.3,82.8,78.9,6.4,85.2,0,1,0,76.4,6.16,7.42
AL-01772,258.6,13.85,62.4,5.3,8.31,782.6,61.2,14.3,95.1,0,0,0,94.4,10.33,14.48
AL-01773,113.6,11.53,38.1,6.3,1.52,436.4,92.4,10.0,84.4,0,3,0,75.6,7.13,8.47
AL-01774,141.2,6.49,69.4,7.0,2.12,407.6,31.3,3.0,76.9,0,1,0,80.4,5.75,5.96
AL-01775,255.3,11.85,56.3,7.7,4.95,443.4,28.9,10.8,92.4,0,0,0,87.6,7.84,10.56
AL-01776,241.9,10.24,64.2,9.2,4.78,86.4,77.5,7.4,94.4,0,0,0,98.2,7.67,10.66
AL-01777,287.5,3.7,71.5,8.8,1.79,116.4,69.8,13.3,92.2,0,3,0,89.5,11.8,15.87
AL-01778,229.7,9.05,58.0,4.2,3.57,435.5,75.5,6.6,77.1,0,3,0,80.9,6.02,6.28
AL-01779,245.5,5.13,64.3,6.1,7.89,97.6,26.1,9.3,84.2,0,3,0,78.4,9.51,11.27
AL-01780,159.2,1.8,20.1,9.9,9.23,467.2,23.4,11.8,82.9,0,3,0,74.6,6.42,7.43
AL-01781,139.9,14.35,84.1,9.9,2.73,498.7,69.2,12.0,85.7,0,1,0,80.7,6.31,7.67
AL-01782,180.6,1.79,83.5,5.7,8.6,733.9,1.4,12.0,66.0,0,2,0,65.6,5.86,6.92
AL-01783,105.0,17.96,29.5,6.3,6.36,274.3,73.6,8.4,75.3,0,3,0,82.4,9.47,9.53
AL-01784,241.1,12.5,53.2,5.8,7.06,122.6,95.2,5.3,83.9,0,0,0,84.5,7.8,9.19
AL-01785,228.9,17.97,14.9,9.4,0.96,398.2,9.4,0.2,94.0,0,0,0,92.8,12.87,17.74
AL-01786,218.0,11.27,26.3,9.7,6.5,484.8,96.3,14.4,91.8,0,0,0,82.8,7.01,9.35
AL-01787,187.7,16.96,60.2,6.9,1.87,902.5,22.5,4.5,66.8,0,2,0,75.6,7.7,8.97
AL-01788,208.8,9.46,23.3,6.4,5.95,588.9,73.6,1.8,62.6,0,2,0,68.3,5.37,6.71
AL-01789,244.0,9.67,82.5,7.6,7.48,230.2,2.2,3.2,89.3,0,3,0,92.4,7.7,9.89
AL-01790,133.5,6.57,20.8,4.0,5.63,283.8,70.2,2.2,83.2,0,3,0,82.4,9.13,10.63
AL-01791,221.5,15.3,90.0,4.7,7.5,4.2,86.0,13.0,90.6,0,0,0,87.3,8.57,11.23
AL-01792,280.6,6.57,99.3,5.7,1.85,671.3,12.6,4.9,74.7,0,2,0,70.0,10.08,10.15
AL-01793,284.3,19.64,89.5,8.6,9.91,914.9,26.6,11.2,88.8,0,0,0,94.3,12.07,15.39
AL-01794,203.8,9.31,23.5,4.5,0.55,758.6,92.8,9.5,66.4,0,2,0,61.2,5.78,6.78
AL-01795,100.5,15.48,38.3,8.3,7.96,105.5,4.1,14.2,73.2,0,1,0,77.1,9.55,9.89
AL-01796,120.9,14.53,48.7,9.4,0.13,279.9,88.5,12.2,87.1,0,1,0,88.4,8.7,10.8
AL-01797,157.5,19.95,27.7,8.0,9.22,310.1,7.0,9.3,78.7,0,3,0,75.8,7.85,8.43
AL-01798,287.4,16.39,67.1,7.4,9.18,644.5,77.8,3.6,88.9,0,0,0,101.3,10.56,13.49
AL-01799,224.0,5.04,32.2,9.1,6.23,189.8,47.0,2.5,81.5,0,3,0,79.5,7.49,8.47
AL-01800,262.5,16.31,21.5,5.3,0.24,990.0,35.8,2.8,99.9,0,0,0,97.6,9.84,14.73
AL-01801,225.2,6.54,17.3,4.0,3.29,13.3,48.5,6.0,78.9,0,3,0,73.6,7.57,8.16
AL-01802,215.0,5.33,22.6,6.0,0.19,606.3,25.4,9.4,64.4,0,2,0,59.0,7.51,9.11
AL-01803,167.6,17.94,77.8,7.7,2.08,456.4,50.0,11.3,86.3,0,3,0,82.0,7.8,9.56
AL-01804,103.9,19.55,85.2,5.9,7.79,566.2,33.8,7.7,63.6,0,2,0,60.4,9.71,11.91
AL-01805,249.8,10.73,61.5,8.8,3.25,555.6,96.7,6.4,94.7,0,0,0,97.8,6.96,9.7
AL-01806,258.6,17.85,36.1,6.9,8.4,995.4,57.1,3.7,93.1,0,0,1,89.0,9.77,13.31
AL-01807,239.7,18.4,49.3,5.6,5.84,406.2,42.2,7.4,92.7,0,0,0,95.0,9.85,13.34
AL-01808,182.8,12.07,95.3,6.6,5.16,377.8,41.7,10.9,84.0,0,3,0,81.2,4.14,4.89
AL-01809,124.2,3.36,31.8,9.1,7.6,71.8,80.4,12.2,73.0,0,1,0,76.6,8.72,9.07
AL-01810,129.9,14.18,32.5,7.8,5.97,611.7,20.4,12.1,52.2,1,1,0,50.0,12.37,18.01
AL-01811,285.0,16.49,85.7,6.5,2.65,892.0,79.1,14.5,94.5,0,0,0,87.5,12.22,17.0
AL-01812,281.7,7.78,32.8,8.6,2.71,840.7,29.0,14.5,71.1,0,2,0,78.0,9.21,9.93
AL-01813,267.6,9.32,37.5,9.8,4.65,513.1,4.3,10.5,74.1,0,2,0,72.6,10.41,10.59
AL-01814,184.6,6.39,16.8,7.7,4.19,246.6,23.9,7.3,84.6,0,3,0,86.9,5.05,6.02
AL-01815,239.7,10.36,40.2,5.3,5.41,957.2,59.0,13.1,92.6,0,0,0,98.4,7.28,9.85
AL-01816,189.7,6.31,78.3,8.2,1.47,36.4,37.8,2.4,81.8,0,3,0,83.0,4.95,5.62
AL-01817,161.0,3.2,10.9,9.4,8.16,352.5,51.9,2.8,83.0,0,3,0,88.6,7.59,8.82
AL-01818,259.7,8.62,87.8,8.7,6.17,369.5,96.1,3.8,87.6,0,3,0,84.1,7.85,9.82
AL-01819,103.7,7.86,49.2,6.6,4.19,880.1,55.2,11.1,71.4,0,2,0,66.7,7.5,8.04
AL-01820,126.8,13.09,81.9,7.9,7.8,954.8,4.7,10.1,81.7,0,1,0,81.4,8.5,9.64
AL-01821,288.8,13.33,57.3,7.0,8.39,442.4,85.0,1.4,96.7,0,0,0,94.3,12.17,17.46
AL-01822,101.2,7.77,26.7,7.7,5.17,557.3,47.0,11.8,72.1,0,1,0,69.0,9.16,9.69
AL-01823,215.8,4.73,41.1,5.7,6.47,16.0,30.0,10.1,83.4,0,3,0,79.4,7.31,8.54
AL-01824,279.9,18.97,79.1,5.9,3.13,784.5,9.4,14.4,94.6,0,0,0,86.1,11.74,16.35
AL-01825,206.5,1.42,68.2,4.6,6.63,881.2,29.6,1.4,64.0,0,2,0,62.2,9.58,11.68
AL-01826,289.9,3.38,71.4,6.8,5.61,281.5,58.9,13.2,92.4,0,3,0,91.1,11.11,14.97
AL-01827,284.7,9.4,22.4,9.5,9.54,661.4,38.6,14.2,66.5,0,2,0,63.5,13.6,15.92
AL-01828,214.9,19.18,31.9,9.5,1.2,559.0,15.4,14.6,91.8,0,0,0,94.7,7.78,10.41
AL-01829,150.6,17.09,51.0,6.6,0.94,686.5,61.3,0.4,64.6,0,2,0,63.9,7.77,9.39
AL-01830,269.0,16.22,39.8,7.8,1.26,764.4,47.4,5.9,95.8,0,0,0,97.2,10.12,14.32
AL-01831,233.4,12.54,89.9,8.7,4.14,849.3,20.4,3.0,97.3,0,0,0,91.1,7.0,10.11
AL-01832,234.8,12.63,59.1,7.2,3.47,557.9,69.8,9.7,91.2,0,0,0,88.2,7.51,9.94
AL-01833,142.4,18.7,55.5,5.1,2.94,665.0,82.7,1.6,53.6,1,2,0,56.2,12.43,17.75
AL-01834,189.3,15.14,75.2,4.2,2.48,530.4,49.3,9.1,66.9,0,2,0,65.4,7.37,8.56
AL-01835,161.9,19.55,48.6,4.7,5.03,194.6,77.7,6.8,86.3,0,3,0,76.4,8.3,10.18
AL-01836,201.8,11.77,77.2,5.5,8.84,465.4,49.7,3.6,91.0,0,0,0,89.5,5.72,7.56
AL-01837,242.8,2.89,94.4,8.0,1.29,596.1,17.2,8.5,59.1,0,2,0,58.0,8.57,11.3
AL-01838,157.9,13.34,17.5,5.0,1.18,130.7,40.7,10.9,62.3,1,3,0,62.2,9.94,12.48
AL-01839,214.4,6.66,63.3,6.7,0.33,520.5,52.0,9.5,55.4,0,2,0,58.1,6.05,8.42
AL-01840,145.1,9.8,45.8,5.3,2.23,887.1,93.7,13.8,62.9,0,2,0,68.8,4.59,5.71
AL-01841,167.4,4.27,89.9,4.8,1.3,421.8,20.9,12.5,84.7,0,3,0,87.8,7.98,9.52
AL-01842,168.1,13.51,34.0,8.9,0.55,486.0,3.7,10.3,85.1,0,3,0,85.8,6.07,7.3
AL-01843,136.1,2.38,68.1,6.2,1.44,81.7,71.8,9.8,83.3,0,3,0,80.8,12.95,15.11
AL-01844,288.5,10.03,22.4,8.9,3.92,15.6,95.0,1.2,97.3,0,0,0,98.0,9.03,13.06
AL-01845,115.0,7.11,68.1,6.1,8.11,614.6,54.6,10.1,67.5,0,2,0,64.9,7.18,8.27
AL-01846,129.6,15.74,71.5,7.5,8.12,338.5,61.7,2.8,80.4,0,1,0,78.1,7.68,8.52
AL-01847,151.7,15.34,75.2,5.3,7.93,792.6,35.5,13.1,64.1,0,2,0,54.1,5.93,7.22
AL-01848,221.4,15.26,45.6,5.5,3.93,264.8,82.3,13.5,90.6,0,0,0,92.7,9.43,12.38
AL-01849,111.2,4.38,73.3,9.5,8.89,749.1,91.0,4.7,81.1,0,1,0,81.8,8.64,9.7
AL-01850,291.4,6.72,61.7,4.5,5.79,903.1,97.9,8.6,57.2,0,2,0,61.6,10.13,13.75
AL-01851,265.0,7.69,76.0,4.7,5.53,234.7,6.7,10.1,86.3,0,3,0,84.7,10.97,13.45
AL-01852,293.4,11.74,60.3,9.1,2.5,568.1,94.1,13.1,95.8,0,0,0,89.9,10.4,14.72
AL-01853,199.5,8.84,85.3,5.3,5.46,339.4,19.3,10.1,78.7,0,3,0,78.6,4.82,5.18
AL-01854,188.2,18.93,14.4,5.1,1.54,359.6,24.4,9.7,85.4,0,3,0,87.5,8.26,9.98
AL-01855,196.6,13.43,47.2,9.0,7.84,186.4,79.2,3.6,85.2,0,3,0,84.7,5.73,6.9
AL-01856,220.7,12.24,70.8,5.1,5.65,606.6,99.8,1.7,91.7,0,0,0,79.7,6.42,8.57
AL-01857,167.6,5.42,95.3,6.3,9.05,624.2,78.7,7.9,67.3,0,2,0,70.7,5.0,5.77
AL-01858,204.0,1.14,75.3,5.2,5.92,899.7,30.1,4.1,67.1,0,2,0,72.4,7.87,9.11
AL-01859,111.0,12.63,14.2,6.9,0.47,469.2,88.0,9.1,81.4,0,3,0,83.6,7.23,8.16
AL-01860,264.3,13.27,49.3,5.2,2.64,998.0,70.1,0.7,91.6,0,0,0,85.7,8.49,11.31
AL-01861,199.6,16.2,99.8,9.3,1.71,798.1,2.1,9.6,74.7,0,2,0,69.3,6.51,6.54
AL-01862,103.4,17.57,17.8,9.4,7.46,525.0,82.4,0.3,74.3,0,1,0,71.2,9.42,9.54
AL-01863,254.0,15.85,88.0,9.9,2.11,47.7,63.0,15.0,91.9,0,0,1,92.0,9.1,12.18
AL-01864,277.2,3.89,27.9,5.0,6.97,669.4,77.4,1.9,59.4,0,2,0,62.1,14.44,18.93
AL-01865,106.7,3.77,68.6,5.8,0.99,795.2,52.3,0.7,69.4,0,2,0,74.4,8.77,9.75
AL-01866,242.9,16.94,37.7,4.6,7.55,393.8,60.0,13.7,92.8,0,0,0,101.7,8.88,12.04
AL-01867,128.0,10.05,84.0,4.0,3.14,944.9,66.3,2.2,60.7,0,2,0,64.7,6.11,7.86
AL-01868,178.3,3.14,43.2,6.6,7.77,771.4,77.7,8.8,57.1,0,2,0,57.2,5.8,7.88
AL-01869,281.8,16.38,68.4,6.0,4.28,522.9,67.4,9.2,95.4,0,0,0,98.7,11.95,16.84
AL-01870,101.8,3.47,80.2,4.1,2.14,686.0,94.1,6.5,70.3,0,2,0,77.8,9.63,10.52
AL-01871,213.8,1.93,93.0,9.7,8.92,345.0,25.2,4.7,80.8,0,3,0,84.7,7.85,8.76
AL-01872,209.8,19.43,59.6,8.0,3.41,64.4,2.3,13.5,91.8,0,0,0,97.6,9.88,13.21
AL-01873,250.5,11.3,45.1,8.9,6.09,781.0,12.9,11.3,74.1,1,0,0,84.9,12.73,12.96
AL-01874,164.1,6.04,73.7,9.6,9.17,341.5,53.6,2.0,81.1,0,3,0,84.8,5.27,5.91
AL-01875,197.0,3.77,41.0,7.6,7.91,247.9,28.0,3.0,87.5,0,3,0,90.6,6.62,8.27
AL-01876,119.5,18.11,53.5,9.9,3.04,737.1,21.3,10.4,55.1,1,1,0,64.5,13.96,19.5
AL-01877,102.4,12.77,87.0,4.3,3.04,656.2,38.0,9.4,63.4,0,2,0,58.3,7.49,9.22
AL-01878,207.6,5.78,30.5,4.2,0.69,638.0,79.2,0.4,59.2,0,2,0,60.8,6.16,8.11
AL-01879,288.6,8.69,54.0,6.2,1.33,758.9,60.2,8.1,61.7,0,2,0,62.9,9.83,12.46
AL-01880,269.1,2.91,83.9,5.5,6.76,548.5,64.4,2.8,56.5,0,2,0,57.9,9.88,13.54
AL-01881,138.9,15.05,82.2,4.5,1.78,21.8,94.0,3.4,70.1,0,3,0,65.8,8.18,8.98
AL-01882,152.2,4.84,17.0,4.2,2.12,451.5,38.0,4.7,63.7,1,3,0,63.8,10.94,13.41
AL-01883,210.0,7.71,77.9,8.8,5.18,144.4,20.0,8.0,79.3,0,3,0,72.8,7.73,8.39
