tablet_id,deeltjesgrootte_um,vochtgehalte_pct,menguniformiteit_pct,perskracht_kN,voorcompressie_kN,draaisnelheid_RPM,vuldiepte_mm,gewicht_mg,dikte_mm,hardheid_N,brosheid_pct,dissolutie_30min_pct,goedgekeurd
TAB-01257,52.6,2.52,97.8,15.0,3.6,52,12.05,348.5,4.02,81.6,0.536,81.4,1
TAB-01258,38.0,3.45,100.7,14.5,2.5,34,10.75,343.7,3.85,71.9,0.513,81.7,1
TAB-01259,60.2,2.88,97.3,12.7,2.9,47,11.56,347.6,4.12,67.7,0.637,90.1,1
TAB-01260,62.3,1.92,96.1,15.9,3.5,40,12.01,344.0,3.99,88.8,0.451,75.2,1
TAB-01261,51.0,3.14,96.3,18.4,3.0,56,12.1,350.1,3.83,92.0,0.483,79.8,1
TAB-01262,70.3,2.58,99.3,9.7,2.3,22,11.39,350.5,4.16,61.7,0.513,99.5,1
TAB-01263,58.2,2.6,95.2,13.9,2.9,53,11.64,344.1,4.02,66.2,0.685,87.9,1
TAB-01264,56.8,2.87,97.6,12.5,2.6,27,12.28,347.1,4.12,71.6,0.506,90.1,1
TAB-01265,42.0,2.75,100.7,15.1,3.6,36,11.31,342.3,3.96,76.6,0.471,88.2,1
TAB-01266,56.3,2.98,98.6,14.3,3.3,28,12.07,358.3,4.07,86.9,0.382,87.5,1
TAB-01267,52.2,2.96,97.9,13.8,2.8,48,12.62,354.4,4.27,69.9,0.599,84.8,1
TAB-01268,55.2,2.06,97.9,16.4,3.1,47,12.19,348.3,3.93,103.2,0.505,80.1,1
TAB-01269,43.2,3.76,95.9,18.3,2.3,42,12.17,352.6,3.84,94.1,0.498,86.3,1
TAB-01270,51.3,2.51,96.3,20.3,2.6,48,10.99,344.6,3.63,105.5,0.414,69.7,0
TAB-01271,41.8,2.52,97.6,13.5,3.8,46,11.59,345.1,4.03,76.1,0.675,82.0,1
TAB-01272,28.5,2.84,98.5,11.4,3.0,51,13.03,353.3,4.34,44.6,0.663,92.6,0
TAB-01273,60.0,2.95,99.9,16.1,3.5,30,11.7,347.9,3.9,96.7,0.485,82.4,1
TAB-01274,35.0,3.73,98.2,18.2,3.1,37,12.63,352.4,4.0,86.4,0.461,78.4,1
TAB-01275,51.1,3.13,100.7,16.6,3.7,26,11.69,347.6,3.92,93.6,0.398,78.4,1
TAB-01276,53.3,3.28,101.2,18.2,2.0,37,11.86,350.9,3.8,90.5,0.467,73.7,0
TAB-01277,53.3,3.14,99.6,14.5,2.9,48,12.26,348.6,4.01,72.0,0.55,82.1,1
TAB-01278,47.2,3.12,100.4,13.8,3.8,48,12.05,358.3,4.12,71.2,0.566,92.5,1
TAB-01279,52.7,3.15,96.0,15.2,3.5,48,12.19,353.5,4.01,79.7,0.568,85.1,1
TAB-01280,54.7,2.03,95.7,14.3,3.7,32,11.59,342.2,3.99,86.0,0.401,77.8,1
TAB-01281,57.3,2.88,99.0,16.3,3.0,46,11.43,339.5,3.85,86.8,0.511,85.9,1
TAB-01282,67.3,3.58,95.3,16.9,2.7,35,11.56,346.9,3.86,83.2,0.468,87.4,1
TAB-01283,52.3,4.97,97.4,17.1,2.5,58,11.73,354.7,3.84,86.4,0.694,90.5,1
TAB-01284,50.6,2.4,99.5,16.0,2.5,34,11.89,349.7,4.01,90.2,0.388,79.9,1
TAB-01285,40.9,3.21,100.8,15.5,3.4,44,12.52,352.7,4.06,81.3,0.421,83.4,1
TAB-01286,54.4,2.71,97.5,16.6,3.3,50,12.04,347.8,3.92,86.1,0.488,81.6,1
TAB-01287,56.7,4.02,96.7,11.1,3.0,56,12.24,350.5,4.21,47.3,0.731,100.0,0
TAB-01288,48.1,2.32,98.6,15.4,3.3,38,12.07,347.8,3.99,87.1,0.494,80.4,1
TAB-01289,55.4,3.31,95.9,15.1,3.1,34,11.44,344.8,3.94,83.3,0.451,83.7,1
TAB-01290,47.1,2.3,97.7,15.4,3.5,37,12.01,347.4,3.93,93.4,0.469,84.0,1
TAB-01291,56.7,2.84,98.0,14.8,3.5,33,12.07,354.0,3.92,94.7,0.517,88.8,1
TAB-01292,59.1,2.98,97.9,15.9,2.5,46,12.38,349.6,3.95,90.7,0.55,83.5,1
TAB-01293,59.0,3.53,98.2,13.9,3.1,57,11.47,350.2,4.0,59.6,0.597,91.4,1
TAB-01294,51.2,2.46,96.3,17.3,2.2,25,10.98,346.1,3.75,94.7,0.319,79.3,1
TAB-01295,39.6,3.33,96.5,15.9,3.1,42,12.09,347.9,4.0,82.1,0.532,82.8,1
TAB-01296,43.9,3.01,96.5,15.3,3.3,56,12.18,348.4,3.99,74.1,0.655,81.6,1
TAB-01297,56.0,3.14,94.8,13.6,2.3,24,11.91,353.0,4.15,76.8,0.455,85.0,1
TAB-01298,74.5,3.48,98.7,16.6,2.8,40,12.01,348.3,3.89,79.6,0.482,82.6,1
TAB-01299,46.6,2.36,99.8,15.4,3.0,55,12.44,350.7,4.03,84.8,0.464,79.2,1
TAB-01300,54.6,3.41,99.6,13.5,3.1,56,11.77,355.8,4.04,57.4,0.612,90.3,1
TAB-01301,44.4,2.72,97.5,14.9,2.9,41,11.86,351.7,4.01,71.4,0.455,87.7,1
TAB-01302,40.3,3.55,96.4,16.3,2.4,21,12.04,351.5,3.99,81.1,0.409,84.3,1
TAB-01303,43.2,3.17,99.5,16.1,3.0,24,11.39,349.8,3.91,87.5,0.332,80.2,1
TAB-01304,29.2,2.9,99.3,16.0,2.2,43,11.92,349.2,3.84,70.4,0.476,84.3,1
TAB-01305,63.5,2.7,98.4,15.2,2.9,25,11.97,352.3,4.01,84.1,0.356,85.3,1
TAB-01306,27.7,3.41,101.5,17.1,2.8,26,12.82,348.8,3.93,93.3,0.456,82.5,1
TAB-01307,47.4,3.63,97.9,17.5,2.9,51,11.85,350.1,3.85,84.7,0.493,80.3,1
TAB-01308,38.2,2.73,97.5,16.5,2.7,50,12.1,343.7,3.97,84.9,0.479,84.1,1
TAB-01309,41.2,2.43,97.2,13.8,2.2,54,12.46,351.6,4.05,63.4,0.578,88.6,1
TAB-01310,63.8,3.35,94.9,12.9,2.8,24,11.58,347.9,4.12,74.5,0.458,90.4,1
TAB-01311,52.0,2.28,99.3,13.9,3.5,28,12.69,356.1,4.11,82.5,0.543,87.3,1
TAB-01312,40.3,2.35,97.8,18.9,3.6,53,12.88,355.2,4.0,94.2,0.502,78.0,1
TAB-01313,44.1,2.47,99.0,15.6,4.2,49,11.99,347.3,3.97,83.8,0.507,80.6,1
TAB-01314,42.3,2.79,101.7,19.3,3.8,52,11.73,347.0,3.85,89.3,0.484,75.2,1
TAB-01315,49.6,2.33,97.2,14.8,2.4,60,12.81,353.9,4.15,77.2,0.452,83.7,1
TAB-01316,51.7,2.03,93.3,14.5,2.8,55,12.4,348.3,4.04,75.8,0.596,79.9,1
TAB-01317,69.0,2.43,99.0,14.9,3.0,41,12.04,349.0,3.95,84.3,0.504,85.9,1
TAB-01318,30.8,3.32,98.3,14.8,3.0,32,12.71,358.2,4.09,80.1,0.478,88.4,1
TAB-01319,49.7,2.36,96.5,13.5,3.0,43,12.66,349.5,4.11,76.8,0.541,85.7,1
TAB-01320,46.8,2.83,98.8,12.7,4.2,46,11.83,347.5,4.18,67.9,0.6,89.9,1
TAB-01321,59.5,3.97,99.6,16.0,2.5,33,12.12,351.6,3.95,77.4,0.475,90.6,1
TAB-01322,53.5,2.98,96.1,17.1,2.6,51,12.29,360.9,3.91,94.1,0.53,79.7,1
TAB-01323,55.9,3.17,97.4,19.9,3.8,24,12.01,352.2,3.69,104.6,0.382,77.1,1
TAB-01324,53.5,2.53,101.0,14.1,2.7,51,11.3,349.0,3.99,77.9,0.572,83.8,1
TAB-01325,40.7,4.08,96.6,14.3,3.2,21,11.53,352.1,3.93,67.2,0.462,87.4,1
TAB-01326,62.1,2.73,98.1,13.5,3.5,40,11.32,348.6,4.03,81.7,0.532,88.9,1
TAB-01327,58.0,2.89,92.8,17.3,3.2,54,12.25,352.4,3.94,94.6,0.591,81.3,1
TAB-01328,59.2,3.66,95.0,16.6,3.1,23,11.41,349.5,3.82,82.3,0.457,85.8,1
TAB-01329,62.6,2.91,98.3,13.2,3.5,41,12.1,345.9,4.15,77.2,0.476,89.1,1
TAB-01330,54.2,3.02,100.5,13.2,2.6,26,12.92,355.7,4.17,76.7,0.498,90.3,1
TAB-01331,64.8,2.86,95.3,16.9,2.8,56,12.71,353.0,3.9,91.5,0.557,86.5,1
TAB-01332,53.8,2.86,98.1,15.8,3.3,53,11.08,346.8,3.95,83.6,0.602,86.4,1
TAB-01333,47.8,3.19,97.2,16.5,2.0,57,11.36,347.0,3.81,74.1,0.567,83.4,1
TAB-01334,49.9,3.28,99.9,13.2,3.7,55,11.61,350.9,4.07,65.6,0.606,90.9,1
TAB-01335,49.8,2.68,95.6,11.2,3.2,49,11.42,349.3,4.15,68.6,0.538,90.6,1
TAB-01336,44.8,2.62,98.9,13.3,3.1,27,11.17,336.4,4.02,70.5,0.418,86.6,1
TAB-01337,66.3,2.7,96.7,16.4,2.2,32,11.99,348.1,3.95,94.0,0.478,83.6,1
TAB-01338,53.0,2.3,98.4,19.2,2.4,40,12.35,344.8,3.78,109.7,0.39,74.9,0
TAB-01339,50.9,2.2,98.1,14.1,2.8,44,12.48,351.5,4.18,73.5,0.49,86.8,1
TAB-01340,53.9,3.15,97.5,19.6,3.4,51,11.76,348.2,3.8,93.1,0.538,80.3,1
TAB-01341,79.8,3.47,99.0,16.7,2.0,29,11.86,354.3,3.93,86.8,0.49,84.3,1
TAB-01342,38.7,3.44,98.1,12.2,3.4,25,12.18,352.4,4.09,68.9,0.466,85.3,1
TAB-01343,41.5,1.81,97.7,15.4,2.8,39,11.95,345.9,3.92,79.9,0.488,86.3,1
TAB-01344,36.2,2.88,97.3,16.7,2.9,26,12.41,354.6,3.99,89.7,0.308,78.5,1
TAB-01345,47.7,2.45,98.2,10.1,3.1,48,12.22,349.0,4.16,62.8,0.631,93.5,1
TAB-01346,52.5,3.07,98.4,16.3,3.1,43,11.81,347.7,3.93,85.7,0.51,84.9,1
TAB-01347,45.3,2.79,96.0,17.3,2.6,50,11.07,346.1,3.72,84.3,0.548,83.7,1
TAB-01348,44.6,3.3,97.3,15.8,3.3,23,12.75,359.2,3.99,87.9,0.431,89.4,1
TAB-01349,51.4,2.99,95.9,14.9,1.8,59,11.66,350.8,3.9,71.5,0.583,84.2,1
TAB-01350,45.0,2.05,97.9,14.7,2.8,20,12.18,350.7,4.05,89.8,0.351,86.2,1
TAB-01351,53.1,2.52,96.8,14.5,3.1,33,11.04,352.5,3.98,91.1,0.585,85.2,1
TAB-01352,61.1,3.0,99.5,12.6,2.8,47,11.99,347.8,4.13,69.9,0.587,98.5,1
TAB-01353,56.8,3.05,99.3,13.6,2.1,22,12.05,348.1,4.1,88.1,0.469,91.5,1
TAB-01354,58.8,2.3,96.2,14.2,3.4,23,12.07,349.4,4.06,89.1,0.297,84.5,1
TAB-01355,60.9,2.23,98.0,15.2,2.4,23,13.51,360.5,4.17,87.1,0.331,80.4,1
TAB-01356,52.8,3.03,99.3,13.9,3.0,43,11.68,345.7,4.05,85.3,0.566,79.6,1
TAB-01357,48.4,2.3,97.6,13.3,3.1,56,12.41,355.9,3.99,69.3,0.498,88.3,1
TAB-01358,42.3,2.17,96.5,16.5,3.0,42,12.26,345.3,4.0,84.3,0.466,82.1,1
TAB-01359,46.1,2.78,95.8,15.7,3.6,44,11.66,347.5,3.97,95.6,0.459,84.9,1
TAB-01360,44.8,2.76,99.7,13.9,3.0,34,12.4,352.0,4.08,72.9,0.427,79.1,1
TAB-01361,57.3,2.56,99.8,16.0,3.2,21,11.92,346.1,3.84,91.1,0.325,78.2,1
TAB-01362,53.5,2.65,97.6,14.1,3.0,21,12.44,349.6,4.1,80.8,0.481,87.4,1
TAB-01363,57.0,3.01,99.5,15.1,3.3,56,12.98,357.3,4.11,78.8,0.592,90.5,1
TAB-01364,38.4,2.64,92.1,17.0,3.7,24,12.08,354.0,3.89,100.0,0.318,79.3,1
TAB-01365,64.3,3.04,100.7,13.8,3.1,60,11.86,343.0,4.06,57.5,0.665,91.5,1
TAB-01366,45.7,2.81,97.7,12.7,3.4,27,12.53,352.8,4.22,77.8,0.512,85.8,1
TAB-01367,39.0,3.08,98.3,14.7,3.7,47,12.7,353.3,4.2,72.5,0.526,85.9,1
TAB-01368,45.6,3.44,97.4,12.3,3.7,58,11.56,349.0,4.1,57.2,0.714,90.7,1
TAB-01369,74.8,3.42,100.8,14.4,2.8,34,11.77,348.8,4.02,89.9,0.555,92.2,1
TAB-01370,46.1,3.64,95.9,14.4,3.5,49,12.34,349.1,4.02,72.5,0.633,86.2,1
TAB-01371,46.7,3.42,100.9,10.1,3.1,34,11.93,355.1,4.21,56.9,0.556,100.0,1
TAB-01372,48.1,3.12,98.8,16.1,3.6,32,11.52,351.3,3.89,87.5,0.387,82.2,1
TAB-01373,48.5,2.78,99.2,14.6,3.3,28,12.27,350.6,4.1,86.9,0.352,81.8,1
TAB-01374,42.2,2.81,97.3,17.4,3.1,53,12.34,349.8,3.96,95.7,0.474,76.2,1
TAB-01375,51.4,2.56,95.4,15.4,3.2,30,11.83,346.5,4.06,75.6,0.403,81.0,1
TAB-01376,60.8,3.0,99.9,16.5,3.1,31,12.03,342.4,3.85,97.8,0.413,83.7,1
TAB-01377,53.1,3.35,98.6,17.4,3.1,60,11.71,350.3,3.79,92.8,0.567,79.6,1
TAB-01378,38.9,2.64,100.7,14.7,2.9,33,11.45,348.9,4.01,82.7,0.539,81.4,1
TAB-01379,46.6,2.98,97.6,15.0,2.9,37,11.75,349.1,4.05,76.7,0.467,87.4,1
TAB-01380,44.5,2.66,97.2,11.9,3.9,60,12.04,349.2,4.16,55.0,0.642,80.4,1
TAB-01381,50.5,3.1,100.8,17.5,3.2,35,11.26,346.9,3.58,105.8,0.339,79.1,1
TAB-01382,63.3,2.73,101.8,14.7,2.7,35,11.79,345.8,3.96,79.1,0.577,81.4,1
TAB-01383,48.5,2.63,98.0,13.0,2.9,53,12.04,348.0,4.12,74.9,0.521,85.2,1
TAB-01384,49.1,2.66,96.5,16.5,3.5,32,12.6,351.8,3.94,94.2,0.38,81.7,1
TAB-01385,67.8,3.25,99.6,10.6,2.6,29,11.84,351.8,4.21,73.2,0.581,94.7,1
TAB-01386,58.8,2.95,97.5,14.1,2.3,37,11.38,350.9,4.08,75.5,0.512,86.1,1
TAB-01387,55.7,2.79,99.2,16.8,2.3,48,11.9,348.4,3.97,79.4,0.575,84.6,1
TAB-01388,69.6,3.13,97.5,14.1,2.1,22,11.72,345.7,4.06,82.6,0.469,88.1,1
TAB-01389,54.9,2.79,101.1,13.6,2.4,35,12.28,351.1,4.1,67.6,0.489,92.9,1
TAB-01390,30.1,3.56,96.6,14.2,2.4,34,11.83,356.3,4.0,83.1,0.566,89.5,1
TAB-01391,58.3,2.51,99.0,11.0,3.7,30,10.64,339.4,4.1,71.6,0.563,89.1,1
TAB-01392,34.1,2.91,97.0,16.4,3.0,46,13.85,361.7,4.11,86.4,0.465,86.9,1
TAB-01393,54.5,2.3,97.4,14.8,2.8,32,12.07,353.0,4.02,89.2,0.476,84.4,1
TAB-01394,32.9,2.83,97.2,14.5,2.3,44,12.04,348.8,3.95,68.5,0.512,90.3,1
TAB-01395,45.3,2.16,99.5,14.5,2.9,40,11.23,342.4,3.91,79.7,0.464,82.5,1
TAB-01396,46.4,3.37,99.8,15.0,2.1,29,11.27,348.8,3.96,79.8,0.469,86.7,1
TAB-01397,42.3,3.38,99.1,16.3,2.8,31,11.95,351.6,3.88,95.2,0.427,84.4,1
TAB-01398,46.5,3.39,97.8,14.9,4.0,27,12.17,353.7,4.04,77.1,0.434,85.7,1
TAB-01399,60.3,3.01,98.3,12.3,3.3,22,12.35,358.0,4.19,70.7,0.516,94.8,1
TAB-01400,42.9,2.56,99.8,16.2,2.9,45,12.12,350.2,3.98,83.1,0.402,86.8,1
TAB-01401,55.5,2.6,99.9,16.0,3.3,47,11.41,342.7,3.92,83.3,0.442,75.2,1
TAB-01402,40.3,3.77,92.6,15.4,2.7,27,10.75,345.5,3.89,72.5,0.497,88.4,1
TAB-01403,48.1,3.72,97.5,17.2,2.6,45,11.95,351.9,3.86,71.1,0.512,80.1,1
TAB-01404,53.2,3.06,97.6,15.1,3.9,59,11.73,352.6,3.9,67.4,0.648,77.4,1
TAB-01405,40.0,2.74,99.3,17.2,2.4,23,11.37,345.7,3.78,99.9,0.375,80.8,1
TAB-01406,36.9,3.68,97.9,17.8,2.8,40,12.41,352.2,3.94,87.7,0.409,82.3,1
TAB-01407,54.9,2.65,99.4,16.2,3.2,49,11.21,341.3,3.8,90.2,0.509,83.9,1
TAB-01408,61.2,3.11,95.8,13.5,2.5,22,12.31,353.4,4.05,75.8,0.472,90.0,1
TAB-01409,49.2,3.68,98.5,14.7,3.3,51,11.29,357.9,3.89,72.0,0.606,90.1,1
TAB-01410,45.4,2.58,99.8,17.5,2.8,59,12.07,348.8,3.79,95.6,0.502,76.8,1
TAB-01411,51.6,3.41,95.1,12.0,3.3,24,12.47,354.5,4.14,76.6,0.485,93.1,1
TAB-01412,50.6,3.26,103.0,14.2,3.3,53,11.83,348.0,4.07,76.3,0.565,89.5,1
TAB-01413,52.4,2.98,100.4,14.3,2.9,35,12.84,350.3,4.08,79.4,0.422,90.5,1
TAB-01414,24.7,2.5,98.0,13.3,3.9,26,12.96,355.1,4.09,77.3,0.365,85.8,1
TAB-01415,39.3,2.64,96.3,16.7,2.7,40,12.12,350.0,3.9,89.7,0.465,79.2,1
TAB-01416,41.5,3.14,97.6,15.8,3.7,23,12.27,344.5,4.01,87.0,0.363,83.3,1
TAB-01417,51.5,2.29,98.2,13.6,3.6,41,12.53,356.1,4.03,75.6,0.526,82.2,1
TAB-01418,51.9,3.07,98.9,16.2,3.9,21,12.27,352.7,4.01,99.3,0.353,85.2,1
TAB-01419,56.4,3.27,101.0,14.7,3.1,49,12.22,351.9,3.97,69.3,0.5,82.4,1
TAB-01420,52.6,3.49,97.0,13.2,2.6,40,11.74,348.4,4.04,75.9,0.537,91.3,1
TAB-01421,37.0,2.3,99.1,13.6,4.0,38,11.16,345.6,3.97,75.0,0.59,85.4,1
TAB-01422,64.5,3.66,95.4,15.9,2.8,28,11.3,349.2,3.86,80.7,0.45,81.3,1
TAB-01423,62.7,3.85,97.2,16.9,2.6,34,13.19,358.9,4.02,85.8,0.509,79.9,1
TAB-01424,37.4,3.21,98.8,14.0,2.9,27,12.16,354.4,4.1,70.8,0.475,84.4,1
TAB-01425,53.3,2.48,99.4,16.1,2.5,49,11.88,352.2,3.93,82.0,0.429,80.4,1
TAB-01426,44.0,2.84,96.5,18.2,3.3,28,12.63,358.8,3.87,96.6,0.441,82.3,1
TAB-01427,51.4,2.98,97.1,12.5,2.7,45,11.63,345.6,4.11,62.6,0.56,89.7,1
TAB-01428,60.5,3.14,100.9,15.7,2.9,31,12.29,350.0,4.0,85.8,0.383,86.1,1
TAB-01429,71.3,3.01,100.3,16.7,3.5,46,12.04,351.3,3.89,91.3,0.473,86.6,1
TAB-01430,57.5,3.14,98.4,14.8,3.3,42,12.23,349.1,4.03,83.8,0.509,89.4,1
TAB-01431,52.9,2.95,93.5,17.5,3.0,37,11.83,347.2,3.82,92.9,0.47,80.0,1
TAB-01432,46.6,3.13,103.0,19.4,3.1,47,11.52,349.3,3.69,100.4,0.419,74.3,0
TAB-01433,51.8,2.77,98.0,15.7,3.0,37,11.59,350.2,3.96,86.0,0.589,84.5,1
TAB-01434,63.6,2.83,97.4,14.5,2.8,53,11.61,351.5,4.01,79.6,0.518,84.1,1
TAB-01435,49.6,2.71,97.0,17.0,3.0,49,12.0,348.8,3.94,88.6,0.523,85.7,1
TAB-01436,41.1,3.96,98.8,16.7,3.2,42,11.22,349.4,3.87,78.6,0.424,86.7,1
TAB-01437,33.8,3.73,98.8,10.0,2.9,55,11.38,349.1,4.15,38.7,0.707,97.1,0
TAB-01438,55.1,3.28,99.9,15.0,3.2,53,12.07,350.9,4.06,77.1,0.598,87.6,1
TAB-01439,52.5,3.66,96.1,14.2,2.6,41,11.94,348.6,4.02,78.4,0.499,89.2,1
TAB-01440,43.5,3.4,97.4,15.8,2.7,23,12.1,348.4,4.02,84.1,0.493,83.2,1
TAB-01441,60.3,3.09,102.1,14.6,2.6,43,11.98,352.1,4.01,74.6,0.547,88.1,1
TAB-01442,45.8,2.25,98.4,14.8,2.7,34,13.26,352.3,4.15,82.0,0.421,82.1,1
TAB-01443,48.7,2.87,97.7,13.3,3.6,42,12.06,344.7,4.11,69.8,0.557,93.8,1
TAB-01444,49.8,2.83,96.1,16.5,3.4,46,11.81,348.6,3.95,83.8,0.462,79.5,1
TAB-01445,46.5,2.43,99.0,18.3,2.5,46,12.05,353.5,3.76,88.6,0.497,78.0,1
TAB-01446,52.4,2.26,100.1,13.3,3.2,47,12.51,342.7,4.06,72.8,0.582,83.9,1
TAB-01447,61.5,3.25,99.7,12.2,2.8,47,11.98,349.5,4.17,65.7,0.623,89.5,1
TAB-01448,38.6,3.16,97.5,15.0,2.7,24,12.34,354.1,4.05,75.7,0.46,79.5,1
TAB-01449,54.9,2.42,98.7,14.9,2.3,28,12.2,344.4,3.98,81.4,0.336,84.8,1
TAB-01450,51.7,2.63,101.3,17.3,3.5,45,11.85,347.9,3.89,88.6,0.534,77.7,1
TAB-01451,51.5,3.58,100.1,12.5,2.3,36,12.06,348.0,4.06,57.9,0.555,95.0,1
TAB-01452,58.7,2.56,96.4,13.9,3.0,51,12.8,350.1,4.3,70.6,0.603,87.5,1
TAB-01453,50.5,3.09,92.9,10.7,2.5,25,12.12,349.6,4.29,60.8,0.553,94.3,1
TAB-01454,54.8,2.91,98.6,17.7,3.4,28,11.51,344.0,3.84,93.0,0.429,75.2,1
TAB-01455,57.2,3.25,99.6,15.5,2.8,42,11.84,346.1,3.96,80.9,0.462,86.9,1
TAB-01456,45.0,2.57,95.8,14.1,2.9,40,10.94,343.7,3.91,72.8,0.451,83.3,1
TAB-01457,53.0,3.05,98.0,12.4,2.9,31,12.07,357.1,4.07,65.2,0.621,86.3,1
TAB-01458,47.5,3.08,97.5,12.5,3.2,36,12.66,355.7,4.18,70.1,0.459,91.3,1
TAB-01459,48.7,3.12,98.2,15.8,3.0,21,11.33,349.9,3.85,85.7,0.341,79.8,1
TAB-01460,46.8,3.04,96.9,12.8,3.0,21,12.07,352.8,4.08,71.2,0.456,83.1,1
TAB-01461,54.7,3.17,100.6,15.2,2.7,24,12.49,350.7,3.97,92.0,0.426,89.2,1
TAB-01462,50.8,4.1,98.3,19.1,2.2,43,12.55,355.9,3.86,88.0,0.461,78.5,1
TAB-01463,53.9,4.28,96.2,14.3,2.4,55,12.64,359.1,4.08,73.3,0.681,85.2,1
TAB-01464,49.8,2.68,99.8,13.1,3.4,30,11.07,347.2,4.03,73.8,0.52,85.0,1
TAB-01465,34.0,1.84,95.5,15.8,2.8,21,12.25,349.5,4.01,86.0,0.333,77.0,1
TAB-01466,50.3,3.3,100.6,12.5,2.7,48,11.25,348.4,4.06,60.4,0.592,94.2,1
TAB-01467,50.6,3.09,100.0,18.4,2.3,54,11.5,355.1,3.91,91.5,0.506,73.4,0
TAB-01468,52.4,3.53,100.8,17.8,2.1,26,12.41,355.6,3.94,100.8,0.373,77.1,1
TAB-01469,44.1,3.14,97.7,14.7,2.6,35,12.08,349.7,3.96,81.1,0.406,88.7,1
TAB-01470,38.0,3.03,97.0,13.2,3.4,26,12.36,351.7,4.15,73.8,0.484,86.7,1
TAB-01471,56.2,3.56,98.2,14.1,2.7,24,11.54,345.6,3.99,84.6,0.505,89.4,1
TAB-01472,47.3,3.63,97.8,14.4,3.2,46,12.74,362.0,4.04,62.5,0.565,86.5,1
TAB-01473,51.7,2.31,96.7,15.8,2.7,59,12.34,355.1,3.92,82.7,0.43,87.5,1
TAB-01474,47.2,2.59,96.9,17.1,3.3,47,12.44,351.7,3.96,91.9,0.445,75.6,1
TAB-01475,49.9,2.95,97.3,12.9,2.8,59,11.46,353.7,4.08,65.3,0.681,89.8,1
TAB-01476,45.5,3.05,95.7,17.0,2.4,37,12.59,354.9,3.91,80.5,0.377,85.4,1
TAB-01477,40.3,2.89,99.4,16.2,2.9,56,11.84,347.7,3.97,74.7,0.584,80.6,1
TAB-01478,54.7,3.22,97.9,14.0,3.9,28,11.69,351.6,4.03,79.3,0.45,85.7,1
TAB-01479,44.0,3.5,97.4,12.8,3.9,25,12.31,353.8,4.2,77.4,0.491,92.8,1
TAB-01480,51.6,3.86,95.8,15.2,3.2,48,12.29,355.7,4.07,84.8,0.545,90.2,1
TAB-01481,54.1,3.29,95.7,12.9,2.9,35,11.58,344.4,4.06,66.9,0.474,87.9,1
TAB-01482,44.1,2.57,101.9,17.0,3.2,33,13.03,351.9,4.08,87.1,0.473,83.7,1
TAB-01483,38.0,2.93,96.7,12.8,3.2,47,12.91,358.9,4.15,69.1,0.616,88.8,1
TAB-01484,74.3,2.96,99.2,16.1,3.0,33,12.3,356.5,4.09,105.5,0.475,85.4,1
TAB-01485,44.7,3.26,98.3,14.8,3.2,43,12.22,355.8,3.99,82.0,0.576,90.3,1
TAB-01486,56.2,3.19,92.4,13.9,3.1,32,12.16,357.9,4.07,73.5,0.517,90.4,1
TAB-01487,69.4,4.03,101.6,14.8,2.8,51,11.23,349.9,3.9,88.3,0.659,89.5,1
TAB-01488,57.9,2.77,99.4,17.2,2.4,32,12.06,351.3,3.88,98.0,0.375,78.4,1
TAB-01489,47.0,3.19,96.5,12.6,2.8,41,12.05,347.9,4.27,61.7,0.633,98.3,1
TAB-01490,49.3,4.18,97.9,14.2,3.4,21,11.71,349.2,3.99,86.1,0.544,87.8,1
TAB-01491,41.7,2.71,95.7,13.5,3.0,52,11.85,342.7,4.1,64.4,0.593,87.7,1
TAB-01492,58.8,3.07,101.7,14.9,3.2,45,10.81,343.2,3.87,76.8,0.515,87.3,1
TAB-01493,55.7,2.53,96.2,13.6,2.9,28,11.45,340.1,4.06,83.7,0.381,88.3,1
TAB-01494,44.9,3.04,97.0,11.5,2.5,29,12.46,355.6,4.2,63.3,0.527,98.3,1
TAB-01495,39.6,2.61,96.5,12.9,2.9,30,12.87,354.7,4.2,72.1,0.559,87.7,1
TAB-01496,36.8,3.52,98.2,18.3,2.5,43,11.53,342.6,3.82,89.4,0.418,79.1,1
TAB-01497,59.9,3.07,100.7,15.5,2.5,42,12.09,350.0,3.95,88.0,0.554,89.4,1
TAB-01498,51.2,2.53,101.6,15.4,3.6,31,12.55,357.7,4.17,77.0,0.399,82.4,1
TAB-01499,52.1,3.42,97.2,14.4,2.8,48,11.74,349.2,4.04,74.2,0.552,90.1,1
TAB-01500,41.8,3.09,98.8,14.9,2.6,56,12.34,348.9,4.03,70.5,0.526,85.6,1
TAB-01501,35.4,3.48,98.2,14.1,3.8,22,11.98,345.5,4.01,73.7,0.412,90.2,1
TAB-01502,59.6,2.43,96.0,16.1,3.4,37,12.6,346.6,4.01,88.1,0.466,83.8,1
TAB-01503,50.4,3.18,102.8,15.2,2.8,44,11.36,348.8,3.86,65.5,0.562,84.0,1
TAB-01504,59.1,3.39,100.7,12.7,3.2,43,11.45,346.7,4.15,63.6,0.595,85.8,1
TAB-01505,46.1,2.79,98.4,15.5,2.9,21,12.14,349.2,4.01,94.8,0.358,78.1,1
TAB-01506,47.6,2.37,101.2,10.1,2.7,28,12.05,347.7,4.25,65.0,0.454,87.3,1
TAB-01507,57.1,2.98,100.4,15.8,3.2,22,11.97,349.4,4.01,90.4,0.398,83.4,1
TAB-01508,57.3,3.61,98.2,12.2,2.8,43,12.29,349.0,4.13,56.1,0.583,85.8,1
