sample_id,plant,temperatuur_C,druk_bar,debiet_kgh,katalysator_kgh,voeding_conc_molL,conversie,selectiviteit,opbrengst_pct,energie_kWh,heeft_label
Plant_A-01266,Plant_A,161.7,9.56,83.4,0.64,1.33,0.7218,0.792,57.16,57.4,1
Plant_A-01267,Plant_A,142.3,1.21,95.8,2.63,0.669,0.5893,0.8533,50.29,60.0,1
Plant_A-01268,Plant_A,194.4,8.63,134.1,1.19,0.652,0.7104,0.8613,61.18,69.0,1
Plant_A-01269,Plant_A,157.1,7.48,112.5,3.0,1.056,0.7054,0.8512,60.05,63.2,1
Plant_A-01270,Plant_A,153.5,6.67,139.3,3.39,1.638,0.7293,0.8685,63.34,69.6,1
Plant_A-01271,Plant_A,162.8,4.68,75.2,2.69,1.783,0.8331,0.8745,72.86,54.8,1
Plant_A-01272,Plant_A,159.5,6.45,113.2,2.0,0.624,0.6523,0.8494,55.41,62.0,1
Plant_A-01273,Plant_A,177.3,8.82,53.3,1.76,0.717,0.7917,0.8647,68.46,53.2,1
Plant_A-01274,Plant_A,149.5,1.76,82.8,4.45,0.908,0.6381,0.9192,58.65,56.5,1
Plant_A-01275,Plant_A,161.5,2.26,86.2,1.47,1.9,0.7536,0.8537,64.33,58.9,1
Plant_A-01276,Plant_A,176.3,7.44,134.6,1.0,1.785,0.7492,0.8397,62.91,69.8,1
Plant_A-01277,Plant_A,140.0,7.98,131.5,4.87,1.224,0.706,0.8558,60.42,65.6,1
Plant_A-01278,Plant_A,192.7,5.17,53.9,4.93,1.528,0.8732,0.9471,82.71,54.2,1
Plant_A-01279,Plant_A,187.3,6.6,96.7,2.06,1.255,0.8038,0.878,70.58,62.3,1
Plant_A-01280,Plant_A,173.8,4.91,64.3,3.57,0.727,0.7616,0.9159,69.75,54.9,1
Plant_A-01281,Plant_A,169.7,6.23,75.4,1.98,1.654,0.788,0.8593,67.71,55.5,1
Plant_A-01282,Plant_A,150.1,9.49,90.7,1.19,1.61,0.7698,0.7941,61.12,59.6,1
Plant_A-01283,Plant_A,188.3,1.97,97.3,3.76,1.372,0.8095,0.9436,76.39,64.2,1
Plant_A-01284,Plant_A,147.8,1.53,50.4,1.0,1.409,0.6887,0.8338,57.42,51.3,1
Plant_A-01285,Plant_A,175.5,7.82,64.4,3.69,1.737,0.879,0.8807,77.42,55.6,1
Plant_A-01286,Plant_A,153.1,8.0,124.1,2.65,0.69,0.6588,0.8475,55.83,65.2,1
Plant_A-01287,Plant_A,151.4,9.84,78.6,4.36,0.693,0.7368,0.8949,65.94,57.0,1
Plant_A-01288,Plant_A,173.8,1.5,59.2,0.94,0.903,0.6637,0.8559,56.81,53.3,1
Plant_A-01289,Plant_A,187.9,3.88,134.7,2.39,1.233,0.6979,0.901,62.88,69.6,1
Plant_A-01290,Plant_A,182.3,3.12,133.8,2.67,1.47,0.7312,0.9039,66.1,68.9,1
Plant_A-01291,Plant_A,197.0,6.59,134.5,4.95,1.965,0.8511,0.9464,80.55,69.2,1
Plant_A-01292,Plant_A,195.7,9.31,130.3,2.2,1.287,0.8001,0.8511,68.09,69.1,1
Plant_A-01293,Plant_A,140.7,7.52,90.3,1.1,1.994,0.7357,0.8142,59.9,58.3,1
Plant_A-01294,Plant_A,148.2,6.44,104.5,1.82,1.995,0.7801,0.845,65.93,61.5,1
Plant_A-01295,Plant_A,141.3,8.29,123.9,2.25,0.721,0.6034,0.8302,50.1,64.0,1
Plant_A-01296,Plant_A,190.7,1.55,129.1,2.6,1.945,0.7728,0.9431,72.88,67.6,1
Plant_A-01297,Plant_A,162.0,7.41,113.7,0.81,0.988,0.6772,0.8443,57.18,63.2,1
Plant_A-01298,Plant_A,180.1,5.71,74.8,4.83,1.375,0.8418,0.9138,76.92,56.3,1
Plant_A-01299,Plant_A,193.5,3.89,55.2,0.71,0.955,0.7578,0.8717,66.06,54.2,1
Plant_A-01300,Plant_A,163.3,9.5,127.7,3.84,1.997,0.8427,0.8676,73.11,68.2,1
Plant_A-01301,Plant_A,167.4,3.05,63.9,1.76,1.493,0.7468,0.8336,62.25,56.9,1
Plant_A-01302,Plant_A,183.4,3.08,64.3,3.35,1.934,0.8843,0.9173,81.11,55.0,1
Plant_A-01303,Plant_A,147.1,1.4,140.0,1.24,1.109,0.5615,0.8605,48.32,69.4,1
Plant_A-01304,Plant_A,183.2,1.97,149.6,3.52,1.87,0.7613,0.9028,68.74,71.1,1
Plant_A-01305,Plant_A,161.7,2.3,137.1,2.12,0.879,0.6402,0.8695,55.67,69.8,1
Plant_A-01306,Plant_A,171.6,7.32,100.9,3.19,1.667,0.7787,0.8517,66.32,61.0,1
Plant_A-01307,Plant_A,169.3,5.82,63.4,2.78,1.053,0.7162,0.8783,62.91,54.7,1
Plant_A-01308,Plant_A,189.7,2.08,119.4,4.51,1.187,0.7527,0.9412,70.84,64.0,1
Plant_A-01309,Plant_A,197.2,7.24,61.9,1.05,1.421,0.81,0.8462,68.54,56.7,1
Plant_A-01310,Plant_A,188.1,9.95,75.5,1.99,0.639,0.7827,0.8554,66.95,56.0,1
Plant_A-01311,Plant_A,152.9,4.02,93.4,1.47,1.515,0.7243,0.8328,60.32,60.1,1
Plant_A-01312,Plant_A,149.3,3.06,65.8,1.27,1.589,0.7079,0.8311,58.84,54.1,1
Plant_A-01313,Plant_A,148.1,3.93,103.5,2.54,0.993,0.6389,0.861,55.0,62.5,1
Plant_A-01314,Plant_A,156.3,4.83,111.7,0.94,0.616,0.6066,0.8257,50.09,61.1,1
Plant_A-01315,Plant_A,153.0,2.89,144.5,3.76,1.376,0.6728,0.9017,60.66,69.9,1
Plant_A-01316,Plant_A,195.3,7.09,137.9,2.51,1.308,0.785,0.8708,68.36,71.0,1
Plant_A-01317,Plant_A,184.1,6.16,104.2,4.07,0.712,0.7251,0.9192,66.65,65.0,1
Plant_A-01318,Plant_A,166.9,5.51,141.0,4.09,1.636,0.7381,0.9005,66.47,69.2,1
Plant_A-01319,Plant_A,160.5,3.13,106.9,1.95,1.365,0.6435,0.8663,55.74,61.7,1
Plant_A-01320,Plant_A,194.3,4.69,53.9,2.7,1.439,0.8485,0.9007,76.43,53.7,1
Plant_A-01321,Plant_A,165.4,2.14,59.3,1.87,1.017,0.7271,0.8657,62.94,53.4,1
Plant_A-01322,Plant_A,187.4,1.53,101.9,2.9,1.84,0.8219,0.9057,74.44,64.3,1
Plant_A-01323,Plant_A,177.1,1.69,90.7,3.09,0.847,0.7181,0.9392,67.45,59.7,1
Plant_A-01324,Plant_A,158.5,3.54,115.3,2.69,1.252,0.67,0.8791,58.9,63.5,1
Plant_A-01325,Plant_A,165.4,5.75,50.4,2.44,1.424,0.8252,0.8606,71.02,51.0,1
Plant_A-01326,Plant_A,180.4,6.11,92.8,4.3,0.738,0.748,0.8942,66.88,60.2,1
Plant_A-01327,Plant_A,166.0,9.65,135.7,2.08,1.967,0.799,0.8253,65.94,68.1,1
Plant_A-01328,Plant_A,187.3,3.11,57.6,4.69,0.575,0.7649,0.9501,72.67,53.7,1
Plant_A-01329,Plant_A,175.5,5.85,85.7,3.81,1.673,0.8173,0.9157,74.83,58.6,1
Plant_A-01330,Plant_A,145.3,3.43,86.1,2.71,1.362,0.6907,0.884,61.05,57.2,1
Plant_A-01331,Plant_A,199.4,3.21,76.5,1.49,1.454,0.8309,0.8778,72.93,58.5,1
Plant_A-01332,Plant_A,199.5,5.6,136.6,3.23,1.884,0.8491,0.8952,76.02,69.6,1
Plant_A-01333,Plant_A,193.4,2.76,88.1,4.48,1.492,0.8455,0.9552,80.76,61.2,1
Plant_A-01334,Plant_A,141.2,8.46,125.9,2.88,0.848,0.6489,0.8489,55.08,64.5,1
Plant_A-01335,Plant_A,151.2,4.4,123.5,4.51,1.84,0.7652,0.8956,68.53,64.7,1
Plant_A-01336,Plant_A,194.3,5.29,101.5,3.35,1.307,0.7932,0.8964,71.11,63.8,1
Plant_A-01337,Plant_A,147.3,6.77,123.2,1.79,1.523,0.6953,0.8171,56.81,65.4,1
Plant_A-01338,Plant_A,148.5,9.0,64.6,3.25,0.671,0.7045,0.8449,59.52,54.0,1
Plant_A-01339,Plant_A,185.3,6.65,61.3,1.19,1.661,0.8368,0.8546,71.51,52.9,1
Plant_A-01340,Plant_A,177.6,8.32,50.2,1.43,0.908,0.7662,0.8543,65.45,52.0,1
Plant_A-01341,Plant_A,156.0,2.17,133.8,2.12,1.951,0.6884,0.8675,59.72,68.2,1
Plant_A-01342,Plant_A,152.5,2.43,59.9,4.22,0.802,0.6748,0.9189,62.01,51.3,1
Plant_A-01343,Plant_A,174.4,6.87,103.6,1.57,1.482,0.7657,0.8641,66.16,63.2,1
Plant_A-01344,Plant_A,180.4,5.78,146.2,0.85,0.637,0.6119,0.8545,52.29,72.3,1
Plant_A-01345,Plant_A,150.2,7.47,102.4,1.07,1.565,0.7589,0.8123,61.64,61.3,1
Plant_A-01346,Plant_A,192.0,4.44,55.1,2.42,0.802,0.7555,0.8948,67.6,54.6,1
Plant_A-01347,Plant_A,188.3,3.29,92.4,1.13,1.471,0.7934,0.8623,68.41,59.2,1
Plant_A-01348,Plant_A,170.6,7.59,59.1,2.83,0.745,0.7893,0.8926,70.45,54.3,1
Plant_A-01349,Plant_A,175.1,8.86,110.9,3.05,0.983,0.7676,0.8824,67.74,65.8,1
Plant_A-01350,Plant_A,169.6,3.62,120.7,4.0,0.961,0.7057,0.9433,66.57,65.1,1
Plant_A-01351,Plant_A,149.2,9.46,88.9,1.93,1.098,0.7422,0.8324,61.78,58.2,1
Plant_A-01352,Plant_A,175.0,7.97,149.7,1.95,1.246,0.7477,0.8305,62.1,72.1,1
Plant_A-01353,Plant_A,147.8,7.45,114.9,4.27,1.66,0.7521,0.8821,66.35,61.4,1
Plant_A-01354,Plant_A,156.7,2.81,65.3,3.95,0.817,0.7023,0.9126,64.09,53.2,1
Plant_A-01355,Plant_A,145.5,1.63,107.5,1.06,1.206,0.5877,0.8334,48.98,60.5,1
Plant_A-01356,Plant_A,196.4,1.71,103.8,4.31,1.877,0.8018,0.9264,74.28,64.2,1
Plant_A-01357,Plant_A,149.2,4.74,114.9,3.87,0.781,0.6771,0.8785,59.48,60.9,1
Plant_A-01358,Plant_A,157.8,9.23,141.5,0.6,1.067,0.6204,0.8029,49.81,70.2,1
Plant_A-01359,Plant_A,187.3,1.5,138.0,2.69,1.199,0.7142,0.8939,63.84,69.0,1
Plant_A-01360,Plant_A,156.2,3.28,111.0,0.78,1.064,0.6059,0.8504,51.53,64.1,1
Plant_A-01361,Plant_A,199.6,5.24,63.0,4.11,0.503,0.7761,0.9252,71.8,55.5,1
Plant_A-01362,Plant_A,144.5,5.18,84.9,0.83,0.785,0.6126,0.7996,48.98,55.7,1
Plant_A-01363,Plant_A,168.6,8.16,120.3,4.25,1.715,0.8252,0.8876,73.24,65.6,1
Plant_A-01364,Plant_A,180.8,1.19,111.2,3.22,1.374,0.7481,0.9238,69.11,63.9,1
Plant_A-01365,Plant_A,191.1,2.74,103.6,1.88,0.533,0.655,0.8954,58.65,64.4,1
Plant_A-01366,Plant_A,152.7,9.22,76.1,4.25,1.983,0.8704,0.8705,75.77,54.7,1
Plant_A-01367,Plant_A,173.2,7.22,82.8,0.59,1.723,0.81,0.8249,66.82,59.2,1
Plant_A-01368,Plant_A,197.5,7.26,121.9,4.39,1.27,0.8056,0.9144,73.66,66.0,1
Plant_A-01369,Plant_A,172.9,3.72,55.9,1.58,1.589,0.8066,0.9061,73.09,54.3,1
Plant_A-01370,Plant_A,185.0,6.62,63.3,4.28,1.193,0.8222,0.9297,76.44,54.2,1
Plant_A-01371,Plant_A,174.7,2.12,56.4,4.41,1.927,0.8656,0.9439,81.7,52.6,1
Plant_A-01372,Plant_A,160.8,1.65,55.5,3.77,1.493,0.7625,0.8859,67.55,53.5,1
Plant_A-01373,Plant_A,145.3,2.71,54.4,4.16,1.388,0.7419,0.9196,68.23,51.1,1
Plant_A-01374,Plant_A,159.9,9.84,60.2,3.68,1.448,0.8484,0.8578,72.78,53.9,1
Plant_A-01375,Plant_A,175.7,9.05,126.9,3.39,1.469,0.7804,0.8941,69.77,68.4,1
Plant_A-01376,Plant_A,166.8,3.31,122.2,4.93,1.261,0.7261,0.9184,66.69,66.3,1
Plant_A-01377,Plant_A,163.0,7.83,139.7,3.84,1.995,0.7695,0.8939,68.78,68.3,1
Plant_A-01378,Plant_A,152.3,4.18,148.2,2.82,0.706,0.5916,0.8622,51.0,70.7,1
Plant_A-01379,Plant_A,188.4,3.35,108.6,3.07,1.162,0.736,0.9166,67.46,65.6,1
Plant_A-01380,Plant_A,153.0,2.95,131.0,2.56,0.979,0.6263,0.8899,55.73,65.0,1
Plant_A-01381,Plant_A,152.2,9.89,87.0,4.01,1.92,0.8676,0.8811,76.45,58.5,1
Plant_A-01382,Plant_A,149.0,7.49,120.1,2.07,1.111,0.6793,0.8214,55.8,64.8,1
Plant_A-01383,Plant_A,181.7,6.05,150.0,1.31,1.438,0.6944,0.8646,60.04,72.2,1
Plant_A-01384,Plant_A,147.9,4.29,90.9,2.19,1.606,0.7124,0.8429,60.05,61.9,1
Plant_A-01385,Plant_A,158.6,2.61,116.5,0.72,0.971,0.6181,0.8372,51.75,64.9,1
Plant_A-01386,Plant_A,165.7,3.59,125.4,1.79,1.085,0.6595,0.8871,58.5,66.7,1
Plant_A-01387,Plant_A,151.6,7.4,106.5,2.05,1.568,0.765,0.8419,64.41,62.0,1
Plant_A-01388,Plant_A,195.1,7.35,143.6,2.95,1.537,0.8295,0.9251,76.73,71.5,1
Plant_A-01389,Plant_A,145.6,9.04,79.0,0.86,1.505,0.7271,0.7815,56.82,55.5,1
Plant_A-01390,Plant_A,165.3,1.14,68.4,3.06,1.689,0.771,0.8671,66.86,55.4,1
Plant_A-01391,Plant_A,181.9,4.85,79.7,0.96,0.685,0.6917,0.8412,58.19,57.2,1
Plant_A-01392,Plant_A,174.9,8.87,138.0,2.9,0.901,0.7034,0.8818,62.03,69.0,1
Plant_A-01393,Plant_A,180.7,8.21,102.5,0.55,1.62,0.7698,0.8476,65.25,61.5,1
Plant_A-01394,Plant_A,174.7,2.04,136.2,1.22,0.509,0.599,0.8878,53.17,69.8,1
Plant_A-01395,Plant_A,185.2,5.63,147.2,4.99,1.949,0.8181,0.9549,78.12,71.5,1
Plant_A-01396,Plant_A,185.7,6.02,60.5,3.46,1.961,0.897,0.8971,80.47,55.4,1
Plant_A-01397,Plant_A,146.3,5.89,146.6,3.76,0.873,0.617,0.8856,54.64,68.1,1
Plant_A-01398,Plant_A,144.8,1.28,97.0,4.26,0.953,0.6395,0.8865,56.68,59.6,1
Plant_A-01399,Plant_A,185.5,1.98,125.2,2.19,1.89,0.7866,0.9239,72.68,64.9,1
Plant_A-01400,Plant_A,142.2,1.79,114.3,4.5,1.256,0.6682,0.9117,60.92,63.5,1
Plant_A-01401,Plant_A,162.5,9.1,81.0,1.59,0.657,0.6763,0.819,55.39,59.0,1
Plant_A-01402,Plant_A,191.1,1.61,100.0,2.97,0.994,0.7596,0.9299,70.64,64.2,1
Plant_A-01403,Plant_A,156.9,2.17,87.5,3.66,0.92,0.6854,0.9002,61.7,57.6,1
Plant_A-01404,Plant_A,174.7,2.61,73.6,2.77,0.87,0.7057,0.8852,62.47,55.7,1
Plant_A-01405,Plant_A,158.2,7.55,113.9,2.01,1.702,0.7545,0.8588,64.79,63.5,1
Plant_A-01406,Plant_A,148.9,3.4,99.5,1.55,1.345,0.6861,0.8398,57.63,61.1,1
Plant_A-01407,Plant_A,186.7,7.06,61.3,0.57,1.942,0.871,0.8481,73.87,53.9,1
Plant_A-01408,Plant_A,169.9,5.65,135.4,0.75,0.784,0.6372,0.8011,51.04,67.8,1
Plant_A-01409,Plant_A,146.0,2.49,53.3,1.89,1.813,0.7402,0.8449,62.53,50.6,1
Plant_A-01410,Plant_A,166.9,3.25,85.9,3.44,1.337,0.7477,0.8897,66.52,58.7,1
Plant_A-01411,Plant_A,156.2,2.53,111.9,0.58,0.518,0.537,0.8586,46.1,60.5,1
Plant_A-01412,Plant_A,198.4,9.48,59.9,3.19,0.521,0.835,0.8951,74.74,54.6,1
Plant_A-01413,Plant_A,198.7,9.26,143.5,0.7,0.583,0.6899,0.858,59.19,70.5,1
Plant_A-01414,Plant_A,185.6,8.33,51.4,2.0,1.649,0.8823,0.8663,76.43,51.9,1
Plant_A-01415,Plant_A,184.4,8.59,123.6,0.75,0.615,0.6351,0.8347,53.01,65.8,1
Plant_A-01416,Plant_A,195.4,6.13,129.3,2.3,1.688,0.7866,0.8921,70.17,70.2,1
Plant_A-01417,Plant_A,189.7,1.48,103.8,0.71,0.736,0.6389,0.8678,55.44,62.8,1
Plant_A-01418,Plant_A,156.3,1.12,140.3,1.54,0.825,0.5532,0.8549,47.29,67.3,1
Plant_A-01419,Plant_A,176.1,5.96,102.1,3.51,0.841,0.7619,0.8764,66.77,62.1,1
Plant_A-01420,Plant_A,194.8,1.34,126.7,2.76,0.83,0.6885,0.9208,63.39,68.6,1
Plant_A-01421,Plant_A,188.3,5.24,149.1,4.68,1.031,0.7434,0.9344,69.47,72.1,1
Plant_A-01422,Plant_A,150.5,3.11,110.9,4.57,1.187,0.6534,0.9004,58.84,63.6,1
Plant_A-01423,Plant_A,179.9,1.24,82.2,4.0,0.582,0.6614,0.918,60.71,58.4,1
Plant_A-01424,Plant_A,181.1,8.42,51.1,2.82,1.03,0.8102,0.8914,72.23,53.8,1
Plant_A-01425,Plant_A,169.3,5.58,119.2,4.08,0.671,0.715,0.8865,63.38,67.3,1
Plant_A-01426,Plant_A,160.6,8.22,92.7,3.07,0.726,0.7039,0.8621,60.68,59.2,1
Plant_A-01427,Plant_A,143.3,1.66,65.2,3.35,0.539,0.5994,0.8986,53.86,54.1,1
Plant_A-01428,Plant_A,193.2,1.45,136.9,3.93,1.09,0.7268,0.9356,68.0,69.4,1
Plant_A-01429,Plant_A,176.7,2.41,127.2,1.94,1.914,0.7555,0.8884,67.12,66.9,1
Plant_A-01430,Plant_A,199.0,8.06,137.1,3.02,1.554,0.8142,0.9189,74.82,69.9,1
Plant_A-01431,Plant_A,156.2,2.87,82.1,4.87,1.392,0.7239,0.9184,66.49,57.9,1
Plant_A-01432,Plant_A,193.6,7.3,59.7,1.2,1.965,0.9001,0.85,76.51,54.0,1
Plant_A-01433,Plant_A,175.9,4.92,127.5,2.0,1.364,0.7488,0.8734,65.41,67.9,1
Plant_A-01434,Plant_A,147.1,5.07,145.5,2.62,1.423,0.6644,0.8662,57.55,67.6,1
Plant_A-01435,Plant_A,152.6,6.13,117.1,3.52,1.128,0.7281,0.8544,62.21,65.0,1
Plant_A-01436,Plant_A,197.2,4.44,88.6,3.22,0.849,0.76,0.9046,68.75,61.4,1
Plant_A-01437,Plant_A,152.6,2.95,119.1,3.54,1.218,0.6957,0.8947,62.25,64.8,1
Plant_A-01438,Plant_A,178.6,9.29,92.7,3.78,1.996,0.8534,0.9038,77.13,59.7,1
Plant_A-01439,Plant_A,175.9,7.88,89.3,3.16,1.752,0.8557,0.8801,75.31,60.2,1
Plant_A-01440,Plant_A,174.1,4.5,87.5,3.19,1.128,0.7324,0.9231,67.61,59.3,1
Plant_A-01441,Plant_A,190.8,8.9,121.6,1.4,1.93,0.8662,0.8703,75.38,67.2,1
Plant_A-01442,Plant_A,154.9,4.54,98.7,3.1,1.951,0.7617,0.9053,68.96,60.9,1
Plant_A-01443,Plant_A,154.3,2.03,124.2,0.99,1.904,0.6676,0.8523,56.89,63.9,1
Plant_A-01444,Plant_A,146.2,8.33,63.9,4.02,1.26,0.7773,0.8591,66.78,53.1,1
Plant_A-01445,Plant_A,146.5,1.83,73.7,1.67,1.039,0.6268,0.8569,53.71,54.3,1
Plant_A-01446,Plant_A,142.0,3.48,143.2,3.19,1.172,0.6217,0.8667,53.88,69.4,1
Plant_A-01447,Plant_A,195.3,4.2,120.9,3.65,0.881,0.704,0.9374,66.0,66.5,1
Plant_A-01448,Plant_A,150.4,8.01,127.0,3.96,1.636,0.7551,0.8669,65.46,64.9,1
Plant_A-01449,Plant_A,196.2,2.95,95.5,0.74,0.851,0.7105,0.9019,64.09,59.6,1
Plant_A-01450,Plant_A,146.2,9.87,96.9,3.13,1.864,0.8047,0.8346,67.15,58.9,1
Plant_A-01451,Plant_A,198.0,4.15,96.1,4.07,1.135,0.7757,0.9238,71.66,62.1,1
Plant_A-01452,Plant_A,184.8,4.29,61.5,1.53,1.581,0.8241,0.8718,71.85,54.4,1
Plant_A-01453,Plant_A,199.2,6.75,58.5,4.19,1.165,0.8559,0.9444,80.83,54.8,1
Plant_A-01454,Plant_A,177.7,3.72,133.6,3.87,1.819,0.7851,0.9087,71.35,68.0,1
Plant_A-01455,Plant_A,149.4,2.03,81.4,2.2,1.354,0.6619,0.8769,58.03,55.5,1
Plant_A-01456,Plant_A,141.0,9.25,147.0,1.71,1.381,0.6804,0.8075,54.94,69.4,1
Plant_A-01457,Plant_A,150.4,6.61,75.7,4.53,0.747,0.6901,0.8797,60.71,55.6,1
Plant_A-01458,Plant_A,178.5,9.14,54.5,2.23,1.92,0.8953,0.8434,75.51,52.8,1
Plant_A-01459,Plant_A,161.1,8.68,103.6,3.46,1.025,0.7113,0.8703,61.9,62.5,1
Plant_A-01460,Plant_A,190.7,8.32,92.8,0.81,1.585,0.8168,0.8194,66.92,58.3,1
Plant_A-01461,Plant_A,144.0,8.44,98.6,2.54,1.863,0.7996,0.8316,66.49,60.2,1
Plant_A-01462,Plant_A,140.6,8.94,103.9,1.95,1.041,0.6863,0.8001,54.91,60.5,1
Plant_A-01463,Plant_A,159.1,8.22,116.0,1.64,1.949,0.7539,0.8442,63.65,63.8,1
Plant_A-01464,Plant_A,180.9,8.64,83.2,0.55,0.541,0.6877,0.8429,57.97,58.9,1
Plant_A-01465,Plant_A,188.3,3.68,101.0,1.2,1.669,0.768,0.8831,67.82,62.7,1
Plant_A-01466,Plant_A,193.0,8.88,137.1,2.88,0.887,0.7492,0.8912,66.76,70.7,1
Plant_A-01467,Plant_A,164.9,8.85,74.5,4.26,1.507,0.8619,0.9221,79.48,54.9,1
Plant_A-01468,Plant_A,164.0,2.37,87.8,0.85,1.575,0.7031,0.8486,59.67,60.1,1
Plant_A-01469,Plant_A,178.6,3.68,135.9,3.61,1.947,0.7659,0.9097,69.67,69.4,1
Plant_A-01470,Plant_A,140.2,5.55,91.6,0.58,1.289,0.6442,0.829,53.4,57.9,1
Plant_A-01471,Plant_A,175.3,7.2,67.6,3.43,1.028,0.8124,0.8706,70.73,55.3,1
Plant_A-01472,Plant_A,143.8,9.18,62.2,3.31,1.68,0.83,0.8599,71.37,52.7,1
Plant_A-01473,Plant_A,154.6,6.07,52.3,4.5,1.897,0.8474,0.8994,76.22,51.1,1
Plant_A-01474,Plant_A,149.3,3.54,91.8,1.03,1.989,0.7224,0.8434,60.92,58.0,1
Plant_A-01475,Plant_A,166.2,6.94,149.6,3.32,1.602,0.7115,0.8752,62.27,72.5,1
Plant_A-01476,Plant_A,164.0,8.06,122.8,1.63,1.144,0.719,0.8377,60.23,64.8,1
Plant_A-01477,Plant_A,199.6,8.96,78.8,1.81,1.238,0.866,0.8706,75.4,57.7,1
Plant_A-01478,Plant_A,162.6,3.61,53.8,1.83,1.122,0.7182,0.8588,61.68,53.3,1
Plant_A-01479,Plant_A,154.4,5.21,123.6,1.75,1.29,0.6715,0.859,57.69,67.5,1
Plant_A-01480,Plant_A,142.0,4.1,53.2,0.6,1.384,0.6929,0.8124,56.29,50.2,1
Plant_A-01481,Plant_A,149.5,4.02,86.3,4.22,0.55,0.6356,0.8878,56.43,59.2,1
Plant_A-01482,Plant_A,150.8,9.58,112.2,1.62,1.794,0.781,0.8427,65.82,64.2,1
Plant_A-01483,Plant_A,197.1,6.67,96.4,3.81,1.396,0.783,0.9066,70.99,62.3,1
Plant_A-01484,Plant_A,181.6,1.31,79.9,0.89,1.722,0.7649,0.8712,66.64,59.9,1
Plant_A-01485,Plant_A,186.6,3.61,133.7,2.18,0.727,0.6333,0.8907,56.41,68.5,1
Plant_A-01486,Plant_A,195.9,5.5,147.3,3.79,0.626,0.7044,0.9195,64.77,73.3,1
Plant_A-01487,Plant_A,174.1,3.04,55.0,4.17,1.912,0.8593,0.9087,78.08,52.7,1
Plant_A-01488,Plant_A,141.6,8.22,100.8,3.89,0.716,0.6602,0.8708,57.49,58.8,1
Plant_A-01489,Plant_A,194.2,5.92,102.8,1.46,1.868,0.8355,0.8874,74.14,63.5,1
Plant_A-01490,Plant_A,188.2,1.33,127.3,2.03,0.763,0.6344,0.8871,56.28,68.5,1
Plant_A-01491,Plant_A,192.1,3.54,51.9,0.55,0.59,0.7065,0.8887,62.78,52.1,1
Plant_A-01492,Plant_A,148.3,9.47,131.1,4.67,1.884,0.8057,0.8858,71.38,67.8,1
Plant_A-01493,Plant_A,162.0,2.11,72.2,3.59,1.464,0.7924,0.9056,71.77,54.7,1
Plant_A-01494,Plant_A,196.0,4.74,115.1,2.12,1.307,0.7549,0.9278,70.04,65.9,1
Plant_A-01495,Plant_A,146.7,1.18,53.3,4.56,0.723,0.6487,0.9304,60.36,50.6,1
Plant_A-01496,Plant_A,140.1,1.91,97.4,2.22,1.602,0.6749,0.8741,58.99,58.6,1
Plant_A-01497,Plant_A,180.8,5.33,136.9,1.51,0.748,0.6441,0.8525,54.91,67.8,1
Plant_A-01498,Plant_A,148.8,6.1,66.4,2.9,1.845,0.8056,0.8525,68.67,53.5,1
Plant_A-01499,Plant_A,194.4,1.37,138.0,3.17,1.279,0.7205,0.9036,65.11,67.8,1
Plant_A-01500,Plant_A,159.1,4.32,91.9,2.99,1.111,0.6685,0.8671,57.97,61.0,1
Plant_A-01501,Plant_A,170.4,7.24,97.5,1.95,0.79,0.7202,0.8655,62.33,62.4,1
Plant_A-01502,Plant_A,197.6,6.56,77.4,2.79,1.993,0.8998,0.9003,81.02,57.7,1
Plant_A-01503,Plant_A,192.3,5.34,79.0,2.1,1.654,0.837,0.8906,74.55,56.5,1
Plant_A-01504,Plant_A,194.0,9.64,62.4,2.99,1.688,0.9104,0.8934,81.34,54.5,1
Plant_A-01505,Plant_A,156.6,2.86,64.6,1.4,1.221,0.6584,0.8337,54.89,53.5,1
Plant_A-01506,Plant_A,140.5,1.44,81.9,3.79,1.234,0.6964,0.8839,61.56,56.9,1
Plant_A-01507,Plant_A,146.6,3.89,88.8,1.44,1.786,0.7416,0.8234,61.06,57.4,1
Plant_A-01508,Plant_A,190.7,1.36,52.8,4.58,1.126,0.7693,0.99,76.16,53.0,1
Plant_A-01509,Plant_A,163.5,1.95,58.2,4.18,0.972,0.7431,0.9472,70.39,52.3,1
Plant_A-01510,Plant_A,169.6,4.51,131.6,3.56,1.343,0.7459,0.8905,66.42,67.2,1
Plant_A-01511,Plant_A,160.0,5.33,146.0,3.12,1.006,0.6606,0.8861,58.54,70.8,1
Plant_A-01512,Plant_A,141.3,8.82,57.6,3.57,1.75,0.7816,0.8289,64.78,52.8,1
Plant_A-01513,Plant_A,187.1,2.01,85.4,3.89,1.772,0.8494,0.9242,78.5,58.6,1
Plant_A-01514,Plant_A,156.3,9.5,70.5,4.89,1.539,0.8614,0.88,75.8,55.2,1
Plant_A-01515,Plant_A,170.5,3.28,108.8,2.27,1.868,0.7848,0.8964,70.35,62.7,1
Plant_A-01516,Plant_A,193.2,5.1,134.2,1.29,1.983,0.7903,0.8771,69.31,67.7,1
Plant_A-01517,Plant_A,148.6,5.33,115.6,1.57,1.758,0.7384,0.8188,60.46,63.8,1
Plant_A-01518,Plant_A,141.7,2.96,136.2,3.42,1.452,0.6513,0.8616,56.11,68.4,1
