lot_id,datum,leverancier,grondstof,zuiverheid_pct,vochtgehalte_pct,deeltjesgrootte_d50_um,deeltjesgrootte_d90_um,bulkdichtheid_gmL,tapdichtheid_gmL,carr_index_pct,zware_metalen_ppm,microbieel_CFUg,besluit
LOT-00958,2025-05-05,Leverancier_A,Lactose,99.26,2.15,68.4,123.1,0.496,0.589,15.9,5.3,500,goedgekeurd
LOT-00959,2025-04-29,Leverancier_A,Paracetamol_API,99.31,2.29,82.4,151.8,0.43,0.516,16.8,7.4,10,goedgekeurd
LOT-00960,2025-04-16,Leverancier_D,Lactose,99.49,2.13,82.8,149.4,0.472,0.575,17.9,10.2,10,goedgekeurd
LOT-00961,2024-07-16,Leverancier_D,Paracetamol_API,99.29,2.26,96.4,171.5,0.484,0.578,16.3,7.9,0,goedgekeurd
LOT-00962,2024-12-29,Leverancier_A,Paracetamol_API,99.38,2.36,79.0,138.6,0.401,0.505,20.7,5.7,0,goedgekeurd
LOT-00963,2025-05-04,Leverancier_A,Cellulose_MCC,99.78,2.34,103.1,193.2,0.44,0.561,21.6,5.5,0,goedgekeurd
LOT-00964,2024-08-09,Leverancier_B,Paracetamol_API,99.23,1.71,80.5,151.0,0.467,0.628,25.6,8.8,0,goedgekeurd
LOT-00965,2024-11-24,Leverancier_A,Paracetamol_API,99.25,1.77,81.6,147.3,0.389,0.492,20.9,5.9,0,goedgekeurd
LOT-00966,2024-10-24,Leverancier_A,Cellulose_MCC,99.66,1.49,69.9,139.7,0.483,0.606,20.4,15.5,500,goedgekeurd
LOT-00967,2024-11-16,Leverancier_A,Magnesiumstearaat,99.66,1.84,85.1,160.7,0.472,0.603,21.7,6.7,50,goedgekeurd
LOT-00968,2024-08-10,Leverancier_D,Lactose,99.52,1.58,82.2,146.9,0.462,0.581,20.6,10.5,0,goedgekeurd
LOT-00969,2024-08-16,Leverancier_D,Lactose,99.43,1.78,85.0,159.3,0.429,0.538,20.4,8.3,0,goedgekeurd
LOT-00970,2024-09-15,Leverancier_A,Cellulose_MCC,98.86,2.02,81.0,148.7,0.482,0.591,18.4,6.8,10,hertest
LOT-00971,2024-12-28,Leverancier_C,Lactose,99.45,1.61,94.4,161.5,0.418,0.536,22.0,6.1,10,goedgekeurd
LOT-00972,2024-07-11,Leverancier_A,Lactose,99.3,2.24,53.3,91.8,0.431,0.538,19.8,6.6,0,goedgekeurd
LOT-00973,2024-06-26,Leverancier_A,Cellulose_MCC,98.97,1.85,71.6,129.3,0.444,0.551,19.5,5.1,100,hertest
LOT-00974,2024-07-27,Leverancier_A,Paracetamol_API,99.69,2.44,78.4,137.4,0.449,0.551,18.6,9.0,50,goedgekeurd
LOT-00975,2024-07-25,Leverancier_D,Lactose,99.38,1.68,99.0,179.6,0.434,0.529,17.9,7.6,10,goedgekeurd
LOT-00976,2024-12-24,Leverancier_A,Magnesiumstearaat,99.3,1.59,74.7,133.3,0.379,0.491,22.8,5.5,0,goedgekeurd
LOT-00977,2025-04-03,Leverancier_B,Paracetamol_API,99.79,2.0,102.2,184.8,0.471,0.592,20.5,8.7,1000,afgekeurd
LOT-00978,2025-04-14,Leverancier_D,Cellulose_MCC,99.19,1.96,75.7,132.1,0.499,0.606,17.6,8.8,0,goedgekeurd
LOT-00979,2025-04-20,Leverancier_D,Magnesiumstearaat,99.38,2.24,79.8,138.7,0.52,0.666,21.9,13.5,10,goedgekeurd
LOT-00980,2024-07-25,Leverancier_B,Cellulose_MCC,99.88,2.18,74.0,127.5,0.454,0.551,17.5,6.1,10,goedgekeurd
LOT-00981,2025-03-27,Leverancier_C,Paracetamol_API,99.05,2.57,71.0,121.1,0.482,0.589,18.2,8.7,0,goedgekeurd
LOT-00982,2025-01-06,Leverancier_A,Magnesiumstearaat,99.8,2.47,85.1,151.7,0.446,0.546,18.4,7.6,100,goedgekeurd
LOT-00983,2024-06-24,Leverancier_D,Magnesiumstearaat,99.81,2.0,77.4,145.8,0.539,0.639,15.7,8.1,10,goedgekeurd
LOT-00984,2025-04-10,Leverancier_B,Magnesiumstearaat,99.34,2.34,86.0,154.5,0.458,0.571,19.8,6.6,50,goedgekeurd
LOT-00985,2025-02-01,Leverancier_D,Paracetamol_API,99.97,2.07,75.0,131.2,0.461,0.589,21.7,8.2,0,goedgekeurd
LOT-00986,2025-02-21,Leverancier_B,Lactose,99.9,2.24,84.7,152.4,0.437,0.542,19.5,7.1,50,goedgekeurd
LOT-00987,2024-11-10,Leverancier_A,Cellulose_MCC,99.05,2.26,96.3,170.6,0.458,0.584,21.6,7.7,10,goedgekeurd
LOT-00988,2024-09-28,Leverancier_B,Cellulose_MCC,99.19,2.02,88.2,153.0,0.438,0.528,17.1,7.8,0,goedgekeurd
LOT-00989,2025-03-20,Leverancier_A,Lactose,99.79,2.32,71.1,117.9,0.445,0.563,21.1,5.7,10,goedgekeurd
LOT-00990,2025-02-25,Leverancier_B,Lactose,99.59,1.7,84.9,149.1,0.449,0.565,20.5,6.1,50,goedgekeurd
LOT-00991,2024-11-12,Leverancier_A,Magnesiumstearaat,98.6,1.77,61.7,109.7,0.462,0.536,13.8,8.8,0,hertest
LOT-00992,2024-08-21,Leverancier_B,Cellulose_MCC,99.56,1.54,68.8,123.9,0.513,0.63,18.5,7.5,10,goedgekeurd
LOT-00993,2025-03-28,Leverancier_C,Cellulose_MCC,99.64,1.83,89.1,163.9,0.405,0.501,19.1,10.0,500,goedgekeurd
LOT-00994,2024-12-01,Leverancier_B,Paracetamol_API,100.0,2.3,91.2,164.3,0.474,0.577,17.9,6.2,0,goedgekeurd
LOT-00995,2024-08-25,Leverancier_B,Paracetamol_API,99.22,1.93,74.4,147.2,0.433,0.515,16.0,6.5,0,goedgekeurd
LOT-00996,2025-04-17,Leverancier_A,Magnesiumstearaat,99.83,1.88,76.0,138.2,0.424,0.545,22.1,6.4,0,goedgekeurd
LOT-00997,2024-09-01,Leverancier_C,Magnesiumstearaat,99.8,1.23,74.1,132.7,0.495,0.621,20.3,6.4,500,goedgekeurd
LOT-00998,2024-09-28,Leverancier_A,Paracetamol_API,99.73,2.21,74.8,135.5,0.441,0.564,21.8,5.8,0,goedgekeurd
LOT-00999,2024-08-14,Leverancier_A,Paracetamol_API,99.61,2.08,73.7,138.3,0.46,0.574,19.8,8.1,0,goedgekeurd
LOT-01000,2024-12-15,Leverancier_C,Lactose,99.68,1.85,68.5,114.0,0.397,0.468,15.1,6.2,0,goedgekeurd
LOT-01001,2025-03-25,Leverancier_C,Paracetamol_API,99.72,2.17,79.4,145.5,0.41,0.49,16.4,6.3,50,goedgekeurd
LOT-01002,2024-07-29,Leverancier_B,Cellulose_MCC,99.75,2.09,82.8,152.7,0.505,0.656,23.0,6.7,500,goedgekeurd
LOT-01003,2024-08-06,Leverancier_C,Lactose,99.93,2.13,72.3,132.7,0.481,0.583,17.5,6.3,0,goedgekeurd
LOT-01004,2024-09-03,Leverancier_D,Magnesiumstearaat,99.73,1.66,73.7,137.5,0.489,0.62,21.1,7.8,0,goedgekeurd
LOT-01005,2024-07-24,Leverancier_B,Lactose,99.26,1.76,89.2,155.6,0.472,0.608,22.5,8.5,500,goedgekeurd
LOT-01006,2025-03-08,Leverancier_B,Paracetamol_API,98.98,2.01,89.0,163.6,0.462,0.568,18.7,6.8,50,hertest
LOT-01007,2024-11-22,Leverancier_B,Lactose,99.31,1.52,89.1,167.8,0.439,0.568,22.6,6.7,0,goedgekeurd
LOT-01008,2024-07-03,Leverancier_D,Lactose,99.76,1.47,73.1,126.0,0.454,0.555,18.1,10.9,0,goedgekeurd
LOT-01009,2024-08-30,Leverancier_B,Lactose,99.46,1.93,74.0,143.4,0.496,0.623,20.4,7.5,10,goedgekeurd
LOT-01010,2025-03-11,Leverancier_A,Paracetamol_API,99.13,2.45,83.0,139.2,0.433,0.537,19.3,6.8,0,goedgekeurd
LOT-01011,2024-11-19,Leverancier_D,Paracetamol_API,99.47,1.68,90.3,160.8,0.452,0.572,20.9,9.2,10,goedgekeurd
LOT-01012,2024-12-05,Leverancier_D,Paracetamol_API,99.47,2.06,99.7,183.5,0.448,0.575,22.1,9.3,0,goedgekeurd
LOT-01013,2024-11-05,Leverancier_D,Magnesiumstearaat,100.0,2.25,88.4,153.8,0.485,0.582,16.6,8.5,0,goedgekeurd
LOT-01014,2024-12-03,Leverancier_C,Paracetamol_API,99.4,1.96,77.3,139.2,0.41,0.512,20.0,7.4,10,goedgekeurd
LOT-01015,2024-11-09,Leverancier_A,Paracetamol_API,99.71,2.09,74.3,132.3,0.455,0.553,17.6,8.6,10,goedgekeurd
LOT-01016,2025-02-04,Leverancier_A,Paracetamol_API,99.0,2.41,82.0,148.8,0.431,0.565,23.8,6.9,0,goedgekeurd
LOT-01017,2024-07-31,Leverancier_C,Magnesiumstearaat,99.61,1.92,72.3,137.2,0.432,0.518,16.6,6.5,0,goedgekeurd
LOT-01018,2024-08-28,Leverancier_A,Magnesiumstearaat,99.34,2.2,80.7,152.0,0.475,0.61,22.2,5.2,10,goedgekeurd
LOT-01019,2024-06-30,Leverancier_A,Lactose,99.43,2.13,65.9,118.1,0.459,0.536,14.3,6.0,10,goedgekeurd
LOT-01020,2025-02-24,Leverancier_B,Paracetamol_API,99.7,2.06,59.5,105.8,0.457,0.556,17.7,14.2,0,goedgekeurd
LOT-01021,2025-02-08,Leverancier_A,Cellulose_MCC,99.63,2.24,81.1,137.2,0.428,0.519,17.6,6.8,10,goedgekeurd
LOT-01022,2025-03-18,Leverancier_B,Paracetamol_API,99.28,1.88,84.0,155.3,0.421,0.511,17.6,15.0,10,goedgekeurd
LOT-01023,2024-07-19,Leverancier_C,Paracetamol_API,99.31,2.13,79.3,145.6,0.474,0.593,20.0,6.1,10,goedgekeurd
LOT-01024,2025-05-11,Leverancier_D,Magnesiumstearaat,99.8,2.32,105.5,194.9,0.497,0.64,22.5,7.9,100,goedgekeurd
LOT-01025,2024-06-14,Leverancier_D,Lactose,99.86,2.41,82.8,151.0,0.471,0.611,22.9,8.2,500,goedgekeurd
LOT-01026,2024-09-11,Leverancier_D,Lactose,99.98,1.52,90.6,155.5,0.516,0.642,19.6,11.9,0,goedgekeurd
LOT-01027,2024-10-09,Leverancier_A,Lactose,99.25,1.85,81.6,141.4,0.468,0.573,18.3,5.0,10,goedgekeurd
LOT-01028,2025-04-19,Leverancier_B,Magnesiumstearaat,99.6,1.96,96.6,171.5,0.438,0.58,24.5,8.1,50,goedgekeurd
LOT-01029,2024-12-26,Leverancier_B,Lactose,99.76,2.06,75.4,138.8,0.507,0.633,19.9,8.2,50,goedgekeurd
LOT-01030,2024-06-24,Leverancier_A,Paracetamol_API,99.59,1.98,85.2,143.0,0.486,0.617,21.3,5.2,0,goedgekeurd
LOT-01031,2025-02-18,Leverancier_B,Paracetamol_API,99.67,1.9,79.0,145.3,0.463,0.589,21.4,11.3,0,goedgekeurd
LOT-01032,2025-04-09,Leverancier_A,Lactose,99.7,1.98,77.1,135.2,0.418,0.506,17.4,7.4,0,goedgekeurd
LOT-01033,2024-10-11,Leverancier_D,Lactose,99.65,1.95,96.8,172.9,0.453,0.594,23.7,8.5,0,goedgekeurd
LOT-01034,2024-12-19,Leverancier_C,Lactose,99.45,2.41,86.6,161.9,0.402,0.513,21.6,13.0,500,goedgekeurd
LOT-01035,2025-02-21,Leverancier_B,Paracetamol_API,99.8,1.62,65.2,114.0,0.403,0.519,22.3,7.5,500,goedgekeurd
LOT-01036,2024-09-11,Leverancier_A,Lactose,100.0,1.64,97.8,165.8,0.43,0.522,17.7,5.8,100,goedgekeurd
LOT-01037,2024-09-22,Leverancier_B,Paracetamol_API,99.11,2.76,97.5,172.2,0.526,0.623,15.5,7.5,0,goedgekeurd
LOT-01038,2025-05-19,Leverancier_A,Magnesiumstearaat,99.41,1.37,95.0,175.9,0.424,0.51,16.9,7.4,0,goedgekeurd
LOT-01039,2025-03-25,Leverancier_B,Paracetamol_API,99.86,2.4,91.6,169.3,0.428,0.528,18.8,13.1,500,goedgekeurd
LOT-01040,2024-06-10,Leverancier_A,Magnesiumstearaat,99.54,2.29,93.6,173.4,0.461,0.595,22.6,6.2,50,goedgekeurd
LOT-01041,2025-01-22,Leverancier_D,Paracetamol_API,99.06,1.8,95.4,182.0,0.519,0.668,22.3,8.3,50,goedgekeurd
LOT-01042,2024-12-30,Leverancier_B,Lactose,99.89,2.27,88.4,156.5,0.524,0.638,17.9,11.5,10,goedgekeurd
LOT-01043,2025-03-02,Leverancier_C,Lactose,99.33,2.33,62.5,106.3,0.407,0.489,16.7,8.6,10,goedgekeurd
LOT-01044,2024-06-17,Leverancier_B,Cellulose_MCC,99.53,1.32,77.2,138.0,0.457,0.548,16.7,7.2,1000,afgekeurd
LOT-01045,2024-08-24,Leverancier_A,Cellulose_MCC,99.51,2.44,68.7,122.8,0.502,0.6,16.5,5.9,0,goedgekeurd
LOT-01046,2024-11-08,Leverancier_A,Cellulose_MCC,99.5,2.54,68.7,121.8,0.445,0.552,19.2,6.1,10,goedgekeurd
LOT-01047,2025-02-21,Leverancier_A,Lactose,99.3,2.24,68.1,133.8,0.419,0.521,19.6,5.0,0,goedgekeurd
LOT-01048,2024-09-29,Leverancier_C,Paracetamol_API,99.65,1.89,85.3,151.7,0.473,0.607,22.2,6.9,100,goedgekeurd
LOT-01049,2025-02-07,Leverancier_B,Cellulose_MCC,99.71,1.92,78.1,144.9,0.474,0.619,23.5,6.1,0,goedgekeurd
LOT-01050,2025-03-19,Leverancier_A,Lactose,99.61,2.3,86.9,151.2,0.449,0.527,14.8,7.3,100,goedgekeurd
LOT-01051,2024-06-17,Leverancier_C,Lactose,99.54,1.67,87.9,156.8,0.478,0.59,19.0,10.7,10,goedgekeurd
LOT-01052,2024-11-08,Leverancier_D,Magnesiumstearaat,99.51,1.57,86.6,160.7,0.476,0.578,17.6,15.4,100,goedgekeurd
LOT-01053,2024-06-30,Leverancier_A,Magnesiumstearaat,99.37,1.64,64.7,121.2,0.497,0.638,22.0,7.0,0,goedgekeurd
LOT-01054,2024-11-27,Leverancier_A,Lactose,98.82,2.12,72.3,134.3,0.475,0.591,19.7,5.9,0,hertest
LOT-01055,2024-06-26,Leverancier_C,Cellulose_MCC,99.25,1.88,77.9,142.5,0.424,0.558,24.0,7.2,0,goedgekeurd
LOT-01056,2024-11-10,Leverancier_C,Lactose,98.65,1.99,76.2,127.0,0.45,0.568,20.7,9.5,10,hertest
LOT-01057,2024-07-12,Leverancier_A,Lactose,99.12,2.28,79.3,145.7,0.403,0.494,18.4,7.4,1000,afgekeurd
LOT-01058,2024-10-03,Leverancier_C,Magnesiumstearaat,99.12,2.22,79.9,146.9,0.417,0.508,18.0,7.0,10,goedgekeurd
LOT-01059,2025-01-25,Leverancier_B,Lactose,99.38,2.1,78.8,148.4,0.44,0.549,19.9,6.6,10,goedgekeurd
LOT-01060,2024-08-03,Leverancier_A,Magnesiumstearaat,99.54,2.3,69.7,139.1,0.464,0.587,20.9,6.8,0,goedgekeurd
LOT-01061,2025-01-06,Leverancier_A,Lactose,100.0,2.5,79.0,137.8,0.413,0.508,18.7,5.3,50,goedgekeurd
LOT-01062,2025-01-25,Leverancier_B,Lactose,99.29,2.02,79.9,142.4,0.477,0.576,17.3,7.4,10,goedgekeurd
LOT-01063,2024-11-20,Leverancier_D,Lactose,99.28,1.59,75.7,145.6,0.467,0.553,15.6,10.0,0,goedgekeurd
LOT-01064,2024-07-26,Leverancier_A,Cellulose_MCC,99.47,1.71,85.1,160.3,0.491,0.59,16.8,5.4,0,goedgekeurd
LOT-01065,2024-07-29,Leverancier_A,Cellulose_MCC,99.88,1.93,90.7,169.0,0.47,0.595,21.0,7.4,10,goedgekeurd
LOT-01066,2025-03-08,Leverancier_A,Cellulose_MCC,99.56,2.27,77.9,139.1,0.491,0.628,21.9,5.3,10,goedgekeurd
LOT-01067,2025-01-26,Leverancier_D,Lactose,99.18,1.48,73.3,129.8,0.423,0.542,21.9,11.0,50,goedgekeurd
LOT-01068,2025-03-31,Leverancier_A,Magnesiumstearaat,99.65,1.87,92.5,159.0,0.474,0.586,19.1,9.1,10,goedgekeurd
LOT-01069,2025-03-11,Leverancier_A,Paracetamol_API,99.4,2.32,55.2,99.0,0.421,0.527,20.1,6.2,10,goedgekeurd
LOT-01070,2024-10-26,Leverancier_B,Cellulose_MCC,99.49,1.17,79.4,147.5,0.44,0.546,19.3,8.2,0,goedgekeurd
LOT-01071,2025-03-15,Leverancier_D,Lactose,99.73,2.21,79.3,145.8,0.481,0.61,21.1,7.6,0,goedgekeurd
LOT-01072,2025-04-05,Leverancier_B,Lactose,99.97,1.84,74.6,129.7,0.517,0.632,18.2,6.0,0,goedgekeurd
LOT-01073,2024-08-17,Leverancier_C,Cellulose_MCC,99.76,2.07,92.7,158.0,0.452,0.594,24.0,6.0,0,goedgekeurd
LOT-01074,2025-05-09,Leverancier_A,Magnesiumstearaat,99.45,1.55,70.0,122.0,0.467,0.585,20.1,7.3,0,goedgekeurd
LOT-01075,2024-08-18,Leverancier_A,Cellulose_MCC,99.24,2.17,67.5,118.9,0.406,0.533,23.9,6.7,50,goedgekeurd
LOT-01076,2024-11-02,Leverancier_C,Cellulose_MCC,99.41,2.41,82.1,155.9,0.483,0.593,18.5,6.7,0,goedgekeurd
LOT-01077,2024-11-28,Leverancier_C,Cellulose_MCC,98.96,1.81,76.2,129.3,0.398,0.495,19.5,8.2,10,hertest
LOT-01078,2024-06-11,Leverancier_A,Paracetamol_API,98.94,1.73,72.4,133.8,0.458,0.591,22.6,7.0,10,hertest
LOT-01079,2024-10-04,Leverancier_A,Paracetamol_API,99.72,2.01,93.1,172.9,0.444,0.518,14.3,6.5,100,goedgekeurd
LOT-01080,2024-07-06,Leverancier_A,Paracetamol_API,99.2,2.31,107.7,193.1,0.403,0.509,20.8,5.3,10,goedgekeurd
LOT-01081,2024-08-11,Leverancier_B,Paracetamol_API,99.82,2.09,66.9,121.0,0.484,0.567,14.5,6.9,0,goedgekeurd
LOT-01082,2025-03-07,Leverancier_A,Paracetamol_API,100.0,1.75,74.9,129.0,0.491,0.625,21.5,6.7,0,goedgekeurd
LOT-01083,2024-06-30,Leverancier_B,Cellulose_MCC,99.55,1.17,82.7,147.5,0.494,0.601,17.7,6.8,0,goedgekeurd
LOT-01084,2025-04-25,Leverancier_A,Paracetamol_API,99.49,1.79,79.5,131.6,0.429,0.519,17.4,6.0,0,goedgekeurd
LOT-01085,2024-12-29,Leverancier_A,Magnesiumstearaat,99.39,1.83,97.6,175.7,0.47,0.614,23.4,8.0,50,goedgekeurd
LOT-01086,2024-08-12,Leverancier_A,Lactose,99.55,1.71,79.0,145.4,0.461,0.589,21.6,7.2,0,goedgekeurd
LOT-01087,2024-12-15,Leverancier_C,Paracetamol_API,99.43,1.96,83.9,148.3,0.462,0.595,22.5,7.8,0,goedgekeurd
LOT-01088,2024-06-03,Leverancier_D,Lactose,99.66,1.79,84.1,154.0,0.479,0.563,14.8,11.6,10,goedgekeurd
LOT-01089,2024-06-30,Leverancier_B,Lactose,99.07,1.6,115.3,209.4,0.459,0.594,22.7,7.2,0,goedgekeurd
LOT-01090,2025-02-19,Leverancier_B,Lactose,99.7,1.64,93.0,169.0,0.483,0.611,20.9,9.4,50,goedgekeurd
LOT-01091,2025-01-02,Leverancier_D,Paracetamol_API,99.38,2.28,101.7,185.5,0.405,0.495,18.2,7.9,0,goedgekeurd
LOT-01092,2025-03-11,Leverancier_A,Paracetamol_API,99.5,2.59,68.6,125.6,0.432,0.535,19.3,8.3,0,goedgekeurd
LOT-01093,2024-07-04,Leverancier_C,Lactose,99.53,1.95,92.1,167.9,0.432,0.585,26.2,5.8,10,goedgekeurd
LOT-01094,2025-01-15,Leverancier_A,Paracetamol_API,99.05,2.28,66.7,120.7,0.456,0.512,11.1,7.7,0,goedgekeurd
LOT-01095,2025-04-13,Leverancier_B,Paracetamol_API,99.84,1.93,77.7,143.6,0.479,0.609,21.4,8.0,0,goedgekeurd
LOT-01096,2025-05-19,Leverancier_B,Magnesiumstearaat,98.97,1.42,94.8,175.6,0.436,0.555,21.4,12.1,50,hertest
LOT-01097,2024-06-18,Leverancier_A,Magnesiumstearaat,99.14,2.84,80.1,149.5,0.428,0.552,22.5,5.5,100,goedgekeurd
LOT-01098,2024-10-13,Leverancier_A,Magnesiumstearaat,99.56,1.86,102.9,183.3,0.463,0.572,19.1,8.5,10,goedgekeurd
LOT-01099,2025-01-24,Leverancier_B,Cellulose_MCC,99.9,1.9,77.1,136.9,0.455,0.583,22.0,6.7,0,goedgekeurd
LOT-01100,2024-12-27,Leverancier_C,Lactose,99.39,2.19,84.4,146.4,0.415,0.517,19.6,9.9,0,goedgekeurd
LOT-01101,2024-10-23,Leverancier_B,Paracetamol_API,99.66,1.87,84.1,143.4,0.464,0.587,21.0,7.3,0,goedgekeurd
LOT-01102,2024-08-02,Leverancier_B,Paracetamol_API,99.28,1.87,72.2,127.5,0.432,0.536,19.3,6.2,10,goedgekeurd
LOT-01103,2025-02-15,Leverancier_C,Paracetamol_API,98.74,1.73,70.5,128.5,0.529,0.626,15.4,5.8,500,hertest
LOT-01104,2024-07-06,Leverancier_B,Magnesiumstearaat,99.18,2.02,84.5,152.3,0.459,0.569,19.4,6.5,500,goedgekeurd
LOT-01105,2024-06-13,Leverancier_B,Magnesiumstearaat,99.02,1.62,83.1,142.3,0.436,0.548,20.4,7.0,0,goedgekeurd
LOT-01106,2024-09-06,Leverancier_B,Magnesiumstearaat,99.35,1.87,76.1,134.1,0.404,0.519,22.1,8.4,0,goedgekeurd
LOT-01107,2024-12-10,Leverancier_C,Paracetamol_API,99.83,2.28,76.0,136.1,0.445,0.582,23.6,6.5,100,goedgekeurd
LOT-01108,2024-07-05,Leverancier_B,Magnesiumstearaat,99.73,1.36,57.8,106.4,0.458,0.571,19.8,6.7,500,goedgekeurd
LOT-01109,2024-07-18,Leverancier_A,Cellulose_MCC,99.48,2.04,74.6,134.3,0.403,0.508,20.7,12.9,50,goedgekeurd
LOT-01110,2025-02-24,Leverancier_B,Magnesiumstearaat,99.36,2.11,89.5,162.2,0.46,0.574,19.9,6.8,50,goedgekeurd
LOT-01111,2024-06-22,Leverancier_B,Cellulose_MCC,99.36,2.08,102.8,187.0,0.404,0.501,19.4,9.4,50,goedgekeurd
LOT-01112,2025-04-19,Leverancier_A,Lactose,99.74,2.09,77.4,141.0,0.424,0.536,20.9,5.4,0,goedgekeurd
LOT-01113,2024-12-28,Leverancier_C,Magnesiumstearaat,99.44,1.97,83.1,153.8,0.424,0.554,23.5,6.6,0,goedgekeurd
LOT-01114,2025-03-22,Leverancier_C,Paracetamol_API,99.3,1.93,69.3,125.7,0.448,0.578,22.5,5.7,100,goedgekeurd
LOT-01115,2024-12-24,Leverancier_B,Paracetamol_API,99.89,1.85,93.8,168.1,0.535,0.694,23.0,9.5,0,goedgekeurd
LOT-01116,2024-11-10,Leverancier_C,Magnesiumstearaat,99.95,2.22,71.7,124.8,0.487,0.585,16.8,6.6,1000,afgekeurd
LOT-01117,2024-09-14,Leverancier_A,Paracetamol_API,99.28,1.76,78.7,135.8,0.458,0.589,22.2,5.9,100,goedgekeurd
LOT-01118,2025-02-08,Leverancier_A,Lactose,99.63,2.8,92.6,166.4,0.453,0.587,22.9,14.3,50,goedgekeurd
LOT-01119,2024-08-08,Leverancier_B,Magnesiumstearaat,99.54,1.77,89.8,164.1,0.443,0.576,23.0,7.5,100,goedgekeurd
LOT-01120,2025-05-12,Leverancier_B,Cellulose_MCC,99.76,2.5,76.1,138.6,0.478,0.614,22.2,6.3,10,goedgekeurd
LOT-01121,2024-09-02,Leverancier_B,Cellulose_MCC,99.79,1.68,103.0,183.4,0.418,0.511,18.2,7.5,10,goedgekeurd
LOT-01122,2025-05-05,Leverancier_B,Paracetamol_API,99.5,2.63,78.5,132.2,0.413,0.533,22.5,6.2,10,goedgekeurd
LOT-01123,2024-12-23,Leverancier_A,Paracetamol_API,99.56,1.7,73.2,136.3,0.497,0.603,17.6,7.6,500,goedgekeurd
LOT-01124,2024-10-30,Leverancier_A,Magnesiumstearaat,98.79,2.06,81.2,158.3,0.465,0.576,19.3,5.0,0,hertest
LOT-01125,2025-05-17,Leverancier_A,Cellulose_MCC,99.85,2.38,76.2,140.8,0.453,0.566,20.0,7.8,100,goedgekeurd
LOT-01126,2024-08-28,Leverancier_B,Lactose,99.69,1.56,94.8,165.4,0.414,0.531,22.0,6.3,100,goedgekeurd
LOT-01127,2025-02-22,Leverancier_A,Paracetamol_API,99.52,1.7,98.1,173.0,0.475,0.619,23.3,10.0,0,goedgekeurd
LOT-01128,2024-12-11,Leverancier_A,Paracetamol_API,99.21,1.95,91.4,162.7,0.429,0.528,18.7,11.1,50,goedgekeurd
LOT-01129,2025-02-18,Leverancier_C,Magnesiumstearaat,99.74,2.06,88.6,165.7,0.462,0.549,15.9,6.5,0,goedgekeurd
LOT-01130,2025-03-14,Leverancier_A,Lactose,99.6,2.46,79.2,139.8,0.458,0.568,19.4,7.7,10,goedgekeurd
LOT-01131,2024-09-10,Leverancier_A,Cellulose_MCC,99.04,1.87,75.7,136.3,0.465,0.59,21.2,14.1,0,goedgekeurd
LOT-01132,2024-07-04,Leverancier_B,Lactose,99.61,2.27,74.0,131.0,0.46,0.555,17.1,10.1,500,goedgekeurd
LOT-01133,2024-06-19,Leverancier_C,Lactose,99.8,1.99,68.7,120.8,0.449,0.6,25.0,11.2,100,goedgekeurd
LOT-01134,2025-01-23,Leverancier_A,Magnesiumstearaat,99.55,1.99,79.0,140.7,0.42,0.542,22.4,11.2,0,goedgekeurd
LOT-01135,2024-09-01,Leverancier_A,Lactose,99.43,2.1,90.1,165.1,0.489,0.633,22.6,8.9,0,goedgekeurd
LOT-01136,2025-01-04,Leverancier_C,Paracetamol_API,99.59,1.86,76.1,136.5,0.458,0.581,21.3,6.8,0,goedgekeurd
LOT-01137,2024-12-28,Leverancier_D,Paracetamol_API,99.65,1.63,86.4,161.7,0.45,0.556,19.1,9.3,1000,afgekeurd
LOT-01138,2024-10-19,Leverancier_A,Cellulose_MCC,98.94,1.78,80.9,147.1,0.434,0.521,16.7,6.4,0,hertest
LOT-01139,2025-01-10,Leverancier_A,Paracetamol_API,99.39,2.04,83.3,147.4,0.458,0.545,16.0,7.8,10,goedgekeurd
LOT-01140,2024-08-20,Leverancier_C,Cellulose_MCC,99.02,2.25,67.1,122.2,0.439,0.562,21.9,7.1,10,goedgekeurd
LOT-01141,2024-11-21,Leverancier_C,Paracetamol_API,100.0,2.42,88.6,159.0,0.494,0.598,17.3,8.5,50,goedgekeurd
LOT-01142,2025-01-01,Leverancier_B,Paracetamol_API,99.81,1.75,90.2,170.8,0.463,0.6,22.8,6.7,0,goedgekeurd
LOT-01143,2024-12-13,Leverancier_B,Lactose,99.24,2.21,68.5,126.1,0.477,0.581,18.0,6.1,0,goedgekeurd
LOT-01144,2025-05-10,Leverancier_A,Paracetamol_API,99.18,1.8,100.3,174.9,0.456,0.577,21.0,8.9,100,goedgekeurd
LOT-01145,2024-07-20,Leverancier_A,Lactose,99.93,1.96,81.7,140.6,0.425,0.547,22.3,8.9,10,goedgekeurd
LOT-01146,2024-08-02,Leverancier_B,Paracetamol_API,99.08,2.06,83.3,148.1,0.457,0.596,23.3,8.8,0,goedgekeurd
LOT-01147,2024-06-08,Leverancier_B,Paracetamol_API,99.06,2.02,89.4,156.0,0.469,0.59,20.5,7.7,50,goedgekeurd
LOT-01148,2025-05-06,Leverancier_A,Magnesiumstearaat,98.89,1.85,80.7,152.8,0.422,0.51,17.3,7.0,0,hertest
LOT-01149,2025-01-16,Leverancier_A,Magnesiumstearaat,99.4,1.76,84.7,156.4,0.474,0.609,22.1,5.7,0,goedgekeurd
