batch_id,datum,seizoen,product,leverancier,API_zuiverheid_pct,API_vochtgehalte_pct,API_deeltjesgrootte_d50_um,API_bulkdichtheid_gmL,granulatie_water_pct,mengtijd_min,perskracht_kN,perssnelheid_RPM,droogtemp_C,droogtijd_min,coatingtijd_min,ruimte_temp_C,ruimte_RV_pct,gewicht_mg,hardheid_N,dissolutie_pct,brosheid_pct,gehalte_uniformiteit_RSD,restvochtgehalte_pct,coating_gewichtstoename_pct,uiterlijk_score,cyclustijd_min,batchkosten_EUR,goedgekeurd
RX-0535,2025-12-10,winter,Paracetamol_500mg,Sup_B,99.74,2.32,56.7,0.448,21.2,14.1,20.7,43.0,57.0,20.0,52.0,19.1,37.1,501.3,91.6,78.4,0.391,1.05,1.78,4.0,4.3,149.0,208.0,1
RX-0536,2025-05-24,lente,Metformin_850mg,Sup_C,99.35,2.1,49.6,0.384,20.2,16.1,20.1,44.0,69.0,56.0,61.0,19.7,41.1,848.6,115.2,76.5,0.504,3.21,0.87,3.9,4.2,195.0,261.0,1
RX-0537,2025-11-26,herfst,Ibuprofen_400mg,Sup_B,99.41,2.17,44.4,0.443,19.0,5.6,17.2,51.0,51.0,37.0,68.0,21.7,42.7,398.3,68.7,89.4,0.554,2.35,1.43,4.3,4.9,175.0,232.0,1
RX-0538,2025-12-09,winter,Metformin_850mg,Sup_A,99.64,1.51,50.8,0.451,27.8,8.8,21.9,36.0,65.0,46.0,41.0,20.2,40.4,853.3,125.7,66.9,0.257,0.88,0.77,4.1,4.0,157.0,228.0,0
RX-0539,2025-10-01,herfst,Paracetamol_500mg,Sup_C,99.24,1.66,45.4,0.385,27.6,8.8,13.1,46.0,65.0,28.0,41.0,19.2,43.4,503.3,81.9,89.0,0.498,0.73,1.28,4.2,4.6,140.0,206.0,1
RX-0540,2025-11-03,herfst,Aspirine_300mg,Sup_A,99.89,2.39,34.3,0.456,27.1,16.3,20.4,50.0,65.0,59.0,0.0,21.1,46.9,301.4,64.5,72.0,0.507,0.86,1.51,0.0,3.9,147.0,218.0,0
RX-0541,2025-09-19,herfst,Omeprazol_20mg,Sup_C,100.02,1.56,39.7,0.451,17.2,14.3,9.7,38.0,56.0,41.0,71.0,20.7,43.1,196.6,39.0,100.0,0.565,1.67,1.05,4.8,4.9,186.0,241.0,0
RX-0542,2025-09-16,herfst,Ibuprofen_400mg,Sup_A,99.19,2.04,55.5,0.488,26.2,13.0,17.5,51.0,69.0,35.0,42.0,21.4,45.8,402.5,74.2,84.3,0.566,1.89,1.36,3.8,4.0,150.0,218.0,1
RX-0543,2025-03-09,lente,Aspirine_300mg,Sup_C,99.45,2.08,42.7,0.493,27.5,16.4,15.8,29.0,51.0,55.0,0.0,20.6,49.4,303.5,72.3,84.8,0.432,3.04,0.93,0.0,4.1,133.0,200.0,1
RX-0544,2025-12-09,winter,Ibuprofen_400mg,Sup_C,99.99,2.13,55.0,0.473,21.1,8.6,16.9,24.0,55.0,22.0,60.0,19.5,41.8,397.2,78.2,88.8,0.306,2.45,1.6,4.1,4.9,160.0,216.0,1
RX-0545,2025-08-29,zomer,Paracetamol_500mg,Sup_C,99.32,2.83,50.5,0.466,15.6,13.4,11.7,32.0,60.0,38.0,86.0,22.0,61.1,496.9,67.8,100.0,0.476,2.49,2.35,4.6,4.3,196.0,250.0,1
RX-0546,2025-02-10,winter,Omeprazol_20mg,Sup_B,99.08,2.06,35.5,0.416,28.9,18.8,9.5,24.0,54.0,27.0,65.0,20.3,49.0,198.0,42.9,100.0,0.534,3.35,1.64,4.7,4.8,170.0,224.0,1
RX-0547,2025-12-31,winter,Ibuprofen_400mg,Sup_A,99.37,1.69,48.3,0.457,20.1,8.7,21.8,42.0,67.0,38.0,37.0,20.4,38.3,397.0,94.8,68.4,0.356,1.71,0.83,3.8,4.0,147.0,216.0,0
RX-0548,2025-01-10,winter,Ibuprofen_400mg,Sup_A,99.55,1.89,50.2,0.421,25.0,10.8,24.9,46.0,66.0,47.0,55.0,17.8,42.4,405.0,95.4,65.8,0.296,2.37,1.18,4.2,3.9,180.0,245.0,0
RX-0549,2025-11-02,herfst,Paracetamol_500mg,Sup_B,99.44,2.62,64.9,0.48,29.1,7.7,17.0,60.0,60.0,46.0,60.0,18.6,50.7,504.9,83.2,88.2,0.609,0.31,1.76,4.3,4.0,168.0,236.0,1
RX-0550,2025-07-31,zomer,Paracetamol_500mg,Sup_B,99.16,2.57,48.2,0.417,17.2,13.9,22.2,30.0,62.0,51.0,54.0,22.6,57.1,500.9,109.1,73.7,0.223,0.38,1.37,4.2,3.9,175.0,241.0,0
RX-0551,2025-07-03,zomer,Paracetamol_500mg,Sup_A,98.99,2.58,51.7,0.431,19.2,6.7,9.1,36.0,51.0,31.0,58.0,24.1,55.0,502.4,60.3,100.0,0.53,1.07,1.65,4.1,3.3,155.0,214.0,1
RX-0552,2025-10-16,herfst,Omeprazol_20mg,Sup_A,99.39,2.22,37.5,0.522,21.9,12.8,15.1,22.0,67.0,46.0,59.0,20.6,46.8,200.4,62.6,84.5,0.399,1.7,1.16,4.4,4.2,177.0,242.0,1
RX-0553,2025-05-20,lente,Aspirine_300mg,Sup_C,98.95,1.7,61.5,0.435,21.7,5.5,13.7,29.0,69.0,59.0,0.0,20.6,45.0,299.5,61.9,93.5,0.385,1.32,0.5,0.0,3.9,128.0,209.0,1
RX-0554,2025-12-21,winter,Aspirine_300mg,Sup_B,99.05,1.39,51.0,0.49,22.0,12.5,21.9,58.0,63.0,59.0,0.0,18.5,36.9,302.1,80.0,74.2,0.442,0.33,0.5,0.0,3.7,127.0,207.0,0
RX-0555,2025-04-15,lente,Ibuprofen_400mg,Sup_C,99.51,1.97,43.2,0.46,28.1,16.0,20.2,39.0,61.0,47.0,48.0,20.8,40.2,402.7,87.7,80.4,0.379,2.44,1.58,3.8,4.0,169.0,234.0,1
RX-0556,2025-10-31,herfst,Metformin_850mg,Sup_C,99.42,1.82,58.7,0.481,16.0,19.0,16.4,33.0,51.0,36.0,59.0,19.5,44.7,845.2,109.9,85.0,0.424,0.5,1.45,4.4,3.9,174.0,228.0,1
RX-0557,2025-10-05,herfst,Paracetamol_500mg,Sup_C,99.28,2.16,41.8,0.49,28.6,14.9,8.5,58.0,54.0,51.0,72.0,21.6,45.7,501.5,47.8,100.0,0.774,1.86,1.52,4.6,5.0,196.0,252.0,1
RX-0558,2025-05-14,lente,Metformin_850mg,Sup_B,98.99,2.14,33.2,0.433,16.2,15.9,9.1,36.0,62.0,45.0,35.0,22.5,48.1,845.3,77.5,100.0,0.682,1.7,1.58,3.8,4.2,160.0,222.0,1
RX-0559,2025-11-07,herfst,Aspirine_300mg,Sup_A,99.32,2.33,40.6,0.469,16.1,5.4,19.9,37.0,53.0,45.0,0.0,21.7,40.0,298.0,67.3,82.5,0.403,3.47,1.78,0.0,3.7,111.0,185.0,1
RX-0560,2025-09-11,herfst,Ibuprofen_400mg,Sup_B,98.98,1.76,55.5,0.481,15.8,5.5,23.2,37.0,51.0,35.0,61.0,20.1,53.4,395.0,94.6,69.5,0.359,1.06,1.37,4.3,4.1,159.0,222.0,0
RX-0561,2025-03-01,lente,Ibuprofen_400mg,Sup_C,99.22,1.46,51.0,0.458,28.9,11.6,14.3,32.0,62.0,47.0,88.0,19.9,52.4,400.6,74.8,87.2,0.403,2.12,0.8,4.4,4.4,210.0,266.0,1
RX-0562,2025-11-24,herfst,Ibuprofen_400mg,Sup_A,99.7,2.25,60.1,0.451,20.9,17.7,20.6,41.0,68.0,56.0,81.0,21.4,44.6,404.6,89.3,72.4,0.464,3.47,1.11,4.8,4.4,212.0,275.0,0
RX-0563,2025-01-02,winter,Paracetamol_500mg,Sup_C,99.82,1.66,59.5,0.435,20.9,18.7,23.6,29.0,70.0,58.0,86.0,21.4,37.9,497.4,111.9,66.4,0.285,0.28,0.52,4.6,4.9,221.0,283.0,0
RX-0564,2025-12-05,winter,Ibuprofen_400mg,Sup_B,99.51,1.58,47.5,0.415,16.7,9.7,11.0,21.0,57.0,34.0,68.0,20.5,42.0,395.3,62.9,92.9,0.505,1.62,1.18,4.1,4.8,169.0,228.0,1
RX-0565,2025-04-09,lente,Paracetamol_500mg,Sup_A,99.58,1.89,44.9,0.463,18.9,17.4,16.4,45.0,63.0,22.0,50.0,21.1,42.8,501.9,79.6,90.2,0.543,3.58,1.38,4.0,4.8,150.0,209.0,1
RX-0566,2025-09-01,herfst,Paracetamol_500mg,Sup_B,99.77,2.38,47.4,0.385,29.6,7.2,16.2,59.0,61.0,60.0,34.0,21.6,42.2,501.6,77.3,87.7,0.595,1.44,1.03,3.6,4.5,165.0,235.0,1
RX-0567,2025-05-29,lente,Metformin_850mg,Sup_B,99.06,1.71,45.4,0.484,17.7,14.3,12.9,39.0,58.0,59.0,35.0,21.3,43.0,847.7,94.7,93.2,0.463,1.72,0.55,3.6,4.5,171.0,234.0,1
RX-0568,2025-04-10,lente,Aspirine_300mg,Sup_C,99.32,1.88,50.0,0.473,17.6,7.5,13.2,25.0,57.0,51.0,0.0,22.5,44.5,297.8,56.4,93.6,0.428,1.42,0.77,0.0,3.7,120.0,193.0,1
RX-0569,2025-02-01,winter,Ibuprofen_400mg,Sup_B,99.14,2.43,41.7,0.459,29.2,12.3,11.7,22.0,70.0,41.0,46.0,18.9,41.8,406.5,67.4,98.8,0.418,2.94,1.59,3.5,4.3,163.0,229.0,1
RX-0570,2025-06-10,zomer,Ibuprofen_400mg,Sup_C,99.05,2.24,62.1,0.456,24.9,15.4,10.4,30.0,55.0,22.0,50.0,22.6,50.6,403.3,66.8,92.1,0.418,1.53,1.73,3.9,4.9,151.0,207.0,1
RX-0571,2025-05-26,lente,Ibuprofen_400mg,Sup_A,100.2,1.89,46.9,0.456,24.5,9.7,11.5,34.0,52.0,39.0,50.0,22.5,44.3,402.7,64.8,95.9,0.492,0.5,1.27,4.1,4.6,160.0,220.0,1
RX-0572,2025-03-28,lente,Ibuprofen_400mg,Sup_B,99.72,1.87,50.1,0.403,19.9,5.9,8.5,44.0,60.0,52.0,35.0,21.2,43.8,397.3,48.3,100.0,0.671,2.87,1.36,3.5,4.8,159.0,225.0,1
RX-0573,2025-10-22,herfst,Paracetamol_500mg,Sup_A,99.08,1.5,51.3,0.469,29.9,17.1,9.3,56.0,63.0,21.0,61.0,22.6,41.6,506.8,61.2,100.0,0.865,1.98,1.16,3.6,4.0,161.0,217.0,1
RX-0574,2025-02-04,winter,Paracetamol_500mg,Sup_A,99.9,2.38,49.4,0.473,26.8,14.4,9.8,27.0,62.0,54.0,70.0,20.1,42.9,500.8,64.6,100.0,0.484,0.73,1.58,4.2,5.0,196.0,258.0,1
RX-0575,2025-04-24,lente,Ibuprofen_400mg,Sup_A,99.26,2.0,57.4,0.411,29.9,5.2,8.1,55.0,50.0,49.0,46.0,20.6,45.3,402.4,43.1,100.0,0.815,1.11,1.28,3.8,4.2,159.0,222.0,1
RX-0576,2025-08-19,zomer,Aspirine_300mg,Sup_A,99.2,1.96,49.4,0.396,15.8,19.6,11.4,46.0,58.0,57.0,0.0,21.9,62.6,297.9,46.0,100.0,0.643,0.5,0.69,0.0,4.2,134.0,204.0,1
RX-0577,2025-04-12,lente,Aspirine_300mg,Sup_B,99.29,2.05,44.4,0.459,26.4,5.4,15.7,57.0,68.0,30.0,0.0,19.9,48.9,305.6,55.3,88.4,0.644,1.91,1.67,0.0,3.8,99.0,176.0,1
RX-0578,2025-07-02,zomer,Ibuprofen_400mg,Sup_B,99.18,2.17,48.0,0.41,17.9,12.5,20.6,22.0,70.0,54.0,86.0,23.6,58.7,397.5,93.0,79.8,0.187,0.32,1.24,4.9,3.8,212.0,275.0,1
RX-0579,2025-01-26,winter,Aspirine_300mg,Sup_B,99.77,1.8,47.9,0.469,16.8,14.2,23.5,22.0,52.0,50.0,0.0,19.9,45.6,292.9,93.6,65.7,0.073,3.61,1.43,0.0,3.9,125.0,195.0,0
RX-0580,2025-12-31,winter,Metformin_850mg,Sup_C,99.31,2.22,61.6,0.421,29.3,7.0,8.1,52.0,52.0,45.0,67.0,18.7,36.0,849.5,76.5,100.0,0.76,0.56,1.48,4.4,4.2,176.0,236.0,1
RX-0581,2025-11-29,herfst,Paracetamol_500mg,Sup_A,99.5,2.24,53.1,0.513,24.1,14.3,22.4,51.0,51.0,35.0,47.0,18.7,41.9,496.1,97.7,71.8,0.426,1.5,1.47,3.7,4.7,154.0,216.0,0
RX-0582,2025-05-27,lente,Metformin_850mg,Sup_A,99.4,2.0,49.2,0.442,25.8,18.1,12.0,51.0,60.0,24.0,51.0,20.8,44.4,849.2,90.0,96.4,0.603,2.0,1.31,4.2,4.2,150.0,210.0,1
RX-0583,2025-08-24,zomer,Aspirine_300mg,Sup_C,99.08,2.91,59.6,0.416,22.2,16.9,23.3,44.0,53.0,54.0,0.0,23.8,57.7,299.4,96.5,69.8,0.401,2.81,1.9,0.0,4.3,127.0,199.0,0
RX-0584,2025-02-19,winter,Paracetamol_500mg,Sup_A,99.76,1.85,49.7,0.449,18.6,11.8,23.4,33.0,56.0,59.0,73.0,21.7,36.5,503.6,109.4,70.2,0.361,4.75,0.57,4.3,4.8,201.0,262.0,0
RX-0585,2025-04-30,lente,Omeprazol_20mg,Sup_A,99.79,2.25,53.0,0.424,22.1,8.5,16.3,43.0,64.0,25.0,46.0,21.9,41.9,198.2,53.6,87.8,0.627,2.75,1.72,4.1,4.4,138.0,204.0,1
RX-0586,2025-01-08,winter,Paracetamol_500mg,Sup_A,99.45,1.98,34.8,0.471,18.0,15.7,9.2,52.0,56.0,49.0,32.0,19.4,38.3,495.2,58.1,100.0,0.851,1.42,1.0,3.7,3.9,162.0,222.0,1
RX-0587,2025-02-05,winter,Paracetamol_500mg,Sup_B,98.69,1.82,54.3,0.504,24.7,16.8,11.0,50.0,61.0,48.0,74.0,21.6,33.1,500.8,68.9,99.7,0.649,1.08,0.78,4.4,4.2,201.0,257.0,1
RX-0588,2025-06-08,zomer,Paracetamol_500mg,Sup_A,99.66,2.3,64.0,0.444,26.3,12.0,22.4,46.0,52.0,44.0,58.0,23.4,54.6,504.0,106.0,73.1,0.527,0.71,1.61,4.2,4.0,162.0,228.0,0
RX-0589,2025-02-15,winter,Aspirine_300mg,Sup_B,99.12,2.04,52.3,0.429,23.8,12.6,10.6,30.0,68.0,52.0,0.0,21.1,39.8,302.5,46.2,97.4,0.407,0.61,1.38,0.0,4.1,131.0,205.0,1
RX-0590,2025-03-14,lente,Ibuprofen_400mg,Sup_B,99.37,2.39,56.7,0.443,24.5,8.9,19.5,44.0,52.0,22.0,49.0,21.2,48.7,401.3,79.4,78.5,0.409,1.58,2.22,4.0,4.3,141.0,203.0,1
RX-0591,2025-11-27,herfst,Aspirine_300mg,Sup_C,99.33,2.0,51.1,0.423,26.3,15.7,14.0,28.0,62.0,60.0,0.0,22.0,49.8,301.5,65.0,90.5,0.383,3.54,0.5,0.0,4.1,132.0,209.0,1
RX-0592,2025-06-12,zomer,Paracetamol_500mg,Sup_C,100.1,3.16,54.0,0.427,23.5,10.5,12.9,29.0,66.0,59.0,61.0,22.5,54.1,498.5,77.3,96.3,0.47,1.64,1.92,4.2,3.8,197.0,260.0,1
RX-0593,2025-03-17,lente,Paracetamol_500mg,Sup_A,99.32,2.13,38.1,0.47,28.3,18.3,17.7,32.0,68.0,28.0,74.0,20.9,45.4,505.2,94.2,83.9,0.356,3.75,1.08,3.9,4.2,184.0,239.0,1
RX-0594,2025-07-23,zomer,Aspirine_300mg,Sup_B,99.21,2.02,56.3,0.452,19.1,17.6,17.6,41.0,51.0,46.0,0.0,24.0,54.3,299.2,70.6,83.3,0.573,3.39,1.57,0.0,4.3,128.0,193.0,1
RX-0595,2025-09-02,herfst,Paracetamol_500mg,Sup_B,99.7,1.78,49.3,0.423,28.5,17.2,15.4,45.0,67.0,39.0,76.0,21.8,43.5,504.8,78.0,91.9,0.535,2.07,0.94,4.7,4.6,190.0,250.0,1
RX-0596,2025-03-15,lente,Paracetamol_500mg,Sup_A,99.11,2.21,57.1,0.447,21.4,13.2,8.6,23.0,58.0,45.0,60.0,20.7,42.7,500.7,63.4,100.0,0.537,1.03,1.31,4.4,4.6,181.0,238.0,1
RX-0597,2025-02-18,winter,Aspirine_300mg,Sup_A,99.92,1.73,53.6,0.427,26.7,19.8,13.2,34.0,63.0,47.0,0.0,19.3,40.2,300.2,61.2,90.5,0.445,2.45,0.79,0.0,4.3,133.0,201.0,1
RX-0598,2025-11-23,herfst,Metformin_850mg,Sup_B,99.45,1.92,58.5,0.439,21.9,12.3,11.0,37.0,69.0,34.0,58.0,20.1,46.2,849.0,92.5,95.6,0.569,1.93,1.46,3.9,4.2,165.0,228.0,1
RX-0599,2025-07-11,zomer,Aspirine_300mg,Sup_C,99.51,2.56,56.9,0.472,17.0,13.1,12.0,51.0,51.0,31.0,0.0,22.8,51.7,295.5,50.8,100.0,0.622,0.86,2.33,0.0,4.1,104.0,172.0,1
RX-0600,2025-12-14,winter,Paracetamol_500mg,Sup_C,99.46,2.45,43.0,0.436,25.4,15.9,8.9,33.0,58.0,41.0,77.0,18.1,43.1,501.1,61.3,100.0,0.584,2.67,1.85,4.2,4.9,198.0,250.0,1
RX-0601,2025-10-25,herfst,Ibuprofen_400mg,Sup_A,99.54,1.99,51.7,0.441,18.7,16.6,11.4,21.0,64.0,33.0,31.0,19.3,44.6,395.5,63.8,96.5,0.422,4.57,1.82,3.5,4.1,135.0,202.0,1
RX-0602,2025-03-12,lente,Aspirine_300mg,Sup_C,98.88,2.28,53.1,0.453,15.1,7.7,19.1,59.0,64.0,44.0,0.0,19.4,45.1,295.7,69.0,80.7,0.599,3.02,1.6,0.0,3.4,113.0,190.0,1
RX-0603,2025-12-12,winter,Aspirine_300mg,Sup_B,99.6,2.21,42.6,0.428,27.7,6.2,11.9,57.0,63.0,28.0,0.0,19.7,43.3,305.5,41.2,99.7,0.764,1.91,1.64,0.0,3.8,94.0,169.0,1
RX-0604,2025-10-28,herfst,Paracetamol_500mg,Sup_B,99.59,1.67,49.5,0.437,25.3,7.7,10.2,32.0,57.0,22.0,77.0,21.0,47.6,501.6,59.6,97.4,0.537,1.33,1.47,4.5,5.0,164.0,222.0,1
RX-0605,2025-08-29,zomer,Aspirine_300mg,Sup_B,99.52,2.7,37.6,0.493,15.4,10.0,10.2,34.0,56.0,41.0,0.0,21.9,56.1,302.4,46.0,100.0,0.518,1.54,1.6,0.0,4.2,117.0,185.0,1
RX-0606,2025-08-31,zomer,Paracetamol_500mg,Sup_B,99.72,2.2,54.9,0.464,21.9,5.7,20.6,47.0,62.0,38.0,70.0,24.0,61.2,504.4,89.9,80.1,0.399,2.28,1.31,4.3,4.2,175.0,238.0,1
RX-0607,2025-07-24,zomer,Ibuprofen_400mg,Sup_A,99.45,2.6,44.6,0.459,16.3,8.0,24.7,22.0,59.0,32.0,33.0,23.0,51.4,399.8,103.7,66.4,0.244,1.63,2.29,3.6,4.2,135.0,203.0,0
RX-0608,2025-03-10,lente,Ibuprofen_400mg,Sup_B,99.63,2.57,50.4,0.427,17.9,8.3,13.4,57.0,66.0,32.0,58.0,19.8,49.8,397.0,51.7,97.3,0.745,2.35,1.9,4.1,4.7,159.0,223.0,1
RX-0609,2025-06-17,zomer,Paracetamol_500mg,Sup_A,99.78,2.69,52.9,0.394,28.7,19.3,16.0,34.0,64.0,27.0,59.0,23.1,58.2,501.4,87.8,83.8,0.495,1.3,2.08,4.6,4.1,176.0,229.0,1
RX-0610,2025-10-08,herfst,Ibuprofen_400mg,Sup_A,99.47,2.29,61.7,0.436,21.5,12.2,14.1,45.0,57.0,21.0,74.0,21.3,41.4,389.5,66.6,98.0,0.515,1.03,1.66,4.3,4.7,164.0,221.0,1
RX-0611,2025-09-19,herfst,Metformin_850mg,Sup_A,99.18,2.04,48.2,0.439,29.4,6.5,23.9,28.0,62.0,28.0,68.0,20.8,45.7,860.1,130.9,67.1,0.143,1.36,1.6,4.2,4.4,159.0,225.0,0
RX-0612,2025-11-08,herfst,Metformin_850mg,Sup_A,99.42,2.16,65.7,0.451,19.1,5.3,11.8,24.0,55.0,22.0,41.0,21.4,44.7,855.3,97.1,93.7,0.422,1.81,1.71,3.4,4.9,130.0,193.0,1
RX-0613,2025-06-28,zomer,Aspirine_300mg,Sup_B,99.63,2.39,38.6,0.465,23.0,7.3,15.1,22.0,53.0,24.0,0.0,21.5,53.9,295.7,57.2,86.5,0.29,1.4,2.06,0.0,4.3,90.0,163.0,1
RX-0614,2025-01-27,winter,Aspirine_300mg,Sup_C,99.55,2.16,39.4,0.392,22.2,18.3,11.9,53.0,59.0,58.0,0.0,21.1,33.9,299.7,42.0,99.3,0.757,1.03,1.21,0.0,4.1,130.0,204.0,1
RX-0615,2025-06-26,zomer,Ibuprofen_400mg,Sup_B,99.57,2.38,52.0,0.475,23.0,6.4,17.2,47.0,53.0,22.0,86.0,23.1,54.4,406.4,75.5,87.2,0.56,1.21,2.25,4.5,4.3,180.0,233.0,1
RX-0616,2025-05-27,lente,Ibuprofen_400mg,Sup_A,99.48,1.74,45.2,0.437,19.4,8.6,10.6,31.0,70.0,47.0,82.0,20.6,48.4,395.6,60.4,96.8,0.426,0.64,0.62,4.9,4.9,199.0,261.0,1
RX-0617,2025-03-17,lente,Ibuprofen_400mg,Sup_B,99.29,1.87,41.3,0.404,24.6,8.1,14.6,29.0,67.0,51.0,58.0,20.4,52.4,401.1,77.8,86.8,0.394,0.84,0.7,4.1,3.9,181.0,248.0,1
RX-0618,2025-01-14,winter,Ibuprofen_400mg,Sup_C,99.38,1.98,61.9,0.469,27.4,12.9,11.7,33.0,60.0,53.0,54.0,22.3,37.9,409.6,58.4,100.0,0.555,0.56,0.74,4.2,4.4,184.0,246.0,1
RX-0619,2025-09-30,herfst,Metformin_850mg,Sup_C,99.12,2.61,36.8,0.399,22.9,17.9,20.5,26.0,60.0,26.0,84.0,21.4,43.0,850.9,117.2,78.9,0.278,2.58,2.18,4.8,4.7,185.0,240.0,1
RX-0620,2025-08-13,zomer,Metformin_850mg,Sup_B,99.96,2.37,54.3,0.457,24.1,6.3,20.0,28.0,55.0,43.0,86.0,24.6,51.0,847.2,120.7,77.1,0.334,0.71,1.89,4.7,4.9,193.0,252.0,1
RX-0621,2025-07-13,zomer,Metformin_850mg,Sup_A,100.08,2.45,43.3,0.403,17.5,14.5,16.4,49.0,57.0,53.0,82.0,22.6,59.3,849.1,93.3,91.9,0.55,4.47,2.2,4.5,4.2,202.0,261.0,1
RX-0622,2025-08-21,zomer,Aspirine_300mg,Sup_B,99.2,2.69,54.3,0.455,16.9,6.3,22.0,52.0,57.0,40.0,0.0,22.3,52.6,302.6,76.1,80.5,0.585,1.53,1.95,0.0,4.1,99.0,178.0,1
RX-0623,2025-06-28,zomer,Ibuprofen_400mg,Sup_A,99.43,2.16,67.9,0.409,29.2,14.9,13.4,54.0,51.0,33.0,61.0,22.6,53.2,404.5,67.7,93.5,0.668,3.92,1.74,4.0,4.1,167.0,224.0,1
RX-0624,2025-02-01,winter,Paracetamol_500mg,Sup_A,99.18,2.04,46.8,0.461,21.8,13.3,15.0,33.0,69.0,58.0,40.0,20.1,42.0,493.5,82.7,87.2,0.385,1.88,1.1,3.8,3.8,161.0,237.0,1
RX-0625,2025-12-30,winter,Paracetamol_500mg,Sup_B,99.34,1.38,55.1,0.511,22.7,7.0,8.3,32.0,70.0,55.0,84.0,20.5,32.0,497.8,63.6,100.0,0.488,2.94,0.5,4.8,4.8,204.0,269.0,1
RX-0626,2025-01-23,winter,Aspirine_300mg,Sup_A,100.02,2.07,43.6,0.469,19.2,7.8,21.8,56.0,63.0,47.0,0.0,21.0,39.6,302.8,76.2,77.9,0.489,0.77,1.37,0.0,4.2,113.0,193.0,1
RX-0627,2025-07-25,zomer,Ibuprofen_400mg,Sup_C,100.09,2.04,42.0,0.486,19.6,11.1,21.2,27.0,60.0,23.0,66.0,23.2,53.3,396.0,102.1,65.8,0.269,3.73,1.33,4.6,3.9,161.0,221.0,0
RX-0628,2025-11-11,herfst,Ibuprofen_400mg,Sup_B,99.39,1.81,52.8,0.489,16.0,9.6,24.6,27.0,55.0,48.0,66.0,18.9,44.6,396.3,103.5,65.1,0.166,2.21,0.58,4.2,4.7,184.0,245.0,0
RX-0629,2025-01-27,winter,Metformin_850mg,Sup_A,99.56,2.03,46.8,0.47,17.6,5.5,15.9,28.0,60.0,28.0,73.0,21.3,40.2,850.8,105.3,92.9,0.43,1.16,1.26,4.7,4.3,163.0,226.0,1
RX-0630,2025-07-01,zomer,Aspirine_300mg,Sup_A,99.39,2.65,47.8,0.442,21.4,12.7,8.8,57.0,60.0,55.0,0.0,23.3,60.3,301.5,32.2,100.0,0.741,0.47,2.02,0.0,4.0,134.0,204.0,0
RX-0631,2025-10-20,herfst,Paracetamol_500mg,Sup_A,99.46,2.2,51.6,0.464,17.0,8.2,11.4,39.0,51.0,46.0,64.0,22.0,40.5,490.6,67.7,98.7,0.528,1.81,1.59,3.9,4.5,179.0,236.0,1
RX-0632,2025-02-23,winter,Metformin_850mg,Sup_A,99.44,1.91,40.2,0.443,25.1,14.8,10.8,23.0,54.0,46.0,37.0,19.7,42.8,853.9,98.3,94.1,0.49,2.79,1.03,4.1,3.8,157.0,220.0,1
RX-0633,2025-12-07,winter,Ibuprofen_400mg,Sup_A,99.34,2.09,50.7,0.463,25.8,18.0,23.3,26.0,51.0,49.0,57.0,21.4,40.8,401.5,110.8,60.7,0.16,1.56,1.3,4.1,4.5,179.0,239.0,0
RX-0634,2025-11-06,herfst,Metformin_850mg,Sup_A,100.04,2.39,37.0,0.482,15.7,6.5,24.8,26.0,66.0,42.0,42.0,21.7,44.8,844.6,129.1,68.2,0.139,1.29,1.65,3.9,4.5,153.0,223.0,0
RX-0635,2025-10-17,herfst,Paracetamol_500mg,Sup_A,99.13,2.17,40.5,0.471,21.1,16.4,24.8,48.0,51.0,31.0,47.0,23.3,45.8,502.4,108.0,65.4,0.449,0.77,1.61,4.0,3.9,157.0,216.0,0
RX-0636,2025-12-19,winter,Paracetamol_500mg,Sup_C,99.58,2.46,55.7,0.396,29.4,17.7,20.0,49.0,63.0,25.0,58.0,20.8,44.3,507.6,86.8,81.0,0.499,0.6,1.8,4.1,4.6,162.0,221.0,1
RX-0637,2025-06-24,zomer,Aspirine_300mg,Sup_C,98.85,1.6,43.7,0.4,27.7,18.7,18.2,21.0,55.0,21.0,0.0,23.0,55.8,303.1,73.9,77.7,0.271,1.65,1.24,0.0,3.8,93.0,165.0,1
RX-0638,2025-01-07,winter,Metformin_850mg,Sup_C,99.57,1.82,58.4,0.475,28.7,18.0,12.0,50.0,57.0,35.0,83.0,20.6,37.9,846.8,88.4,98.6,0.682,4.87,1.41,4.7,4.8,199.0,249.0,1
RX-0639,2025-11-23,herfst,Paracetamol_500mg,Sup_A,99.52,2.43,53.6,0.419,22.6,14.5,12.7,39.0,68.0,33.0,58.0,21.6,43.7,495.5,70.7,92.3,0.535,3.41,1.52,4.0,5.0,164.0,227.0,1
RX-0640,2025-06-03,zomer,Aspirine_300mg,Sup_A,99.19,2.68,39.6,0.456,28.0,15.8,17.3,42.0,63.0,55.0,0.0,24.8,54.7,305.4,63.6,84.5,0.468,2.75,1.46,0.0,3.5,129.0,205.0,1
RX-0641,2025-05-01,lente,Metformin_850mg,Sup_A,99.48,2.0,49.6,0.453,17.0,18.5,11.7,36.0,56.0,58.0,38.0,21.8,43.4,848.1,95.5,100.0,0.54,3.94,0.81,3.8,4.3,181.0,238.0,1
