sample_id,interventie,omgevingstemp_C,operator_ervaring_jaar,katalysator_type,roersnelheid_RPM,koelwater_temp_C,luchtvochtigheid_pct,druk_bar,activeringsenergie_kJmol,reactor_temp_C,menging_index,selectiviteit,conversie,opbrengst_pct,energieverbruik_kWh,vochtgehalte_product_pct
CI-01338,observatie,21.9,1.6,Pd/C,191,22.7,74.1,9.03,48.2,161.3,0.752,0.91,0.7961,74.2,53.5,1.75
CI-01339,observatie,27.0,19.1,Pt/Al2O3,311,27.2,69.8,1.76,44.8,151.9,0.777,0.843,0.7141,60.0,52.9,1.95
CI-01340,observatie,32.5,4.4,Pt/Al2O3,213,29.6,71.4,8.5,43.0,165.1,0.786,0.858,0.7918,67.8,54.8,1.82
CI-01341,observatie,5.9,11.6,Pd/C,268,16.9,52.4,5.46,49.5,153.1,0.809,0.897,0.7153,64.7,53.7,1.06
CI-01342,observatie,24.9,4.8,Pt/Al2O3,168,25.3,66.5,8.98,47.3,166.7,0.742,0.875,0.8036,71.5,52.8,1.65
CI-01343,observatie,3.2,14.9,Pd/C,267,15.7,52.8,9.03,48.1,157.4,0.781,0.905,0.7794,69.8,51.9,1.45
CI-01344,observatie,11.8,16.4,Pd/C,290,18.8,64.3,3.61,54.5,149.7,0.735,0.925,0.658,60.3,56.1,1.78
CI-01345,observatie,2.1,5.4,Pd/C,238,17.1,46.7,8.03,52.5,156.4,0.811,0.901,0.7884,72.2,54.4,1.8
CI-01346,observatie,24.2,9.2,Pt/Al2O3,221,24.1,70.4,6.11,42.1,162.2,0.766,0.895,0.7945,72.8,53.4,1.97
CI-01347,observatie,18.1,7.3,Pt/Al2O3,234,21.4,57.2,4.39,46.7,152.7,0.793,0.864,0.7153,62.4,52.2,1.97
CI-01348,observatie,8.4,9.7,Pd/C,297,17.9,57.5,2.72,52.3,147.7,0.838,0.891,0.6922,61.2,51.3,1.45
CI-01349,observatie,20.5,11.6,Pt/Al2O3,231,21.4,64.0,6.78,46.6,157.4,0.809,0.84,0.7742,64.6,52.2,2.1
CI-01350,observatie,1.4,10.1,Pt/Al2O3,262,16.2,49.2,2.95,45.0,149.6,0.784,0.823,0.6933,55.1,51.5,1.48
CI-01351,observatie,18.3,18.1,Ni/SiO2,306,22.9,62.0,2.74,60.2,146.8,0.841,0.777,0.6602,50.9,53.5,2.02
CI-01352,do(druk=8),24.6,17.0,Pt/Al2O3,294,25.9,72.0,8.0,45.6,166.6,0.831,0.831,0.8117,68.2,57.2,2.0
CI-01353,observatie,12.4,6.2,Ni/SiO2,224,19.6,55.6,9.03,61.5,156.3,0.763,0.83,0.723,62.1,53.7,1.26
CI-01354,observatie,26.0,2.7,Pt/Al2O3,213,26.1,63.1,4.51,47.1,154.9,0.74,0.867,0.7048,60.8,51.0,1.84
CI-01355,observatie,14.8,2.3,Ni/SiO2,177,21.3,61.9,9.57,63.4,159.9,0.78,0.836,0.7476,64.2,50.4,1.13
CI-01356,do(roersnelheid=300),41.4,14.3,Pt/Al2O3,300,31.3,92.1,3.68,49.6,155.6,0.801,0.83,0.6852,57.8,54.4,2.35
CI-01357,do(druk=8),18.9,4.3,Pt/Al2O3,224,23.9,63.5,8.0,42.3,162.4,0.732,0.843,0.8091,69.3,53.6,1.12
CI-01358,observatie,20.5,4.9,Pd/C,199,22.6,57.8,6.38,55.2,156.4,0.731,0.903,0.7555,66.7,53.2,1.17
CI-01359,observatie,13.9,2.8,Pd/C,212,21.9,62.2,9.86,46.1,165.8,0.718,0.956,0.7984,76.4,51.1,1.9
CI-01360,observatie,38.9,3.9,Pd/C,225,30.8,78.5,3.49,50.8,156.6,0.731,0.925,0.7092,64.6,55.0,2.31
CI-01361,observatie,22.2,18.3,Ni/SiO2,280,23.2,65.5,3.14,63.6,147.0,0.769,0.765,0.6698,49.3,55.4,1.55
CI-01362,observatie,11.2,5.2,Ni/SiO2,241,18.8,58.1,8.39,61.3,158.1,0.798,0.802,0.7523,58.4,50.1,1.77
CI-01363,do(druk=8),5.0,18.6,Ni/SiO2,269,15.9,59.5,8.0,60.3,152.2,0.792,0.749,0.7459,55.2,49.4,1.4
CI-01364,observatie,28.5,5.2,Pt/Al2O3,207,27.5,78.5,3.87,43.0,156.0,0.676,0.877,0.6903,60.8,50.7,1.98
CI-01365,observatie,5.3,5.7,Pt/Al2O3,224,17.8,47.1,8.09,45.2,159.1,0.774,0.848,0.8036,68.1,51.9,1.53
CI-01366,observatie,23.5,8.2,Ni/SiO2,227,24.2,64.4,4.63,61.6,152.1,0.793,0.809,0.709,58.6,48.1,1.6
CI-01367,observatie,17.3,14.0,Pd/C,250,22.9,59.5,7.36,54.3,158.0,0.765,0.928,0.7685,69.7,54.5,1.06
CI-01368,observatie,27.5,9.2,Ni/SiO2,229,25.6,77.0,9.86,59.3,155.8,0.75,0.847,0.7731,64.9,55.3,2.02
CI-01369,observatie,26.4,2.5,Pd/C,280,26.8,63.2,5.97,50.3,157.1,0.85,0.908,0.7608,68.2,57.3,1.66
CI-01370,observatie,1.8,10.5,Ni/SiO2,231,15.0,59.7,7.88,59.6,149.5,0.803,0.789,0.7359,59.5,52.0,1.93
CI-01371,observatie,6.7,12.7,Pd/C,299,17.7,55.1,7.3,49.4,153.3,0.829,0.88,0.7421,66.2,54.7,1.16
CI-01372,observatie,22.3,10.2,Pd/C,233,23.5,72.5,1.04,50.8,146.2,0.786,0.902,0.6763,60.7,47.6,2.18
CI-01373,observatie,3.4,18.5,Pd/C,294,15.6,59.5,8.8,50.0,156.9,0.82,0.913,0.7949,72.9,55.1,2.06
CI-01374,observatie,22.8,0.9,Pt/Al2O3,192,22.3,65.3,7.88,43.1,159.7,0.751,0.854,0.7472,62.6,49.9,2.0
CI-01375,observatie,31.5,10.0,Ni/SiO2,257,28.2,67.0,8.12,58.7,161.0,0.788,0.856,0.7431,62.6,53.5,1.61
CI-01376,observatie,30.2,18.6,Ni/SiO2,307,27.2,81.3,2.31,60.1,146.7,0.764,0.838,0.6628,54.5,53.5,2.74
CI-01377,do(druk=8),12.8,3.1,Pt/Al2O3,232,20.6,65.2,8.0,46.3,158.0,0.757,0.884,0.7703,67.2,54.0,1.91
CI-01378,observatie,10.5,16.6,Pd/C,287,20.2,61.2,4.55,48.3,152.7,0.795,0.891,0.7204,64.2,57.0,1.71
CI-01379,observatie,25.7,16.9,Pt/Al2O3,271,25.3,84.9,6.89,43.4,160.8,0.794,0.882,0.7935,69.3,57.5,1.9
CI-01380,observatie,8.8,17.0,Pt/Al2O3,274,18.3,57.9,8.23,44.0,163.4,0.893,0.829,0.8311,67.5,54.6,1.81
CI-01381,observatie,35.2,0.3,Pt/Al2O3,211,25.9,85.5,3.5,44.0,154.4,0.735,0.861,0.7105,62.4,51.8,1.83
CI-01382,observatie,22.2,11.8,Ni/SiO2,262,23.3,59.9,1.85,58.5,143.8,0.815,0.769,0.6363,48.3,52.6,1.58
CI-01383,observatie,12.7,5.2,Pt/Al2O3,218,20.7,66.6,1.79,44.0,146.6,0.76,0.819,0.7083,59.2,51.3,1.87
CI-01384,observatie,25.9,9.1,Pt/Al2O3,244,25.6,75.7,7.35,44.4,162.6,0.82,0.887,0.8379,72.9,52.4,1.94
CI-01385,do(druk=8),22.9,13.2,Pt/Al2O3,279,24.8,69.0,8.0,44.4,163.8,0.761,0.83,0.7864,63.9,56.9,1.42
CI-01386,observatie,19.5,11.1,Pd/C,252,21.7,64.1,8.57,46.9,162.8,0.779,0.92,0.8276,76.8,59.9,1.48
CI-01387,observatie,13.7,14.9,Pt/Al2O3,271,20.4,61.7,4.61,44.9,155.5,0.794,0.889,0.7346,65.5,58.0,1.45
CI-01388,observatie,17.8,17.8,Ni/SiO2,275,22.4,63.9,2.89,57.3,147.9,0.735,0.785,0.643,49.3,53.5,2.21
CI-01389,observatie,8.0,19.0,Ni/SiO2,278,16.9,55.8,7.75,60.3,153.0,0.853,0.804,0.769,59.8,53.8,1.81
CI-01390,observatie,29.9,10.4,Ni/SiO2,250,28.6,75.6,9.98,58.7,167.7,0.748,0.81,0.816,65.4,58.9,1.99
CI-01391,observatie,5.9,10.4,Pd/C,270,16.2,51.0,6.85,49.7,153.7,0.81,0.9,0.7809,70.5,55.9,1.48
CI-01392,observatie,18.7,8.3,Ni/SiO2,213,22.1,63.0,1.13,61.0,145.2,0.766,0.803,0.6486,53.8,50.5,1.39
CI-01393,observatie,28.9,7.0,Ni/SiO2,239,26.5,74.4,6.24,63.3,157.4,0.833,0.785,0.7019,55.2,50.6,1.83
CI-01394,observatie,15.0,7.2,Ni/SiO2,216,23.0,58.5,8.29,61.1,159.9,0.817,0.804,0.7378,58.8,50.8,1.36
CI-01395,observatie,10.7,11.1,Pd/C,263,19.5,64.6,6.53,49.0,153.8,0.802,0.908,0.7555,69.5,53.6,1.29
CI-01396,observatie,31.2,4.2,Pd/C,253,27.9,78.3,5.39,49.7,155.6,0.79,0.905,0.7747,71.1,52.8,1.56
CI-01397,observatie,22.8,4.4,Pt/Al2O3,259,24.2,69.7,6.37,45.8,158.0,0.809,0.856,0.7797,67.7,55.3,1.65
CI-01398,observatie,27.2,14.1,Pt/Al2O3,316,26.8,72.0,2.64,45.8,153.5,0.812,0.858,0.7107,61.8,55.6,1.92
CI-01399,observatie,33.9,6.2,Pt/Al2O3,219,28.6,83.0,9.57,45.8,166.3,0.761,0.833,0.8106,67.3,54.0,2.12
CI-01400,observatie,35.4,11.6,Ni/SiO2,247,27.8,77.5,8.83,62.5,156.7,0.757,0.813,0.761,61.1,54.5,2.25
CI-01401,observatie,9.0,13.5,Ni/SiO2,251,18.6,62.0,1.96,57.8,140.7,0.807,0.809,0.6426,53.6,51.1,1.93
CI-01402,observatie,27.5,12.0,Pt/Al2O3,288,26.7,77.3,5.48,45.8,161.9,0.808,0.885,0.7504,67.2,57.4,1.56
CI-01403,observatie,25.9,12.7,Pd/C,270,24.5,66.5,2.82,50.5,150.1,0.776,0.906,0.7108,67.3,52.6,1.8
CI-01404,observatie,31.3,19.5,Pd/C,302,27.0,73.1,2.39,51.1,154.9,0.81,0.892,0.7173,65.5,54.5,1.43
CI-01405,observatie,24.3,15.8,Pd/C,291,22.9,67.9,7.14,50.5,156.3,0.834,0.907,0.7619,69.0,54.8,1.75
CI-01406,observatie,14.0,7.6,Pd/C,218,21.7,60.6,7.0,50.5,159.4,0.743,0.884,0.7666,70.4,51.1,1.34
CI-01407,observatie,15.9,18.9,Pt/Al2O3,293,22.1,64.7,5.69,42.9,156.2,0.83,0.839,0.7863,65.0,58.2,1.95
CI-01408,observatie,15.7,15.6,Pd/C,274,20.8,69.7,4.06,51.8,149.1,0.774,0.882,0.6995,62.2,54.7,1.76
CI-01409,do(druk=8),24.7,16.8,Ni/SiO2,277,25.7,67.9,8.0,60.4,156.8,0.808,0.807,0.7723,62.7,53.7,1.87
CI-01410,observatie,-2.5,4.5,Pd/C,223,13.6,48.5,9.2,48.4,159.9,0.746,0.888,0.7974,70.3,54.8,1.55
CI-01411,observatie,29.4,6.3,Pt/Al2O3,252,25.3,68.3,9.17,45.0,163.2,0.807,0.878,0.8502,75.9,52.3,1.88
CI-01412,do(roersnelheid=300),25.3,15.6,Pt/Al2O3,300,25.5,74.7,7.57,47.5,159.4,0.787,0.871,0.7989,70.7,53.9,2.29
CI-01413,observatie,20.2,1.2,Ni/SiO2,229,24.6,69.9,1.1,60.7,143.6,0.726,0.79,0.6387,47.8,52.0,2.7
CI-01414,observatie,18.6,12.7,Ni/SiO2,262,22.3,62.6,5.96,62.8,152.6,0.763,0.786,0.7274,56.8,53.1,1.86
CI-01415,observatie,11.7,11.5,Ni/SiO2,250,20.5,51.4,3.66,56.8,145.1,0.8,0.853,0.6989,59.5,52.4,1.42
CI-01416,observatie,17.5,8.8,Pd/C,265,22.6,65.9,5.77,51.6,155.5,0.831,0.892,0.6865,60.7,57.1,1.65
CI-01417,observatie,20.7,13.7,Pt/Al2O3,221,23.2,68.8,4.7,42.7,151.2,0.747,0.848,0.7362,61.7,47.2,1.5
CI-01418,observatie,14.8,5.1,Pd/C,239,20.2,54.4,5.57,52.8,155.1,0.77,0.906,0.7455,67.3,53.3,1.38
CI-01419,observatie,20.8,19.3,Pd/C,302,22.4,60.5,4.2,50.5,153.5,0.846,0.911,0.779,70.0,54.1,1.9
CI-01420,observatie,24.7,14.7,Pd/C,270,23.8,74.2,9.39,48.4,162.5,0.77,0.946,0.8224,75.1,55.0,1.55
CI-01421,observatie,18.1,8.7,Pd/C,254,21.3,70.3,8.19,50.0,156.7,0.786,0.89,0.7804,69.4,53.1,1.86
CI-01422,observatie,10.5,10.6,Pt/Al2O3,248,20.3,53.1,7.58,45.9,161.1,0.772,0.846,0.7838,66.4,55.6,1.24
CI-01423,observatie,27.9,10.5,Pd/C,250,28.5,79.7,3.97,47.6,152.6,0.821,0.889,0.7274,66.6,53.3,2.3
CI-01424,observatie,44.5,19.4,Pt/Al2O3,322,33.2,93.7,5.82,45.7,166.9,0.798,0.86,0.7942,69.2,60.4,2.04
CI-01425,observatie,35.4,12.8,Pt/Al2O3,283,30.0,78.5,5.66,45.9,158.5,0.771,0.879,0.76,67.2,56.2,2.08
CI-01426,observatie,24.9,6.4,Ni/SiO2,229,24.2,71.4,6.17,59.4,152.2,0.751,0.765,0.6728,50.0,53.0,2.15
CI-01427,observatie,10.7,10.8,Pt/Al2O3,258,19.3,59.7,5.29,45.0,155.3,0.786,0.856,0.7524,64.1,56.8,1.63
CI-01428,observatie,28.4,19.4,Pt/Al2O3,335,25.8,78.7,1.59,44.6,149.1,0.812,0.807,0.7235,57.0,57.4,1.94
CI-01429,observatie,19.3,0.7,Ni/SiO2,164,22.8,70.3,9.0,59.8,161.2,0.717,0.784,0.7822,61.7,53.0,1.81
CI-01430,observatie,26.5,7.5,Ni/SiO2,253,23.4,68.0,5.82,56.5,153.3,0.779,0.827,0.7162,59.0,50.1,2.47
CI-01431,observatie,37.0,0.9,Ni/SiO2,213,30.4,78.9,7.1,60.3,161.6,0.74,0.852,0.7557,65.3,58.2,1.52
CI-01432,observatie,19.3,11.6,Pd/C,241,21.2,65.8,8.61,52.1,161.0,0.749,0.939,0.7865,75.7,53.3,2.05
CI-01433,observatie,28.6,13.2,Pd/C,267,24.4,76.5,7.48,53.5,153.3,0.748,0.891,0.7316,65.3,53.0,2.42
CI-01434,observatie,5.5,5.9,Ni/SiO2,237,15.8,46.7,5.1,60.7,147.9,0.754,0.807,0.724,57.6,53.0,1.49
CI-01435,observatie,20.0,6.6,Pd/C,228,23.5,65.1,2.23,47.5,151.5,0.782,0.881,0.7414,64.6,50.8,1.84
CI-01436,observatie,15.9,19.7,Pd/C,312,21.5,61.5,3.45,48.4,150.6,0.832,0.859,0.7064,59.6,53.5,2.01
CI-01437,observatie,11.1,19.8,Pt/Al2O3,298,19.9,55.3,7.43,47.9,158.4,0.793,0.874,0.7932,70.2,60.7,1.8
CI-01438,do(roersnelheid=300),11.7,8.3,Ni/SiO2,300,19.8,66.0,2.55,58.6,142.6,0.728,0.813,0.6393,50.1,49.6,1.77
CI-01439,observatie,13.3,4.3,Pt/Al2O3,231,20.7,65.1,1.16,44.7,148.8,0.777,0.847,0.6697,57.1,50.9,1.88
CI-01440,do(druk=8),15.1,19.5,Pd/C,298,19.7,59.4,8.0,51.7,155.6,0.782,0.9,0.7413,66.8,52.8,2.1
CI-01441,observatie,8.3,1.1,Ni/SiO2,182,18.3,53.8,2.42,59.3,143.9,0.71,0.783,0.5887,46.4,49.4,1.76
CI-01442,observatie,25.3,18.5,Pt/Al2O3,300,26.8,76.0,6.98,43.6,165.6,0.813,0.872,0.8185,72.1,56.3,2.37
CI-01443,observatie,22.8,16.1,Ni/SiO2,283,24.8,69.7,6.33,62.0,154.8,0.823,0.804,0.7394,59.8,54.9,2.04
CI-01444,observatie,15.3,1.0,Pt/Al2O3,219,19.6,62.6,9.51,42.1,169.7,0.735,0.888,0.8422,74.1,54.7,1.59
CI-01445,observatie,31.3,4.2,Pd/C,276,28.8,73.2,3.61,48.1,154.8,0.76,0.917,0.7325,64.9,53.4,1.67
CI-01446,observatie,11.8,11.3,Pt/Al2O3,249,20.9,61.1,7.74,44.4,160.8,0.756,0.823,0.7763,63.9,55.0,1.93
CI-01447,observatie,8.2,11.4,Pd/C,242,17.4,55.1,6.86,47.0,156.1,0.812,0.915,0.7633,71.2,55.0,1.57
CI-01448,observatie,22.1,2.4,Pd/C,243,23.3,63.7,7.15,47.0,160.0,0.741,0.932,0.7778,71.9,52.6,1.87
CI-01449,observatie,13.0,18.5,Pt/Al2O3,259,21.1,59.1,5.49,47.5,156.9,0.753,0.833,0.7262,58.1,51.7,1.73
CI-01450,do(roersnelheid=300),23.2,14.8,Ni/SiO2,300,25.2,61.3,9.06,60.6,156.3,0.756,0.824,0.7323,59.5,50.7,1.29
CI-01451,observatie,21.6,16.0,Pt/Al2O3,275,23.2,66.3,7.29,46.0,158.3,0.733,0.872,0.7775,67.9,57.4,1.8
CI-01452,observatie,30.0,11.5,Pd/C,248,26.3,77.3,4.08,46.8,153.4,0.758,0.933,0.7254,68.6,56.8,1.98
CI-01453,do(roersnelheid=300),19.5,3.2,Ni/SiO2,300,23.0,58.9,4.93,58.1,150.1,0.817,0.811,0.7239,58.7,51.6,0.92
CI-01454,observatie,21.9,13.9,Pd/C,274,24.7,64.6,5.97,49.0,156.1,0.723,0.878,0.7167,61.7,57.6,1.84
CI-01455,observatie,10.7,9.6,Pd/C,218,20.2,62.5,1.15,51.6,143.9,0.742,0.893,0.6082,54.6,49.6,2.17
CI-01456,observatie,16.3,11.3,Pd/C,239,21.8,59.6,4.46,48.9,152.7,0.794,0.917,0.726,67.4,54.0,1.98
CI-01457,do(roersnelheid=300),26.0,12.6,Ni/SiO2,300,24.8,68.1,7.33,61.7,157.5,0.823,0.785,0.7459,60.1,56.6,2.05
CI-01458,observatie,33.8,7.8,Pt/Al2O3,243,28.9,83.3,8.84,48.5,163.8,0.779,0.885,0.7827,69.7,50.9,2.57
CI-01459,observatie,20.2,15.6,Pd/C,303,25.2,60.6,5.23,51.5,157.1,0.778,0.913,0.7472,67.9,58.2,1.63
CI-01460,observatie,26.0,12.0,Ni/SiO2,264,26.1,68.6,6.81,57.7,158.5,0.858,0.811,0.7231,58.5,55.3,1.56
CI-01461,observatie,8.3,15.8,Pd/C,286,19.1,56.6,1.81,47.4,146.1,0.779,0.884,0.6813,60.7,52.5,1.78
CI-01462,observatie,21.1,2.3,Pt/Al2O3,222,23.4,71.4,3.86,44.8,157.4,0.814,0.828,0.7131,58.7,48.2,1.7
CI-01463,observatie,12.3,2.4,Pt/Al2O3,197,21.6,61.8,7.86,47.0,158.3,0.712,0.823,0.8068,65.2,51.2,1.39
CI-01464,observatie,27.0,7.4,Ni/SiO2,242,25.6,72.9,1.91,62.5,145.4,0.735,0.813,0.6351,53.1,51.8,1.87
CI-01465,observatie,26.5,9.7,Pt/Al2O3,238,26.9,68.6,7.51,47.4,161.0,0.773,0.882,0.8059,71.4,55.0,1.76
CI-01466,observatie,16.4,12.2,Ni/SiO2,254,21.2,60.7,9.97,58.0,157.1,0.736,0.818,0.7513,61.6,56.4,1.42
CI-01467,do(roersnelheid=300),5.7,10.7,Pt/Al2O3,300,17.9,53.4,1.67,43.6,147.2,0.835,0.858,0.6826,59.4,50.1,1.54
CI-01468,observatie,19.3,2.8,Pt/Al2O3,233,21.6,72.2,6.39,45.5,155.1,0.835,0.853,0.76,64.3,51.0,2.32
CI-01469,do(roersnelheid=300),22.7,4.0,Pd/C,300,25.0,68.0,4.86,49.1,152.0,0.744,0.941,0.758,70.6,51.8,1.76
CI-01470,observatie,13.5,9.0,Ni/SiO2,236,20.6,68.1,3.92,61.0,148.5,0.741,0.8,0.682,53.9,48.2,1.55
CI-01471,do(roersnelheid=300),8.9,4.4,Pd/C,300,19.8,57.1,9.64,47.0,163.8,0.828,0.919,0.8245,74.6,54.1,0.79
CI-01472,observatie,23.6,2.6,Pd/C,223,24.6,64.1,8.28,48.1,164.2,0.762,0.935,0.8104,74.7,55.3,1.49
CI-01473,observatie,29.1,4.8,Pd/C,218,28.0,69.9,7.53,50.9,162.8,0.755,0.895,0.7738,67.7,50.3,1.75
CI-01474,observatie,15.6,5.8,Pt/Al2O3,220,20.9,60.5,1.43,43.9,148.6,0.738,0.85,0.6782,58.0,49.3,1.24
CI-01475,observatie,17.1,2.4,Pd/C,214,21.9,67.0,7.86,50.0,160.2,0.739,0.941,0.7639,71.1,52.7,2.07
CI-01476,observatie,17.8,4.9,Pd/C,249,22.3,59.4,6.55,50.6,158.6,0.812,0.916,0.7888,71.9,57.8,1.61
CI-01477,observatie,9.5,17.3,Pt/Al2O3,274,18.1,53.4,5.8,43.8,154.1,0.814,0.865,0.7545,65.0,54.6,1.55
CI-01478,observatie,17.2,15.9,Pd/C,295,21.5,64.6,7.21,50.6,156.1,0.831,0.88,0.7611,65.9,56.9,2.41
CI-01479,observatie,12.6,19.4,Pt/Al2O3,276,20.5,61.6,7.04,45.6,158.6,0.79,0.854,0.7536,66.9,56.2,1.96
CI-01480,observatie,18.6,7.1,Ni/SiO2,226,21.9,70.5,1.03,57.0,144.4,0.707,0.814,0.6589,55.3,48.9,1.8
CI-01481,observatie,25.3,18.8,Pd/C,293,26.6,71.8,2.05,50.1,152.5,0.862,0.854,0.7483,64.2,50.3,1.71
CI-01482,observatie,15.8,3.3,Ni/SiO2,183,20.6,63.2,7.63,58.0,151.4,0.776,0.807,0.7421,59.6,53.4,1.75
CI-01483,observatie,20.3,18.9,Pt/Al2O3,314,24.7,63.4,9.81,44.5,166.1,0.816,0.877,0.8317,73.4,56.7,1.42
CI-01484,observatie,21.8,4.5,Ni/SiO2,232,25.7,71.7,1.7,58.8,147.7,0.78,0.789,0.6957,53.7,47.2,2.08
CI-01485,do(druk=8),16.8,15.6,Pd/C,295,22.3,59.0,8.0,49.6,159.3,0.774,0.909,0.7473,67.8,57.4,1.86
CI-01486,observatie,20.2,16.9,Pd/C,283,23.4,67.2,4.63,49.3,154.2,0.79,0.945,0.7009,65.4,56.7,1.55
CI-01487,observatie,30.1,7.2,Pt/Al2O3,223,27.0,84.5,9.01,47.1,164.3,0.789,0.847,0.7857,65.8,55.2,1.8
CI-01488,observatie,22.9,9.6,Pt/Al2O3,248,23.4,65.7,6.64,47.3,155.2,0.836,0.845,0.7714,65.4,53.9,1.57
CI-01489,observatie,7.8,0.2,Pd/C,246,18.2,56.3,2.53,46.7,144.5,0.765,0.895,0.6766,60.8,52.1,1.44
CI-01490,observatie,17.5,18.7,Pt/Al2O3,292,22.4,63.6,5.0,44.4,154.2,0.808,0.846,0.784,66.3,54.1,1.73
CI-01491,observatie,10.0,15.9,Ni/SiO2,300,19.2,61.4,5.13,57.8,148.4,0.826,0.776,0.7126,54.6,58.4,1.72
CI-01492,observatie,17.1,8.3,Pd/C,237,21.6,61.9,4.52,49.5,154.9,0.752,0.888,0.6926,61.6,53.8,1.59
CI-01493,observatie,26.7,9.1,Pt/Al2O3,259,27.4,73.1,6.5,44.1,161.0,0.791,0.834,0.8208,69.9,60.3,1.97
CI-01494,observatie,17.2,13.1,Pd/C,294,20.4,67.6,3.37,52.7,148.9,0.816,0.91,0.7023,65.2,50.0,1.6
CI-01495,observatie,19.3,9.8,Pd/C,243,22.0,61.8,1.51,45.4,149.3,0.794,0.872,0.6619,57.3,50.7,2.0
CI-01496,observatie,14.0,17.0,Ni/SiO2,330,21.4,56.8,1.67,63.3,141.8,0.861,0.811,0.5983,49.5,58.9,1.95
CI-01497,observatie,14.8,18.1,Pd/C,273,19.1,64.0,6.12,45.8,157.1,0.828,0.919,0.7642,70.3,53.3,1.41
CI-01498,observatie,18.1,2.5,Pd/C,240,23.1,59.7,3.45,52.1,149.9,0.8,0.869,0.6955,60.7,50.5,1.68
CI-01499,observatie,9.9,13.7,Ni/SiO2,246,18.9,60.3,1.05,61.4,139.9,0.804,0.8,0.6274,50.4,47.5,2.08
CI-01500,observatie,10.5,19.5,Pt/Al2O3,270,20.2,59.5,4.78,46.7,151.9,0.816,0.849,0.7419,62.3,54.3,1.09
CI-01501,observatie,17.7,9.0,Pt/Al2O3,234,21.9,65.8,6.48,44.5,161.3,0.782,0.863,0.8067,69.5,55.3,2.14
CI-01502,observatie,20.6,11.2,Pd/C,259,23.4,65.9,3.86,51.1,150.1,0.771,0.909,0.714,63.9,51.2,1.9
CI-01503,observatie,22.3,1.3,Pd/C,190,21.7,73.1,1.79,49.6,148.9,0.739,0.91,0.6562,59.7,48.5,2.16
CI-01504,do(roersnelheid=300),9.1,18.4,Pd/C,300,18.3,56.8,4.1,47.4,148.3,0.805,0.881,0.7004,60.4,55.6,2.26
CI-01505,observatie,8.0,12.9,Pd/C,218,18.6,52.7,1.52,45.9,144.6,0.774,0.876,0.6723,58.7,51.3,1.28
CI-01506,observatie,29.0,5.9,Ni/SiO2,239,28.1,68.1,5.6,62.0,156.2,0.811,0.822,0.7221,58.6,51.7,1.99
CI-01507,observatie,17.8,4.3,Pt/Al2O3,250,21.3,63.2,9.69,47.1,162.2,0.804,0.879,0.8071,71.4,57.0,1.42
CI-01508,observatie,15.2,9.4,Pt/Al2O3,236,20.2,54.6,8.56,42.2,161.4,0.808,0.866,0.8121,69.2,52.7,1.27
CI-01509,do(roersnelheid=300),12.8,11.9,Pd/C,300,21.5,56.3,5.05,49.3,154.5,0.791,0.911,0.7379,68.1,48.5,1.57
CI-01510,observatie,11.4,2.8,Pt/Al2O3,240,20.1,60.9,1.84,47.2,149.5,0.725,0.858,0.6956,59.0,50.0,1.43
CI-01511,observatie,5.7,8.1,Ni/SiO2,245,18.6,50.9,5.74,59.3,147.2,0.752,0.756,0.7057,54.4,52.4,1.71
CI-01512,observatie,20.5,14.4,Pd/C,283,22.5,67.5,3.9,51.6,149.4,0.787,0.924,0.714,65.6,54.5,2.12
CI-01513,observatie,14.3,16.7,Ni/SiO2,299,20.5,64.5,1.79,61.7,140.4,0.826,0.817,0.6653,54.9,57.2,1.66
CI-01514,observatie,5.5,10.7,Pd/C,284,18.1,47.0,9.43,50.3,158.7,0.765,0.905,0.813,74.6,57.3,1.36
CI-01515,observatie,10.6,13.6,Pd/C,267,19.3,60.1,7.64,51.0,158.8,0.808,0.896,0.7924,71.5,53.2,2.0
CI-01516,observatie,9.2,19.9,Ni/SiO2,315,20.4,52.6,1.14,57.0,145.4,0.827,0.797,0.6768,51.7,53.2,1.26
CI-01517,observatie,17.9,0.3,Pd/C,193,22.6,61.6,5.04,48.4,151.0,0.724,0.902,0.7266,64.5,50.5,1.74
CI-01518,observatie,23.4,6.5,Ni/SiO2,222,24.6,69.0,6.16,59.6,151.0,0.8,0.802,0.7197,58.9,48.6,1.28
CI-01519,observatie,15.0,5.2,Pd/C,223,21.3,50.7,1.03,51.0,145.4,0.736,0.919,0.6747,61.1,48.5,1.14
CI-01520,observatie,18.7,14.6,Pt/Al2O3,267,23.5,73.3,5.79,45.3,158.8,0.819,0.856,0.7483,63.8,57.1,1.84
CI-01521,observatie,5.7,1.0,Pt/Al2O3,206,17.0,61.2,3.28,44.6,151.4,0.748,0.853,0.7003,59.2,50.9,1.88
CI-01522,observatie,12.0,11.9,Pt/Al2O3,286,20.0,60.1,2.78,43.3,150.7,0.802,0.869,0.6861,58.7,53.6,1.99
CI-01523,observatie,16.3,15.7,Pt/Al2O3,286,23.1,67.0,2.85,44.2,151.8,0.822,0.869,0.7019,61.9,58.3,1.72
CI-01524,observatie,18.7,10.4,Pt/Al2O3,262,22.6,67.0,9.62,41.7,167.2,0.795,0.866,0.8457,74.9,57.4,1.65
CI-01525,do(druk=8),13.2,11.2,Pd/C,273,19.9,55.7,8.0,47.2,159.0,0.842,0.9,0.7752,67.4,55.8,1.18
